N	2gram	Voloshinov	Komedia
1	и в	12	77
2	и не	10	47
3	в том	6	44
4	том что	5	42
5	о том	3	33
6	едва ли	2	32
7	но и	3	32
8	может быть	14	30
9	таким образом	12	29
10	в то	2	28
11	и его	13	28
12	в этом	4	27
13	не только	4	25
14	тому же	2	25
15	вместе с	2	25
16	так как	9	24
17	как и	5	23
18	ни в	3	23
19	что в	2	23
20	что и	2	22
21	если бы	9	22
22	в самом	4	22
23	так и	4	21
24	то же	5	21
25	ясно что	3	21
26	в его	2	20
27	к этому	2	19
28	еще не	3	17
29	и здесь	2	17
30	в нем	6	17
31	все же	4	16
32	не менее	3	16
33	при этом	6	16
34	сих пор	3	16
35	он не	2	16
36	до сих	3	16
37	его в	4	15
38	в своем	2	15
39	не в	4	15
40	точки зрения	14	15
41	между тем	3	15
42	прежде всего	8	15
43	и на	4	15
44	к нему	4	14
45	все это	3	14
46	и с	3	14
47	то что	5	13
48	самом деле	3	13
49	но в	5	13
50	в них	3	13
51	мы можем	2	13
52	так же	3	12
53	с другой	4	12
54	как это	2	12
55	уже в	2	12
56	не может	16	12
57	как в	5	12
58	но не	2	12
59	в котором	3	12
60	по отношению	11	11
61	и для	3	11
62	с ним	3	11
63	в отношении	2	10
64	отношение к	4	10
65	ничего не	2	10
66	и все	2	10
67	в чем	2	10
68	мы не	3	10
69	с его	2	10
70	на него	2	10
71	с одной	2	10
72	как бы	13	10
73	и что	2	10
74	одной стороны	2	9
75	и по	3	9
76	в своей	3	9
77	независимо от	2	9
78	отношению к	11	9
79	но все	2	9
80	только в	6	9
81	в ней	6	9
82	и ее	3	8
83	то ни	3	8
84	место в	2	8
85	да и	3	8
86	другой стороны	2	8
87	с этой	2	8
88	до конца	2	7
89	в себе	3	7
90	и к	4	7
91	бы то	3	7
92	хотя бы	5	7
93	дело с	2	7
94	ни было	4	7
95	в этих	2	7
96	к его	2	7
97	отнюдь не	5	7
98	для нас	7	7
99	в виду	5	6
100	могут быть	2	6
101	что не	4	6
102	на это	2	6
103	тем не	3	6
104	в какой	2	6
105	когда он	3	6
106	с точки	2	6
107	а не	5	6
108	никогда не	5	5
109	это не	2	5
110	все время	6	5
111	к ним	2	5
112	не так	2	5
113	мы имеем	2	5
114	между собой	2	5
115	сказать что	7	5
116	за пределы	4	5
117	от того	4	5
118	жизни и	4	5
119	конечно не	3	5
120	же самое	2	5
121	с помощью	6	5
122	нуждается в	3	4
123	не остается	2	4
124	тем как	2	4
125	между ними	2	4
126	из этого	3	4
127	нет ничего	2	4
128	стороны и	2	4
129	бы не	2	4
130	и другие	2	4
131	за его	2	4
132	такой же	2	4
133	в пределах	3	4
134	выражение в	2	4
135	что мы	5	4
136	в себя	2	4
137	и потому	2	3
138	действия и	2	3
139	и притом	2	3
140	как к	3	3
141	на все	2	3
142	только на	3	3
143	мы в	2	3
144	она не	2	3
145	конечно в	2	3
146	а к	2	3
147	и уже	3	3
148	выходят за	2	3
149	так называемой	3	3
150	и более	3	3
151	можно найти	2	3
152	по себе	3	3
153	относится к	2	3
154	как на	2	3
155	не к	3	3
156	в нашем	11	3
157	этих двух	2	3
158	в каком	3	2
159	те же	2	2
160	как же	2	2
161	и следовательно	5	2
162	содержанию и	2	2
163	еще раз	2	2
164	слово в	3	2
165	это как	3	2
166	в основном	2	2
167	того что	3	2
168	и дает	2	2
169	в душе	2	2
170	как уже	2	2
171	общего с	2	2
172	была бы	2	2
173	зависимости от	4	2
174	этой точки	3	2
175	и те	2	2
176	и та	2	2
177	здесь не	3	2
178	содержания и	2	2
179	в зависимости	2	2
180	ней как	2	2
181	все эти	3	2
182	себя и	2	2
183	должна быть	5	2
184	известной степени	2	2
185	имеет в	3	2
186	с другими	2	2
187	в литературе	4	2
188	героя или	2	2
189	но это	2	2
190	и так	2	2
191	как не	2	2
192	слова и	6	2
193	отношении к	3	2
194	как только	2	2
195	формы и	3	2
196	для него	3	2
197	в жизни	5	2
198	и является	4	2
199	его к	2	2
200	от всех	2	2
201	точек зрения	3	2
202	имеем в	2	2
203	ко всем	2	2
204	связь с	2	2
205	на примере	2	2
206	в форме	2	2
207	если же	2	2
208	со словом	2	2
