N	2gram	Tiupa_Anal	KFilosof
1	может быть	19	45
2	в его	12	42
3	в нем	3	32
4	не может	3	29
5	и не	14	28
6	и в	36	28
7	по отношению	9	26
8	отношению к	9	22
9	не есть	6	22
10	в себе	7	21
11	и его	18	18
12	только в	9	18
13	в своем	7	17
14	в ее	5	17
15	а не	16	17
16	в этом	19	15
17	не в	9	13
18	для него	8	13
19	точки зрения	3	13
20	но не	13	12
21	в своей	12	11
22	во всех	4	11
23	все эти	2	11
24	это не	4	10
25	в целом	8	10
26	от себя	3	10
27	и для	4	10
28	все это	5	10
29	с точки	2	10
30	в их	7	9
31	но и	26	9
32	как бы	14	9
33	и все	3	9
34	момент его	2	9
35	себя в	6	8
36	если бы	2	8
37	не было	3	8
38	лишь в	9	8
39	со стороны	12	8
40	в мире	17	8
41	жизни и	2	8
42	было бы	6	8
43	в себя	6	8
44	но лишь	2	7
45	для себя	2	7
46	и здесь	4	7
47	совершенно не	3	7
48	то что	5	7
49	уже не	9	7
50	отнюдь не	7	7
51	что и	10	7
52	во всем	5	7
53	вовсе не	2	7
54	отношение к	2	6
55	но эта	2	6
56	в том	16	6
57	место в	4	6
58	и их	3	6
59	я не	3	6
60	но это	3	6
61	и я	3	6
62	он не	9	6
63	никогда не	7	5
64	от его	2	5
65	его в	4	5
66	все же	6	5
67	не только	40	5
68	мы имеем	5	5
69	но как	4	5
70	бы быть	2	5
71	его как	3	5
72	эмоционально-волевым тоном	2	5
73	то же	7	5
74	жизни в	4	5
75	еще не	7	5
76	не знает	2	5
77	а в	17	5
78	но в	8	5
79	в контексте	3	5
80	как и	27	5
81	ко всему	2	5
82	именно в	4	5
83	жизни как	4	5
84	в одном	4	5
85	там где	2	5
86	от своей	2	5
87	себя и	2	5
88	я и	6	5
89	с ним	2	5
90	в основе	2	5
91	тем самым	8	4
92	том что	19	4
93	что в	15	4
94	могла бы	3	4
95	не как	3	4
96	и т.д	3	4
97	прежде всего	7	4
98	в чем	2	4
99	в своих	3	4
100	мира и	2	4
101	входит в	4	4
102	с ними	2	4
103	при этом	19	4
104	между тем	8	4
105	или иного	5	3
106	ничего не	3	3
107	того или	6	3
108	в то	8	3
109	здесь не	8	3
110	человека и	2	3
111	в каждом	4	3
112	в другом	3	3
113	а лишь	2	3
114	это и	4	3
115	тем что	3	3
116	и тем	3	3
117	где он	2	3
118	в момент	3	3
119	самом деле	2	3
120	к чему	2	3
121	не должен	2	3
122	по своему	3	3
123	не менее	9	3
124	не должно	3	3
125	о том	9	3
126	себя не	2	3
127	в акте	2	3
128	поскольку он	3	3
129	в ней	2	3
130	в свою	9	3
131	вступает в	5	3
132	могут быть	4	3
133	и на	5	3
134	что не	3	3
135	ближе к	2	3
136	того что	4	3
137	мы не	4	3
138	той или	6	3
139	и может	2	3
140	жизни но	4	3
141	один и	2	3
142	тот же	3	3
143	бы и	2	3
144	отсюда и	2	3
145	не о	2	2
146	и то	2	2
147	с этого	2	2
148	в соответствии	5	2
149	только по	2	2
150	или иной	9	2
151	и потому	3	2
152	свою жизнь	4	2
153	в данном	12	2
154	я уже	2	2
155	или иным	2	2
156	говорить о	6	2
157	и ее	3	2
158	дело в	3	2
159	к этому	3	2
160	дело не	3	2
161	включает в	2	2
162	в составе	2	2
163	это было	2	2
164	с ее	3	2
165	и конечно	2	2
166	тем не	3	2
167	но всегда	2	2
168	к содержанию	3	2
169	как к	2	2
170	и как	5	2
171	в принципе	3	2
172	не живет	2	2
173	все они	2	2
174	были бы	3	2
175	а с	2	2
176	одного и	4	2
177	что он	5	2
178	значимость и	2	2
179	из которых	2	2
180	со всеми	2	2
181	а для	3	2
182	так и	19	2
183	ни к	3	2
184	жизнь и	3	2
185	приобщается к	2	2
186	едва ли	6	2
187	в жизни	2	2
188	с тем	2	2
189	как в	9	2
190	на первом	2	2
191	при условии	2	2
192	она не	3	2
193	дело с	3	2
194	гораздо более	3	2
195	другое дело	2	2
196	в единое	3	2
197	оно не	2	2
198	соответствии с	3	2
199	однако что	4	2
200	он и	4	2
201	один из	6	2
202	по себе	6	2
203	не будет	3	2
204	этих моментов	2	2
205	вступить в	2	2
206	и того	4	2
207	сводится к	5	2
208	слова в	2	2
209	не следует	5	2
210	в качестве	22	2
211	же время	7	2
212	дело здесь	4	2
213	этого слова	3	2
214	в этой	10	2
215	основе своей	2	2
216	с его	15	2
