N	3gram	Vygotskiy_	Formalny
1	с точки зрения	11	40
2	не может быть	5	29
3	во всяком случае	10	16
4	в связи с	8	16
5	по отношению к	3	12
6	так и в	2	11
7	в самом деле	4	11
8	в этом отношении	9	11
9	в зависимости от	6	10
10	с другой стороны	5	9
11	как мы видели	4	8
12	для того чтобы	14	8
13	до сих пор	3	8
14	вместе с тем	11	8
15	с одной стороны	8	8
16	более или менее	3	7
17	сами по себе	4	7
18	в свою очередь	3	7
19	в высшей степени	11	7
20	и в этом	2	7
21	того или иного	2	7
22	сам по себе	2	6
23	смысле этого слова	10	6
24	с тем что	4	6
25	в том что	41	6
26	мы не можем	2	5
27	связи с этим	2	5
28	в этом смысле	7	5
29	в отличие от	8	5
30	и те же	3	5
31	одни и те	3	5
32	с самого начала	6	4
33	тем не менее	6	4
34	то и другое	5	3
35	то же самое	9	3
36	с тем и	4	3
37	на первый план	5	3
38	и тот же	6	3
39	друг с другом	10	3
40	в том числе	3	3
41	как мы увидим	2	3
42	один и тот	6	3
43	в том смысле	3	3
44	том числе и	3	3
45	и во всяком	2	3
46	в том чтобы	2	3
47	в такой же	2	2
48	в том случае	2	2
49	что перед нами	3	2
50	из того что	3	2
51	так же как	9	2
52	ничего общего с	2	2
53	лежит в основе	3	2
54	этой точки зрения	4	2
55	как и в	3	2
56	одним и тем	4	2
57	с этой точки	4	2
58	связаны между собой	2	2
59	как если бы	2	2
60	между тем как	4	2
61	на этот вопрос	2	2
62	и тем же	4	2
63	друг от друга	2	2
64	и тем самым	3	2
65	мы видели что	4	2
66	в последнее время	4	2
67	хотя бы и	2	2
68	в собственном смысле	12	2
69	том смысле что	2	2
70	в этом случае	4	2
71	что и в	6	2
72	так как они	2	2
