N	2gram	Vygotskiy_	Problema
1	и в	33	182
2	и не	18	152
3	вовсе не	2	145
4	то что	48	144
5	не есть	4	113
6	не только	28	104
7	потому что	40	89
8	в этом	43	88
9	может быть	15	82
10	том что	41	81
11	в том	44	81
12	только в	21	73
13	сказать что	18	72
14	но и	14	70
15	в виде	3	69
16	у нас	4	68
17	также и	2	68
18	и даже	3	66
19	по себе	8	64
20	не менее	4	58
21	о том	13	57
22	так и	8	56
23	а не	14	56
24	но в	9	55
25	так что	8	52
26	отнюдь не	2	48
27	в себе	4	48
28	было бы	18	46
29	в своей	5	45
30	прежде всего	5	45
31	что в	33	44
32	в его	15	44
33	все эти	9	43
34	не в	10	43
35	таким образом	30	42
36	как раз	5	42
37	то же	12	42
38	если мы	9	42
39	так как	20	40
40	что мы	11	40
41	и то	9	40
42	что он	40	40
43	и что	18	40
44	не может	31	39
45	в этой	8	39
46	и тем	5	39
47	во всяком	4	39
48	как бы	11	39
49	в данном	4	38
50	никак не	6	37
51	хотя бы	5	37
52	того что	34	37
53	в нем	10	37
54	еще не	11	36
55	точки зрения	27	36
56	и все	2	36
57	когда мы	4	35
58	в виду	4	34
59	и с	7	34
60	указывает на	3	34
61	как и	13	34
62	не является	7	33
63	же самое	7	33
64	в то	5	32
65	едва ли	2	32
66	но не	13	32
67	в своем	11	31
68	в конце	3	31
69	связи с	9	31
70	все это	2	31
71	что такое	6	31
72	так же	22	31
73	но это	4	31
74	ясно что	2	30
75	с другой	11	30
76	и для	3	30
77	в настоящее	2	30
78	настоящее время	2	30
79	как мы	20	29
80	все же	5	29
81	в связи	6	29
82	можно сказать	7	29
83	данном случае	3	28
84	что же	2	28
85	мы не	6	28
86	а в	5	28
87	и как	7	27
88	ничего не	6	27
89	и это	3	27
90	ничего общего	6	27
91	еще и	3	26
92	в результате	9	26
93	как будто	2	26
94	вместе с	9	26
95	это не	8	26
96	другой стороны	9	26
97	и его	6	26
98	тем самым	13	25
99	с точки	12	25
100	и на	11	25
101	мы можем	15	25
102	всяком случае	2	25
103	на самом	3	24
104	тем более	5	24
105	не имеет	7	24
106	с тем	9	24
107	в нашем	5	24
108	и притом	2	23
109	а только	8	23
110	на то	6	23
111	есть не	3	23
112	при этом	9	23
113	конце концов	2	23
114	в качестве	13	23
115	по своему	4	23
116	то и	2	23
117	никогда не	10	22
118	и является	6	22
119	его в	6	22
120	и есть	8	22
121	только на	3	22
122	значит что	6	22
123	что и	11	22
124	и от	2	22
125	раз и	3	22
126	есть в	2	22
127	и к	7	22
128	мы должны	13	21
129	и ее	2	21
130	что всякий	2	21
131	сама по	4	21
132	в самом	10	21
133	говорить о	3	21
134	и только	4	21
135	и потому	3	20
136	но как	6	20
137	для того	20	20
138	именно в	8	20
139	о чем	3	20
140	можно было	11	20
141	несмотря на	3	20
142	тем что	12	20
143	в отношении	18	19
144	в каком	2	19
145	но если	7	19
146	то в	7	19
147	если бы	13	19
148	кроме того	2	19
149	это значит	5	19
150	но только	4	19
151	то это	2	19
152	если не	3	19
153	он не	13	19
154	с ним	6	19
155	уже в	4	19
156	самом деле	9	19
157	в них	3	19
158	это есть	5	19
159	как в	7	19
160	этом смысле	5	19
161	жизни и	2	19
162	того же	13	18
163	того чтобы	26	18
164	в этих	7	18
165	мы и	6	18
166	в ней	2	18
167	мы уже	4	17
168	и здесь	2	17
169	но уже	2	17
170	без всякого	2	17
171	это и	3	17
172	что они	8	17
173	тех или	2	17
174	совершенно не	5	17
175	во всех	3	17
176	к тому	14	16
177	но все	2	16
178	же в	2	16
179	для этого	3	16
180	как это	11	16
181	случае не	2	16
182	что она	3	16
183	в чем	10	15
184	общего с	3	15
185	и более	8	15
186	казалось бы	5	15
187	в частности	9	15
188	у него	8	15
189	что не	2	15
190	с этим	9	15
191	в той	8	15
192	не что	2	14
193	что все	9	14
194	говорит о	4	14
195	за пределы	4	14
196	иное как	2	14
197	все равно	2	14
198	что иное	2	14
199	сих пор	3	14
200	определенного рода	2	14
201	этом случае	5	14
202	в котором	2	14
203	а это	3	14
204	до сих	3	14
205	который в	2	13
206	в целях	2	13
207	в других	2	13
208	или даже	2	13
209	те или	2	13
210	из этого	3	13
211	в их	4	13
212	тому что	14	13
213	мы имеем	4	13
214	в области	19	13
215	мы в	2	13
216	ни на	3	13
217	из них	6	13
218	учение о	3	13
219	нисколько не	2	12
220	не являются	2	12
221	в которой	8	12
222	на первый	2	12
223	в другом	7	12
224	с одной	10	12
225	в целом	8	12
226	в начале	2	12
227	время как	4	12
228	в смысле	3	12
229	он сам	2	12
230	то время	4	12
231	и следовательно	7	11
232	могли бы	15	11
233	и во	2	11
234	в истории	3	11
235	вообще не	5	11
236	или иных	2	11
237	мы говорим	4	11
238	только не	7	11
239	тот же	7	11
240	о которых	2	11
241	не могут	7	11
242	одной стороны	10	11
243	мы выше	2	11
244	бы то	2	11
245	по поводу	3	11
246	и другое	5	11
247	и их	4	11
248	без всякой	2	11
249	к нему	4	11
250	что его	2	11
251	заключается в	15	11
252	не имеют	4	10
253	не то	5	10
254	один из	4	10
255	все время	3	10
256	отличается от	2	10
257	слова и	3	10
258	что у	4	10
259	что для	2	10
260	в одном	3	10
261	которые мы	2	10
262	он в	3	10
263	это будет	2	10
264	что оно	9	10
265	представление о	2	10
266	относится к	3	10
267	только то	4	10
268	и которые	2	10
269	со всеми	2	10
270	на том	4	10
271	из которых	3	10
272	но он	8	10
273	вопрос о	15	9
274	как же	2	9
275	само собой	3	9
276	тогда когда	10	9
277	в условиях	3	9
278	только тогда	5	9
279	которые в	4	9
280	она не	2	9
281	представить себе	2	9
282	языка и	6	9
283	в тех	2	9
284	только для	2	9
285	и наконец	3	9
286	в своих	5	9
287	их в	3	9
288	мы говорили	5	9
289	в которых	2	9
290	того как	6	9
291	что если	6	9
292	бы в	6	9
293	с ней	3	9
294	не нужно	2	9
295	и другие	13	9
296	в жизни	2	9
297	как он	7	8
298	между собой	17	8
299	а если	2	8
300	говорим о	2	8
301	является для	2	8
302	на его	4	8
303	и по	5	8
304	никто не	2	8
305	для него	9	8
306	если в	4	8
307	значение в	3	8
308	только что	6	8
309	с этой	8	8
310	в силу	14	8
