N	2gram	Tiupa_Disk	Vvedenie
1	в том	29	38
2	в этом	29	35
3	и в	27	35
4	том что	27	30
5	может быть	29	30
6	не только	36	26
7	таким образом	4	21
8	также и	6	20
9	не может	17	19
10	то что	10	19
11	потому что	7	18
12	но также	2	16
13	со стороны	17	16
14	о том	12	16
15	только в	9	16
16	языка и	3	15
17	представляет собой	24	14
18	и не	25	13
19	что в	8	13
20	в самом	4	13
21	в нем	16	13
22	в их	5	12
23	того что	4	12
24	точки зрения	6	12
25	в его	9	12
26	в данном	9	11
27	то же	12	11
28	по себе	3	11
29	в ее	4	11
30	как мы	2	11
31	вопрос о	2	10
32	не в	8	10
33	прежде всего	17	10
34	но в	15	10
35	в той	2	10
36	между тем	5	10
37	из этих	3	9
38	и как	9	9
39	все же	8	9
40	представляют собой	2	9
41	но не	17	9
42	не менее	6	9
43	дело с	2	9
44	в истории	5	9
45	это не	5	8
46	о котором	2	8
47	с другой	14	8
48	именно в	5	8
49	как нечто	2	8
50	в качестве	45	8
51	и то	4	7
52	самом деле	2	7
53	как и	27	7
54	как бы	9	7
55	но и	22	7
56	сказать что	4	6
57	не могут	2	6
58	том чтобы	2	6
59	хотя бы	3	6
60	об этом	3	6
61	и даже	4	6
62	тем что	4	6
63	в какой	2	6
64	так например	2	6
65	и это	3	6
66	а в	5	6
67	уже не	7	6
68	в которых	5	6
69	могут быть	5	6
70	в то	8	6
71	один из	3	6
72	и что	2	6
73	и его	4	6
74	все это	2	6
75	же время	9	6
76	нельзя не	2	6
77	этом случае	3	6
78	вместе с	3	6
79	данном случае	6	5
80	дело в	3	5
81	с их	3	5
82	дело не	3	5
83	и т.д	5	5
84	в виду	2	5
85	и тем	2	5
86	одним из	2	5
87	с этой	2	5
88	что он	6	5
89	что не	4	5
90	этого понятия	2	5
91	по своему	3	5
92	одно из	4	5
93	как уже	5	5
94	как это	2	5
95	в г	2	5
96	на почве	3	5
97	в различных	2	5
98	не есть	3	5
99	другой стороны	5	5
100	в них	6	5
101	уже в	2	5
102	в целом	5	5
103	всяком случае	2	5
104	внимание на	5	5
105	что и	5	5
106	говорить о	3	5
107	а не	35	5
108	в первом	4	5
109	хотя и	3	5
110	во всяком	3	5
111	да и	2	4
112	особого рода	3	4
113	в результате	3	4
114	мы имеем	4	4
115	о чем	4	4
116	одной стороны	12	4
117	и ее	5	4
118	в области	3	4
119	по отношению	13	4
120	в каждом	2	4
121	в особенности	5	4
122	этом отношении	4	4
123	из двух	5	4
124	еще не	20	4
125	времени и	5	4
126	по мере	2	4
127	по крайней	3	4
128	отношению к	13	4
129	в чем	2	4
130	отличие от	13	4
131	в отличие	13	4
132	с одной	12	4
133	заключается в	3	4
134	к тому	6	4
135	одной из	4	4
136	но все	2	4
137	из наиболее	2	4
138	в котором	7	4
139	в тексте	5	4
140	в одном	5	4
141	из них	6	4
142	в себе	22	4
143	с точки	3	4
144	крайней мере	3	4
145	в своей	10	4
146	можно сказать	7	4
147	той же	2	4
148	никогда не	3	3
149	до конца	2	3
150	свое время	3	3
151	и вообще	2	3
152	или иной	8	3
153	до нас	2	3
154	в своем	11	3
155	а также	15	3
156	с этим	3	3
157	одновременно и	3	3
158	в строгом	5	3
159	в начале	2	3
160	к этому	4	3
161	не как	5	3
162	в другом	5	3
163	что представляет	2	3
164	в значительной	3	3
165	отношение к	6	3
166	о литературе	2	3
167	в принципе	4	3
168	этого термина	2	3
169	было сказано	2	3
170	в свое	3	3
171	в сущности	3	3
172	текста и	2	3
173	он мог	3	3
174	в этих	4	3
175	в силу	5	3
176	только на	2	3
177	в частности	18	3
178	как в	16	3
179	такого рода	11	3
180	текст и	2	3
181	что даже	2	3
182	не с	4	3
183	стороны и	3	3
184	можно говорить	2	3
185	на том	2	3
186	и на	8	3
187	того же	5	3
188	с понятием	2	3
189	может служить	2	3
190	зависит от	2	3
191	времени в	3	3
192	в ней	2	3
193	входит в	2	3
194	в конечном	2	3
195	и к	4	3
196	литературы в	2	3
197	на этом	3	3
198	однако в	3	3
199	большей или	2	3
200	своего рода	15	3
201	или меньшей	2	3
202	что же	4	3
203	и того	6	3
204	при этом	22	3
205	он сам	2	3
206	в основании	3	3
207	своей природе	3	3
208	что с	2	3
209	все эти	2	3
210	той или	6	3
211	связи с	4	3
212	и есть	2	3
213	и сам	2	3
214	как будто	3	3
215	не следует	4	3
216	же самое	2	3
217	в этой	5	3
218	одно и	2	2
219	в языке	2	2
220	это еще	2	2
221	и потому	3	2
222	в каждой	3	2
223	это понятие	3	2
224	во всех	6	2
225	и до	2	2
226	но как	2	2
227	с ней	3	2
228	это в	4	2
229	значении этого	4	2
230	хотя в	3	2
231	который по	3	2
232	при всей	9	2
233	должно быть	2	2
234	каждый из	2	2
235	не нужно	2	2
236	в форме	2	2
237	мысли и	2	2
238	в соответствии	4	2
239	уже было	2	2
240	нашего времени	2	2
241	говоря уже	2	2
242	подобно тому	4	2
243	а с	8	2
244	одного и	5	2
245	имеет свою	3	2
246	свою очередь	3	2
247	в формах	2	2
248	то она	2	2
249	так и	14	2
250	ни к	11	2
251	к своему	2	2
252	наших дней	2	2
253	и требует	2	2
254	и др	3	2
255	на протяжении	2	2
256	и должно	2	2
257	воззрения на	2	2
258	но уже	3	2
259	языка с	2	2
260	состоит в	20	2
261	в своих	6	2
262	и без	2	2
263	будто бы	3	2
264	в свою	3	2
265	и с	2	2
266	истории в	2	2
267	о них	2	2
268	жизни как	2	2
269	не говоря	2	2
270	котором он	2	2
271	соответствии с	5	2
272	обратить внимание	2	2
273	но это	3	2
274	же касается	4	2
275	не столько	3	2
276	тому как	5	2
277	речь идет	2	2
278	себя в	8	2
279	ближе к	2	2
280	жизни и	2	2
281	в ряду	4	2
282	к числу	2	2
283	не было	9	2
284	тогда как	28	2
285	мы не	2	2
286	в тех	2	2
287	на рубеже	2	2
288	и собственно	2	2
289	только о	2	2
290	должна быть	2	2
291	например в	4	2
292	во всем	2	2
293	не к	3	2
294	на языке	3	2
295	во втором	5	2
