N	2gram	Vygotskiy_	Literetu
1	а не	5	50
2	и не	15	47
3	не только	29	46
4	и в	37	44
5	может быть	19	43
6	при этом	6	41
7	но и	23	41
8	в том	47	39
9	в этом	32	38
10	том что	42	32
11	в частности	8	30
12	то что	32	29
13	в качестве	12	27
14	состоит в	4	26
15	то же	12	26
16	как и	20	23
17	в то	7	23
18	не в	9	22
19	так и	12	22
20	того что	28	22
21	не может	16	22
22	же время	2	21
23	в себе	8	20
24	и т.п	5	20
25	прежде всего	12	19
26	как бы	16	18
27	точки зрения	49	17
28	в его	16	17
29	с другой	16	17
30	сознания в	3	16
31	в этой	13	16
32	в жизни	2	16
33	тем самым	8	15
34	со стороны	4	15
35	в целом	29	15
36	я не	4	15
37	только в	8	15
38	по отношению	12	14
39	что он	16	14
40	и даже	5	14
41	в своем	10	13
42	как это	6	13
43	с одной	14	13
44	но не	6	13
45	уже не	2	13
46	и его	10	13
47	к себе	2	12
48	в данном	5	12
49	в своей	7	12
50	отношению к	11	12
51	о том	14	12
52	одной стороны	15	12
53	никогда не	8	11
54	данном случае	5	11
55	это не	5	11
56	в другом	7	11
57	отличие от	3	11
58	с его	7	11
59	и сам	2	11
60	не столько	4	11
61	как в	7	11
62	в отличие	3	11
63	а в	4	11
64	в конечном	4	11
65	столь же	8	11
66	в основе	9	11
67	вместе с	14	11
68	даже в	4	10
69	этом отношении	6	10
70	для себя	7	10
71	в области	4	10
72	что в	25	10
73	отнюдь не	2	10
74	в ее	3	10
75	конечном счете	4	10
76	из них	4	10
77	и на	8	10
78	потому что	11	10
79	жизни и	2	10
80	одно из	3	9
81	к тому	10	9
82	один из	3	9
83	связи с	7	9
84	в начале	2	9
85	лишь в	9	9
86	с этой	7	9
87	и т.д	15	9
88	представляет собой	13	9
89	в конце	2	8
90	едва ли	5	8
91	все же	6	8
92	по существу	8	8
93	но в	9	8
94	уже в	8	8
95	что не	2	8
96	для него	5	8
97	и я	2	8
98	и как	7	8
99	слова и	5	8
100	а именно	2	8
101	тем что	7	8
102	в своих	6	8
103	той же	4	8
104	с точки	34	8
105	как раз	8	8
106	из того	7	7
107	для всех	8	7
108	в их	5	7
109	по своей	9	7
110	наконец в	2	7
111	друг друга	5	7
112	и тем	8	7
113	и других	4	7
114	это как	2	7
115	для этого	7	7
116	другой стороны	10	7
117	в противоположность	3	7
118	и для	3	7
119	говоря словами	5	7
120	именно в	8	7
121	в самом	16	7
122	и с	10	7
123	в одном	5	7
124	тому как	3	7
125	в нем	2	7
126	он не	11	7
127	в сфере	4	7
128	в виду	5	6
129	казалось бы	8	6
130	самом деле	8	6
131	одного из	4	6
132	и др	5	6
133	а затем	5	6
134	было бы	12	6
135	и то	3	6
136	то и	4	6
137	во всех	4	6
138	с ее	3	6
139	и наконец	3	6
140	как о	2	6
141	в жизнь	2	6
142	подобно тому	2	6
143	в ней	2	6
144	том числе	3	6
145	и только	2	6
146	у него	2	6
147	как на	5	6
148	в слове	2	6
149	все более	4	5
150	или иной	3	5
151	идет о	5	5
152	с собой	5	5
153	вслед за	3	5
154	так как	11	5
155	этот путь	2	5
156	как он	7	5
157	одном из	3	5
158	так что	2	5
159	он сам	3	5
160	всего в	3	5
161	более того	2	5
162	к этой	4	5
163	между тем	10	5
164	несмотря на	6	5
165	этой точки	2	5
166	что и	3	5
167	мир в	2	5
168	в сущности	13	5
169	в связи	3	5
170	хотя бы	7	5
171	по выражению	2	5
172	в словах	3	5
173	в равной	2	5
174	должно быть	4	5
175	мы не	13	5
176	в силу	8	5
177	не с	2	5
178	том чтобы	6	5
179	в себя	2	5
180	в нашем	3	5
181	и если	4	5
182	и к	9	5
183	не к	3	5
184	но с	3	5
185	в свою	4	4
186	очевидно что	4	4
187	себе и	3	4
188	для нас	4	4
189	нуждается в	2	4
190	не является	16	4
191	только для	6	4
192	для которого	3	4
193	за собой	4	4
194	все время	8	4
195	выше и	2	4
196	не надо	2	4
197	к своему	2	4
198	с тем	8	4
199	со всей	7	4
200	и все	7	4
201	на том	2	4
202	могли бы	10	4
203	и само	2	4
204	которая в	2	4
205	ту же	3	4
206	могут быть	5	4
207	в них	5	4
208	во всей	8	4
209	в природе	4	4
210	хотя и	2	4
211	как мы	11	4
212	во всяком	6	4
213	мышления и	50	4
214	одной из	4	4
215	тех же	3	4
216	то это	2	4
217	за пределы	4	4
218	к этому	7	4
219	и вот	3	4
220	для того	19	4
221	такой же	3	4
222	со всеми	2	4
223	что его	6	4
224	то он	3	4
225	но тем	3	4
226	можно сказать	6	4
227	на то	11	4
228	этом в	2	4
229	приводит к	8	4
230	на этом	3	4
231	не могу	3	4
232	этой книге	2	4
233	от жизни	2	4
234	вовсе не	5	4
235	из этого	6	4
236	и что	11	4
237	таким образом	39	4
238	и есть	2	4
239	отношения к	3	4
240	о которой	2	4
241	на самом	4	3
242	вопрос о	11	3
243	ничего не	6	3
244	и потому	3	3
245	от всего	2	3
246	так же	18	3
247	с чем	2	3
248	о чем	2	3
249	по себе	9	3
250	в полном	3	3
251	одну из	4	3
252	этого рода	2	3
253	в отношении	14	3
254	еще на	4	3
255	есть не	3	3
256	из тех	3	3
257	в первом	2	3
258	в ходе	9	3
259	том же	4	3
260	а с	8	3
261	как уже	9	3
262	стороны и	3	3
263	следующим образом	2	3
264	в сознании	2	3
265	той или	3	3
266	направленной на	2	3
267	что же	3	3
