N	2gram	Bakhtin_Pr	Freidism
1	и не	41	34
2	таким образом	9	34
3	точки зрения	17	31
4	не может	18	30
5	может быть	23	28
6	и в	83	28
7	в этом	24	28
8	прежде всего	20	26
9	в его	15	25
10	и его	13	22
11	мы можем	9	20
12	с помощью	4	20
13	как бы	27	19
14	как мы	12	18
15	то что	14	17
16	вовсе не	12	16
17	так как	12	15
18	с точки	13	15
19	все эти	9	15
20	так и	9	14
21	в своей	5	14
22	с ним	3	14
23	во всех	15	13
24	и все	14	13
25	но в	12	13
26	как и	13	13
27	по отношению	6	13
28	и потому	6	12
29	том что	9	12
30	то же	10	12
31	что он	6	12
32	мы видели	2	12
33	ни в	4	12
34	в самом	7	12
35	и наконец	4	12
36	все это	11	12
37	сказать что	12	11
38	его в	4	11
39	отношению к	5	11
40	только в	10	11
41	никогда не	10	10
42	и с	10	10
43	за пределы	7	10
44	не только	14	10
45	но и	16	10
46	не в	10	10
47	он не	5	10
48	в том	22	10
49	мы уже	9	10
50	один из	7	10
51	тот же	2	10
52	конечно не	11	10
53	мы должны	4	9
54	могут быть	5	9
55	к этому	5	9
56	совершенно не	4	9
57	и др	18	9
58	к нему	3	9
59	уже не	5	9
60	и на	27	9
61	мы не	7	9
62	а не	19	9
63	во всяком	2	9
64	с его	4	9
65	все же	3	8
66	с этим	3	8
67	было бы	6	8
68	оно и	2	8
69	еще не	10	8
70	с другими	6	8
71	а в	4	8
72	в ней	8	8
73	на этом	4	8
74	при этом	6	8
75	так сказать	8	7
76	не могут	4	7
77	до конца	3	7
78	в жизни	14	7
79	в то	8	7
80	в себе	10	7
81	что в	5	7
82	и ее	8	7
83	хотя бы	6	7
84	и для	5	7
85	отношение к	14	7
86	быть и	2	7
87	я и	2	7
88	на протяжении	5	7
89	и у	8	7
90	его жизни	2	7
91	но не	9	7
92	что все	3	7
93	более того	9	7
94	с самого	4	7
95	об этом	3	7
96	связь с	4	7
97	в нем	21	7
98	если мы	5	7
99	и к	13	7
100	из них	7	7
101	и прежде	6	7
102	жизни и	13	7
103	в этой	3	7
104	на самом	2	6
105	для этого	2	6
106	мы имеем	4	6
107	из этих	3	6
108	человека и	10	6
109	всех этих	2	6
110	не менее	4	6
111	в таком	3	6
112	и о	3	6
113	которой мы	3	6
114	в пределах	8	6
115	она не	4	6
116	к тому	2	6
117	можно сказать	12	6
118	большинстве случаев	9	6
119	здесь в	11	6
120	как раз	6	6
121	и что	3	6
122	же время	8	6
123	в основе	6	6
124	что это	2	5
125	ничего не	8	5
126	в заключение	4	5
127	что она	2	5
128	с их	3	5
129	в которой	2	5
130	и по	5	5
131	со всеми	8	5
132	между ними	14	5
133	в этих	8	5
134	как это	2	5
135	не знает	8	5
