N	2gram	Voloshinov	Komedia
1	и в	28	77
2	и не	34	47
3	в том	10	44
4	том что	12	42
5	в г	3	33
6	о том	3	33
7	едва ли	4	32
8	но и	10	32
9	может быть	28	30
10	таким образом	34	29
11	из них	7	29
12	в то	7	28
13	и его	22	28
14	в этом	28	27
15	потому что	4	27
16	что он	12	26
17	к тому	6	26
18	не только	10	25
19	вместе с	5	25
20	так как	15	24
21	как и	13	23
22	ни в	12	23
23	что в	7	23
24	что и	5	22
25	если бы	4	22
26	в самом	12	22
27	в конце	2	21
28	так и	14	21
29	а в	8	21
30	то же	12	21
31	ясно что	2	21
32	в его	25	20
33	со стороны	5	19
34	во время	6	19
35	к этому	9	19
36	в этой	7	18
37	еще не	8	17
38	в нем	7	17
39	же время	6	17
40	все же	8	16
41	у него	4	16
42	не менее	6	16
43	при этом	8	16
44	тот же	10	16
45	и сам	3	16
46	сих пор	3	16
47	он не	10	16
48	до сих	3	16
49	его в	11	15
50	в своем	4	15
51	не в	10	15
52	точки зрения	31	15
53	между тем	3	15
54	прежде всего	26	15
55	один из	10	15
56	на себя	3	15
57	было бы	8	15
58	в которой	5	15
59	и на	9	15
60	к нему	9	14
61	все это	12	14
62	об этом	7	14
63	на протяжении	7	14
64	в свою	6	14
65	и с	10	14
66	то что	17	13
67	самом деле	14	13
68	но в	13	13
69	того же	3	13
70	в них	3	13
71	того чтобы	5	13
72	что она	5	13
73	мы можем	20	13
74	в одном	3	13
75	как раз	6	13
76	так же	4	12
77	с другой	2	12
78	для того	6	12
79	как это	5	12
80	уже в	3	12
81	в качестве	2	12
82	в истории	4	12
83	не может	30	12
84	как в	4	12
85	но не	7	12
86	в котором	4	12
87	из которых	2	12
88	по отношению	13	11
89	в их	2	11
90	как мы	18	11
91	к ней	4	11
92	и даже	3	11
93	на этот	3	11
94	и для	7	11
95	с ним	14	11
96	в отношении	2	10
97	в целом	4	10
98	к себе	3	10
99	отношение к	7	10
100	ничего не	5	10
101	на основании	5	10
102	и все	13	10
103	в чем	9	10
104	ничуть не	2	10
105	мы не	9	10
106	он был	3	10
107	свою очередь	4	10
108	с его	9	10
109	с этим	8	10
110	на него	4	10
111	с одной	2	10
112	как бы	19	10
113	и что	6	10
114	отличие от	2	9
115	тому что	5	9
116	одной стороны	2	9
117	ответ на	3	9
118	и по	5	9
119	в своей	14	9
120	а также	2	9
121	независимо от	3	9
122	отношению к	11	9
123	но все	2	9
124	все что	10	9
125	друг друга	2	9
126	вовсе не	16	9
127	говорить о	5	9
128	только в	11	9
129	в ней	8	9
130	и ее	7	8
131	то ни	4	8
132	такого рода	2	8
133	по своему	4	8
134	с самого	7	8
135	не знает	5	8
136	да и	2	8
137	по поводу	5	8
138	бы в	2	8
139	в течение	2	8
140	не было	5	8
141	во всех	13	8
142	вопрос о	2	7
143	до конца	7	7
144	в себе	7	7
145	и поэтому	2	7
146	в другом	4	7
147	и у	7	7
148	и к	7	7
149	мы знаем	11	7
150	самого начала	5	7
151	и о	6	7
152	но если	2	7
153	и во	2	7
154	во всяком	9	7
155	бы то	3	7
156	тех же	5	7
157	из этих	6	7
158	хотя бы	7	7
159	в результате	3	7
