N	2gram	Potebnia_M	VeschiIm
1	не есть	24	79
2	и не	28	57
3	не только	32	48
4	то что	37	48
5	не может	18	46
6	и в	48	45
7	и есть	4	40
8	может быть	46	39
9	и т	12	39
10	т д	5	38
11	а не	22	37
12	значит что	2	32
13	что я	5	26
14	потому что	82	25
15	было бы	16	24
16	в себе	26	23
17	что она	4	23
18	по себе	26	23
19	только в	29	23
20	сказать что	8	22
21	и что	13	22
22	в смысле	4	22
23	и следовательно	3	20
24	что такое	2	20
25	как бы	10	20
26	с нею	5	19
27	что это	6	19
28	но и	30	19
29	что же	3	19
30	есть только	9	18
31	все же	3	18
32	в этом	19	18
33	есть не	9	17
34	и это	6	17
35	прежде всего	6	17
36	так как	20	17
37	что мы	16	17
38	оно есть	4	16
39	того что	24	16
40	таким образом	24	16
41	от всего	4	15
42	в том	47	15
43	как и	22	15
44	в ней	11	15
45	уже не	11	15
46	не в	24	14
47	и то	13	14
48	но это	9	14
49	том что	28	13
50	а и	5	13
51	есть и	3	13
52	это и	2	13
53	не будет	4	13
54	в самом	11	13
55	но если	2	12
56	есть ни	4	12
57	что в	30	12
58	точки зрения	4	12
59	она есть	2	12
60	что и	16	12
61	что они	2	12
62	есть то	3	12
63	и как	8	12
64	то же	35	12
65	ни было	2	12
66	еще не	9	12
67	между собою	13	12
68	и даже	3	12
69	о том	7	12
70	если мы	2	12
71	и с	4	12
72	есть нечто	6	12
73	бы то	2	12
74	в то	16	11
75	предполагает что	4	11
76	не менее	9	11
77	что не	12	11
78	вовсе не	13	11
79	тем не	7	11
80	и их	4	11
81	ни в	2	11
82	и только	5	11
83	крайней мере	8	10
84	в чем	6	10
85	что оно	12	10
86	по крайней	8	10
87	это не	2	9
88	со стороны	4	9
89	так что	14	9
90	в своем	6	9
91	то и	10	9
92	она не	4	9
93	другими словами	3	9
94	бы и	4	9
95	должно быть	9	9
96	хотя бы	3	9
97	бы в	3	9
98	я и	3	9
99	у нас	2	9
100	на то	6	9
101	но не	8	9
102	но что	4	9
103	говорить о	6	9
104	и его	4	9
105	с ним	10	9
106	его в	6	8
107	и потому	9	8
108	указывает на	8	8
109	даже не	2	8
110	что он	8	8
111	но в	8	8
112	в ее	3	8
113	мы не	17	8
114	себя и	4	8
115	все это	4	8
116	должна быть	2	8
117	можно сказать	4	8
118	с другими	9	8
119	если бы	20	8
120	с тем	9	8
121	что есть	3	8
122	для него	14	8
123	не с	4	8
124	с другой	8	8
125	со своим	2	8
126	действительность и	2	8
127	в действительности	7	7
128	с чем	3	7
129	не потому	2	7
130	от того	10	7
131	и тем	8	7
132	из них	11	7
133	самом деле	5	7
134	а в	14	7
135	в сущности	3	7
136	относится к	6	7
137	никак не	3	7
138	или не	3	7
139	можно только	3	7
140	есть именно	2	7
141	то не	3	7
142	сама по	3	7
143	слова и	8	7
144	тем что	13	7
145	с этой	2	7
146	оно не	7	7
147	и тогда	4	7
148	без всякого	2	7
149	никогда не	2	6
150	в каком	8	6
151	вопрос о	2	6
152	независимо от	10	6
153	для себя	3	6
154	понимать себя	2	6
155	когда мы	4	6
156	от ее	2	6
157	и все	5	6
158	так или	2	6
159	в нем	16	6
160	между ними	4	6
161	в разных	4	6
162	должны быть	3	6
163	и до	2	6
164	в своей	2	6
165	ее не	4	6
166	как мы	8	6
167	одно и	7	6
168	и вообще	4	6
169	в данном	3	6
170	и другое	3	6
171	все равно	5	6
172	быть только	5	6
173	их в	3	6
174	из себя	3	6
175	мы говорим	2	6
176	несмотря на	2	6
177	в той	2	6
178	жизни и	3	6
179	с точки	3	6
180	в одном	4	6
181	и если	4	5
182	да и	2	5
183	мы должны	6	5
184	в понятии	2	5
185	а это	2	5
186	и мы	3	5
187	звук и	5	5
188	свою очередь	6	5
189	действительности и	3	5
190	вместе с	22	5
191	себе в	2	5
192	собственно говоря	2	5
193	того же	5	5
194	на себе	3	5
195	и без	9	5
196	между прочим	5	5
197	тогда когда	20	5
198	то это	9	5
199	один из	7	5
200	мы ее	2	5
201	мы видим	3	5
202	в его	6	5
203	хотя и	3	5
204	на это	4	5
205	в которой	9	5
206	с а	2	5
207	мысли и	8	5
208	об этом	4	5
209	требует чтобы	2	5
210	в мысли	3	5
211	и здесь	3	5
212	как о	3	5
213	ее с	2	5
214	нет и	2	5
215	подобно тому	3	5
216	что у	4	5
217	что для	5	5
218	все что	4	5
219	в свою	6	5
220	вообще и	2	5
221	только не	5	5
222	или что	4	5
223	как она	2	5
224	тому как	6	5
225	то или	2	5
226	собою и	3	5
227	быть не	4	5
228	так же	6	4
229	и сама	2	4
230	том как	3	4
