N	3gram	Vygotskiy_	Vvedenie
1	и т д	6	39
2	для того чтобы	41	22
3	в том что	30	15
4	о том что	15	13
5	в этом смысле	3	10
6	не может быть	4	10
7	до сих пор	9	7
8	в этом случае	2	6
9	в самом деле	8	6
10	вопрос о том	3	5
11	не что иное	2	5
12	что иное как	2	5
13	на этот вопрос	5	5
14	и т п	5	5
15	с другой стороны	8	5
16	в том чтобы	6	5
17	не только в	5	4
18	и в том	2	4
19	в данном случае	3	4
20	само по себе	3	4
21	в этом отношении	3	4
22	и в этом	2	4
23	с одной стороны	15	4
24	по отношению к	2	4
25	в отличие от	3	4
26	с точки зрения	5	4
27	можно было бы	4	4
28	по сравнению с	4	4
29	вместе с тем	4	3
30	заключается в том	9	3
31	то же самое	8	3
32	той или иной	2	3
33	по этому поводу	4	3
34	того чтобы понять	2	3
35	именно в этом	2	3
36	в зависимости от	7	3
37	можно сказать что	3	3
38	что может быть	2	3
39	и в самом	3	3
40	с тем что	3	3
41	дело в том	2	3
42	сама по себе	3	3
43	в собственном смысле	2	3
44	и именно в	2	3
45	и то что	4	3
46	одно и то	3	2
47	именно на этом	2	2
48	и то же	4	2
49	состоит в том	2	2
50	одной и той	4	2
51	и той же	4	2
52	и что следовательно	2	2
53	сам по себе	4	2
54	в целом ряде	2	2
55	этой точки зрения	3	2
56	имеет дело с	2	2
57	с этой точки	3	2
58	в конце концов	6	2
59	принять во внимание	2	2
60	что в этом	6	2
61	и того же	2	2
62	вовсе не в	2	2
63	потому что он	3	2
64	того чтобы он	2	2
65	обратить внимание на	2	2
66	одного и того	2	2
67	что в нем	3	2
68	может быть и	2	2
69	ответ на этот	2	2
70	как она есть	2	2
