N	2gram	Propp_Isto	Dialekti
1	т е	27	159
2	и не	19	120
3	и т	39	82
4	по себе	2	79
5	а не	5	78
6	и в	44	77
7	т д	36	75
8	точки зрения	3	72
9	может быть	31	71
10	не только	17	66
11	значит что	2	61
12	то что	16	59
13	и есть	3	55
14	ничего не	4	54
15	это значит	2	54
16	не может	10	53
17	и даже	4	47
18	в мифе	10	47
19	так как	19	46
20	что это	8	46
21	потому что	18	45
22	как бы	4	43
23	ни в	2	42
24	и что	13	42
25	не имеет	4	41
26	вовсе не	6	41
27	в том	13	40
28	в этом	20	39
29	то же	9	39
30	что она	3	38
31	том что	12	37
32	что он	29	37
33	прежде всего	7	37
34	это не	8	36
35	так что	2	36
36	что в	18	34
37	в нем	10	34
38	и все	4	33
39	того что	3	33
40	но и	16	32
41	все это	4	31
42	ясно что	5	31
43	и как	5	30
44	сказать что	2	30
45	так и	9	29
46	было бы	2	29
47	что миф	2	29
48	как и	12	28
49	никогда не	5	27
50	не в	11	26
51	есть и	3	26
52	есть не	2	25
53	и то	5	25
54	и пр	6	25
55	если бы	5	24
56	но это	10	24
57	и вот	4	23
58	в то	5	23
59	это и	3	23
60	что оно	4	23
61	таким образом	21	23
62	или от	2	22
63	она не	7	21
64	что не	3	21
65	должна быть	3	21
66	только тогда	4	20
67	что все	4	20
68	только в	8	20
69	и вообще	3	20
70	что и	11	20
71	совершенно не	2	20
72	о том	11	20
73	уже не	14	20
74	и с	8	20
75	в таком	2	20
76	в своем	3	19
77	что мы	4	19
78	как это	5	19
79	не менее	6	19
80	и это	5	19
81	тогда когда	3	19
82	и его	15	19
83	с другой	11	18
84	хотя бы	2	18
85	жизни и	4	18
86	но если	2	17
87	в основе	3	17
88	можно сказать	2	17
89	в особенности	6	17
90	другими словами	4	16
91	в своей	3	16
92	мы не	6	16
93	к нему	5	16
94	одно и	2	16
95	то это	8	16
96	об этом	6	16
97	тем не	6	16
98	и о	2	15
99	то в	2	15
100	только что	3	15
101	также и	2	15
102	все же	17	15
103	так же	14	15
104	в виде	13	15
105	самом деле	2	15
106	и мы	3	15
107	на то	3	15
108	несмотря на	3	15
109	мы уже	6	15
110	и потому	2	14
111	с ним	9	14
112	даже и	2	14
113	а именно	8	14
114	не было	2	14
115	в силу	7	13
116	но в	7	13
117	в ней	8	13
118	время как	3	13
119	говорит о	4	13
120	он не	5	13
121	что они	3	13
122	другой стороны	10	13
123	и к	3	13
124	вопрос о	5	12
125	могут быть	9	12
126	еще не	16	12
127	не говорит	2	12
128	все эти	11	12
129	перед нами	2	12
130	не могут	2	12
131	но как	2	12
132	даже не	2	12
133	а в	9	12
134	и может	2	12
135	с этим	7	12
136	и тогда	2	12
137	но не	8	12
138	та же	2	11
139	мы должны	7	11
140	должны быть	2	11
141	и тем	7	11
142	только на	2	11
143	его не	3	11
144	в них	3	11
145	в данном	3	11
146	мы имеем	22	11
147	есть ли	2	11
148	как только	2	11
149	есть в	2	11
150	из них	4	11
151	думают что	2	11
152	или в	7	11
153	а потом	3	10
154	одно из	3	10
155	от этого	6	10
156	в ее	4	10
157	е в	6	10
158	как мы	9	10
159	в его	16	10
160	это было	2	10
161	для того	3	10
162	с этой	4	10
163	себе и	2	10
164	или другой	2	10
165	и для	3	10
166	или иное	2	10
167	в частности	9	10
168	мы видим	12	10
169	и уже	2	10
170	то или	2	10
171	как будто	2	10
172	во всем	4	10
173	как он	6	9
174	а если	2	9
175	и по	3	9
176	в истории	7	9
177	превращается в	10	9
178	не как	5	9
179	подобно тому	2	9
180	в этих	7	9
181	и более	3	9
182	в котором	2	9
183	тому как	2	9
184	той же	2	9
185	в одном	2	9
186	утверждать что	2	9
187	же как	12	9
188	с ними	4	9
189	при этом	4	9
190	и он	9	9
191	то время	3	9
192	всех этих	2	9
193	мы можем	6	9
194	на этом	5	9
195	и на	11	9
196	от него	2	8
197	в дальнейшем	6	8
198	в этой	5	8
199	уже и	3	8
200	и из	3	8
201	с одной	7	8
202	но вот	2	8
203	но все	8	8
204	что эта	2	8
205	даже в	4	8
206	в одной	5	8
207	при помощи	11	8
208	одна и	2	8
209	один из	6	8
210	вот почему	2	8
211	что есть	2	8
212	миф о	6	8
213	себя в	6	8
214	это мы	3	8
215	тем самым	2	7
216	что здесь	9	7
217	из этих	5	7
218	он должен	2	7
219	и при	3	7
220	что этот	5	7
221	или вообще	2	7
222	связи с	10	7
223	его с	3	7
224	тем что	12	7
225	в связи	6	7
226	думать что	2	7
227	очень много	2	7
228	все что	5	7
229	мы и	3	7
230	не потому	5	7
231	эти два	2	7
232	он всегда	2	7
233	со стороны	6	7
234	от себя	2	7
235	не всегда	9	7
236	мира и	2	7
237	точно так	3	7
238	с его	3	7
239	как в	11	7
240	даже если	2	7
241	но для	4	7
242	из которых	7	7
243	как на	3	7
244	но он	2	7
245	еще и	2	6
246	оказывается что	2	6
247	в другом	2	6
248	отношение к	3	6
249	то мы	3	6
250	может иметь	2	6
251	с тем	9	6
252	они не	5	6
253	того чтобы	3	6
254	никто не	4	6
255	и они	5	6
256	одна из	6	6
257	для этого	3	6
258	в которой	4	6
259	она в	2	6
260	в себя	3	6
261	вместе с	26	6
262	его в	17	6
263	о чем	6	6
264	как таковое	2	6
265	по существу	2	6
266	о нем	3	6
267	одной стороны	7	6
268	этой точки	2	6
269	тела и	2	6
270	когда она	2	6
271	того как	8	6
272	показывает что	7	6
273	во всех	3	6
274	есть миф	3	6
275	она и	2	6
276	для него	2	6
277	ее в	8	6
278	мог бы	2	6
279	уже в	4	6
280	но мы	5	5
281	с целью	2	5
282	с той	2	5
283	состоит из	4	5
284	или как	3	5
285	тот кто	7	5
286	но так	3	5
287	чаще всего	3	5
288	только один	3	5
289	если в	4	5
290	ли это	2	5
291	но даже	2	5
292	мы еще	2	5
293	и наконец	2	5
294	в целях	3	5
295	сих пор	7	5
296	или на	3	5
297	например в	11	5
298	что у	6	5
299	он может	4	5
300	их в	7	5
301	в своих	4	5
302	когда он	7	5
303	есть уже	2	5
304	или другого	3	5
305	если он	2	5
306	же что	2	5
307	из этого	3	5
308	в это	3	5
309	и у	3	5
310	в одно	2	5
311	после этого	3	5
312	по которому	3	5
313	том смысле	2	5
314	в него	5	5
315	и она	3	5
316	все его	2	5
317	же он	2	5
318	что с	2	5
319	в качестве	13	5
320	также не	2	5
321	к этому	5	5
322	к ней	2	5
323	в свете	5	5
324	что его	4	5
325	в течение	2	5
326	их не	3	5
327	на нем	3	5
328	зависит от	4	5
329	известно что	3	5
330	не обязательно	2	5
331	до сих	7	5
332	данном случае	2	4
333	и смерть	2	4
334	его на	5	4
335	человека и	2	4
336	бы мы	4	4
337	а как	3	4
338	же можно	4	4
339	это только	2	4
340	у них	2	4
341	мы знаем	12	4
342	что даже	2	4
343	на них	2	4
344	видим что	5	4
345	живое существо	2	4
346	это уже	2	4
347	что касается	2	4
348	это же	4	4
349	себе что	2	4
350	когда они	3	4
351	то он	2	4
352	связанные с	5	4
353	только одна	3	4
354	д все	2	4
355	из себя	4	4
356	если не	4	4
357	главным образом	2	4
358	чтобы она	2	4
359	том как	5	4
360	или же	6	4
361	но эта	2	4
362	на все	2	4
363	дальше и	2	4
364	людей и	2	4
365	на себя	4	4
366	и вместе	3	4
367	не видно	2	4
368	в другое	2	4
369	но уже	5	4
370	к ним	2	4
371	из нее	2	4
372	в этот	2	4
373	на небо	7	4
374	из двух	2	4
375	у него	7	4
376	такой же	3	4
377	не по	3	4
378	и здесь	12	4
379	и этим	6	4
380	по воздуху	5	4
381	будто бы	2	4
382	это время	2	4
383	друг друга	5	4
384	же в	3	4
385	сейчас же	2	4
386	представление о	22	4
387	очевидно что	3	3
388	видим в	2	3
389	возможно что	2	3
390	для нас	6	3
391	без всяких	4	3
392	должен быть	2	3
393	нас к	10	3
394	к своему	2	3
395	а с	2	3
396	одной из	3	3
397	также имеет	2	3
398	и сейчас	3	3
399	такое же	3	3
400	сюда же	3	3
401	об одном	2	3
402	этот момент	2	3
403	в который	2	3
404	уже нет	3	3
405	тех же	2	3
406	но то	2	3
407	я был	2	3
408	здесь не	3	3
409	по мере	4	3
410	на него	10	3
411	целый ряд	4	3
412	же она	2	3
413	этого мифа	2	3
414	лишь в	2	3
415	как у	2	3
416	или просто	2	3
417	таких примеров	2	3
418	другой пример	2	3
419	мифе о	3	3
420	в свою	3	3
421	в которых	4	3
422	совершенно ясно	6	3
423	в очень	2	3
424	о которых	4	3
425	в жертву	8	3
426	здесь как	3	3
427	этот обряд	9	3
428	но есть	4	3
429	можно узнать	2	3
430	в свое	2	3
431	когда уже	2	3
432	этого не	2	3
433	и требует	3	3
434	и оно	2	3
435	к этой	3	3
436	так в	5	3
437	для чего	2	3
438	во время	12	3
439	от земли	2	3
440	что тело	2	3
441	на ней	2	3
442	с другими	4	3
443	ее на	2	3
444	входить в	2	3
445	с мифом	2	3
446	уже давно	3	3
447	что знание	2	3
448	знаем что	10	3
449	в царство	6	3
450	найти в	2	3
451	не дает	2	3
452	в некоторых	6	3
453	по его	2	3
454	не мог	3	3
455	не знаем	3	3
456	можно найти	4	3
457	пока только	2	2
458	ее и	3	2
459	как можно	2	2
460	руки и	2	2
461	не ясно	3	2
462	есть одно	2	2
463	в голове	2	2
464	не имеют	2	2
465	она имеет	2	2
466	в тех	4	2
467	этого мы	2	2
468	должно было	3	2
469	наряду с	7	2
470	на свою	2	2
471	роль в	3	2
472	и других	5	2
473	в древней	2	2
474	представления о	7	2
475	и др	6	2
476	отражается и	2	2
477	они были	2	2
478	а когда	2	2
479	и начинает	3	2
480	есть душа	2	2
481	однако в	2	2
482	в образе	16	2
483	ли он	2	2
484	то чего	2	2
485	ее не	3	2
486	следует за	2	2
487	относится к	3	2
488	также что	3	2
489	дает нам	2	2
490	в нашей	2	2
491	обряда и	2	2
492	мифа о	2	2
493	обряд и	4	2
494	наоборот в	2	2
495	в некотором	2	2
496	находятся в	2	2
497	он был	2	2
498	и быть	2	2
499	обратим внимание	2	2
500	встречается в	3	2
501	в воде	4	2
502	со своими	3	2
503	живут в	2	2
504	силу и	2	2
505	все еще	6	2
506	еще нет	2	2
507	имеем в	2	2
508	этот вопрос	2	2
509	это так	2	2
510	где нет	2	2
511	еще в	2	2
512	голову и	2	2
513	эта связь	5	2
514	находится в	2	2
515	в других	4	2
516	он на	2	2
517	только после	3	2
518	из него	3	2
519	есть что-то	2	2
520	меня в	4	2
521	за это	3	2
522	это то	2	2
523	в различных	3	2
524	имеем и	4	2
525	смерти и	3	2
526	он имеет	4	2
527	только теперь	2	2
528	превратился в	2	2
529	связано с	7	2
530	как таковые	2	2
531	на котором	3	2
532	себе в	3	2
533	образом в	3	2
534	от них	2	2
535	нем и	3	2
536	на том	5	2
537	тогда он	4	2
538	с другом	2	2
539	представление об	5	2
540	одного из	3	2
541	говорит об	2	2
542	здесь же	2	2
543	между ними	2	2
544	заметил что	2	2
