N	2gram	Bakhtin_Fr	Stilisti
1	и в	73	42
2	как бы	15	30
3	не только	11	28
4	и т.п	21	25
5	прежде всего	18	22
6	и т.д	3	21
7	то же	16	16
8	но и	15	16
9	и не	13	14
10	не может	4	13
11	может быть	5	13
12	как и	19	12
13	точки зрения	6	11
14	что мы	2	11
15	мы уже	25	11
16	в себе	16	10
17	и как	5	10
18	в этом	21	10
19	как мы	19	10
20	в то	14	9
21	все же	2	9
22	то что	12	9
23	язык и	2	9
24	при этом	5	9
25	мы не	2	9
26	тем самым	3	8
27	ничего не	4	8
28	так как	9	8
29	и это	6	8
30	с тем	2	8
31	в ней	10	8
32	таким образом	34	8
33	с его	5	8
34	никогда не	6	7
35	другими словами	2	7
36	и от	10	7
37	в которой	3	7
38	же время	12	7
39	так и	13	7
40	потому что	9	7
41	слов и	6	7
42	только в	7	7
43	а не	2	7
44	и на	12	7
45	того чтобы	2	7
46	было бы	5	7
47	и его	18	7
48	той же	9	7
49	и тем	3	7
50	одно и	2	6
51	и так	2	6
52	бы в	3	6
53	во всех	13	6
54	не в	12	6
55	в области	3	6
56	в конце	9	6
57	в нем	18	6
58	в свою	3	6
59	если б	2	6
60	в процессе	3	6
61	в его	18	6
62	в форме	6	6
63	в этой	18	6
64	с помощью	11	6
65	и то	3	5
66	все время	4	5
67	в нашем	2	5
68	связанных с	5	5
69	то есть	36	5
70	мы увидим	4	5
71	слова и	2	5
72	и наконец	6	5
73	и их	5	5
74	самом деле	4	5
75	как это	2	5
76	же мы	2	5
77	мы видели	7	5
78	но все	5	5
79	а в	10	5
80	но в	12	5
81	те же	3	5
82	в самом	9	5
83	и с	17	5
84	уже в	9	5
85	в той	8	5
86	с точки	4	5
87	вместе с	9	5
88	что это	9	4
89	в одном	5	4
90	так же	11	4
91	так сказать	5	4
92	в словах	2	4
93	его в	3	4
94	на него	2	4
95	что именно	2	4
96	лишь в	2	4
97	свою очередь	3	4
98	у нас	4	4
99	влияние на	5	4
100	того что	5	4
101	всего в	5	4
102	можно было	4	4
103	один из	5	4
104	и все	19	4
105	с самого	2	4
106	к тому	2	4
107	о том	13	4
108	точка зрения	2	4
109	если мы	2	4
110	уже не	2	4
111	и к	6	4
112	не знаем	2	4
113	мы видим	13	4
114	того времени	2	4
115	не просто	3	4
116	связаны с	7	4
117	все это	19	4
118	в качестве	11	4
119	себя в	3	4
120	сказать что	4	3
121	на самом	2	3
122	это не	7	3
123	том что	8	3
124	в начале	4	3
125	и эта	4	3
126	перед нами	5	3
127	об этом	2	3
128	какую роль	2	3
129	и даже	4	3
130	и здесь	5	3
131	целый ряд	4	3
132	роль в	4	3
133	конце концов	5	3
134	во второй	3	3
135	в виду	4	3
136	та же	7	3
137	в том	13	3
138	в частности	2	3
139	у них	3	3
140	еще не	3	3
141	только на	2	3
142	ведь в	2	3
143	может стать	2	3
144	как в	9	3
145	и вот	3	3
146	не знает	4	3
147	в разных	2	3
148	для него	7	3
149	по своему	3	3
150	то он	2	3
151	и для	8	3
152	что у	3	3
153	в котором	4	3
154	их в	5	3
155	выражение в	3	3
156	между ними	2	3
157	из которых	2	3
158	из них	6	3
159	для нас	2	3
160	хотя и	5	3
161	несмотря на	3	3
162	жизни и	6	3
163	что и	6	3
164	в ее	6	3
165	мы в	2	3
166	все эти	24	3
167	конечно не	2	3
168	связи с	5	3
169	до того	3	3
170	уже видели	2	3
171	между тем	2	3
172	в основе	3	3
173	не мог	2	3
174	возникновения и	2	2
175	еще и	2	2
176	до конца	5	2
177	был и	3	2
178	в отношении	6	2
179	для этого	2	2
180	и вообще	3	2
181	все то	3	2
182	и потому	6	2
183	значительной степени	3	2
184	которые в	2	2
185	с этим	4	2
186	для всех	3	2
187	мы имеем	2	2
188	человека и	3	2
189	своего героя	4	2
190	в первой	4	2
191	времени и	2	2
192	должно быть	4	2
193	на одном	7	2
194	каждый из	2	2
195	и нет	2	2
196	к этому	5	2
197	по отношению	3	2
198	от их	2	2
199	мы найдем	4	2
200	отношение к	3	2
201	есть не	2	2
202	должен быть	4	2
203	к которому	2	2
204	себе все	3	2
205	а на	4	2
206	на первый	2	2
207	кроме того	6	2
208	но эта	2	2
209	тем что	8	2
210	человека в	3	2
211	т.п но	2	2
212	этом отношении	3	2
213	находятся в	2	2
214	в их	5	2
215	да еще	3	2
216	в значительной	5	2
217	в этих	6	2
218	что он	8	2
219	ничем не	3	2
220	и сам	2	2
221	нас не	5	2
222	всех его	3	2
223	связано с	3	2
224	отношению к	3	2
225	себе и	2	2
226	сих пор	3	2
227	себе в	3	2
228	ведь и	3	2
229	со всех	3	2
230	одной из	5	2
231	в мире	3	2
232	в него	4	2
233	также и	6	2
234	не должно	3	2
235	к нему	7	2
236	о происхождении	2	2
237	видим что	2	2
238	он говорит	2	2
239	слово это	2	2
240	связанные с	4	2
241	еще более	4	2
242	связь с	2	2
243	с собой	2	2
244	ту же	3	2
245	не есть	2	2
246	в которых	3	2
247	находит свое	2	2
248	и те	5	2
249	между собой	2	2
250	и он	4	2
251	место в	4	2
252	о чем	2	2
253	роль играет	3	2
254	человека с	2	2
255	не было	4	2
256	и когда	3	2
257	здесь не	2	2
258	в предыдущей	2	2
259	и несколько	2	2
260	но это	3	2
261	в своей	4	2
262	или даже	2	2
263	как нечто	2	2
264	или в	5	2
265	в связи	3	2
266	таким же	4	2
267	он не	4	2
268	природы и	3	2
269	в дальнейшем	3	2
270	с ним	6	2
271	тот же	3	2
272	вовсе не	11	2
