N	2gram	Tiupa_Anal	Literetu
1	уединенного сознания	8	70
2	а не	25	50
3	и не	33	47
4	не только	30	46
5	и в	30	44
6	может быть	33	43
7	при этом	20	41
8	но и	29	41
9	тогда как	30	40
10	в том	36	39
11	в этом	31	38
12	своего рода	12	37
13	том что	21	32
14	в частности	32	30
15	такого рода	6	30
16	то что	11	29
17	в мире	14	28
18	в качестве	38	27
19	состоит в	16	26
20	то же	12	26
21	как и	23	23
22	в то	10	23
23	не в	17	22
24	так и	16	22
25	того что	5	22
26	себя в	8	22
27	не может	26	22
28	х годов	2	21
29	я и	8	21
30	же время	7	21
31	в себе	17	20
32	и т.п	13	20
33	эстетического субъекта	3	19
34	прежде всего	8	19
35	я в	5	19
36	авторитарного сознания	3	18
37	как бы	15	18
38	то есть	19	17
39	точки зрения	10	17
40	в его	15	17
41	с другой	7	17
42	сознания в	4	16
43	в этой	12	16
44	тем самым	9	15
45	со стороны	5	15
46	не менее	5	15
47	произведение искусства	9	15
48	в целом	9	15
49	я не	2	15
50	только в	8	15
51	по отношению	10	14
52	что он	3	14
53	однако в	4	14
54	в рамках	5	14
55	и даже	10	14
56	коммуникативного события	15	14
57	в своем	2	13
58	как это	5	13
59	в тексте	26	13
60	эстетического объекта	11	13
61	с одной	7	13
62	но не	13	13
63	уже не	6	13
64	и его	9	13
65	всего лишь	11	12
66	в данном	6	12
67	в своей	7	12
68	а также	8	12
69	художественного письма	2	12
70	еще не	5	12
71	одним из	3	12
72	отношению к	9	12
73	о том	11	12
74	одной стороны	6	12
75	никогда не	4	11
76	данном случае	3	11
77	это не	7	11
78	в другом	4	11
79	лирического героя	2	11
80	еще в	4	11
81	коммуникативное событие	6	11
82	отличие от	8	11
83	с его	3	11
84	и сам	4	11
85	не столько	5	11
86	как в	3	11
87	в отличие	8	11
88	а в	11	11
89	или иначе	2	11
90	в конечном	6	11
91	столь же	7	11
92	в основе	6	11
93	вместе с	6	11
94	даже в	5	10
95	этом отношении	5	10
96	для себя	3	10
97	в принципе	8	10
98	другого в	3	10
99	в области	4	10
100	что в	7	10
101	отнюдь не	22	10
102	в ее	2	10
103	по мысли	3	10
104	конечном счете	5	10
105	из них	2	10
106	и на	10	10
107	потому что	3	10
108	не случайно	11	10
109	в противовес	3	10
110	одно из	2	9
111	к тому	12	9
112	один из	4	9
113	в поэзии	2	9
114	связи с	2	9
115	в начале	3	9
116	наш взгляд	6	9
117	лишь в	12	9
118	эстетической деятельности	4	9
119	с этой	2	9
120	и т.д	4	9
121	представляет собой	23	9
122	на наш	6	9
123	вплоть до	2	8
124	в конце	4	8
125	едва ли	4	8
126	быть может	2	8
127	все же	4	8
128	в искусстве	2	8
129	но в	11	8
130	того же	7	8
131	на себя	5	8
132	не говоря	2	8
133	что не	3	8
134	для него	5	8
135	эстетический субъект	3	8
136	особого рода	9	8
137	и как	6	8
138	субъекта и	4	8
139	мира в	2	8
140	а именно	3	8
141	тем что	2	8
142	соответствии с	3	8
143	той же	4	8
144	присутствия в	4	8
145	с точки	6	8
146	о себе	2	8
147	как раз	5	8
148	художественного творчества	2	8
149	из того	5	7
150	в их	8	7
151	не как	2	7
152	по своей	6	7
153	и тем	4	7
154	это как	2	7
155	в художественном	4	7
156	для этого	2	7
157	другой стороны	2	7
158	в противоположность	4	7
159	и для	3	7
160	по преимуществу	4	7
161	и адресата	2	7
162	как правило	7	7
163	ведет к	3	7
164	именно в	6	7
165	в самом	12	7
166	и с	2	7
167	в одном	3	7
168	он и	3	7
169	личности в	4	7
170	тому как	5	7
171	в случае	7	7
172	в нем	3	7
173	он не	4	7
174	тому же	6	7
175	на фоне	5	7
176	его в	2	6
177	в ситуации	3	6
178	при всей	4	6
179	в виду	2	6
180	казалось бы	2	6
181	самом деле	3	6
182	самим собой	3	6
183	эстетический объект	6	6
184	отталкиваясь от	2	6
185	культуры в	2	6
186	одного из	4	6
187	а затем	3	6
188	было бы	4	6
189	и то	4	6
190	то в	2	6
191	то и	2	6
192	во всех	5	6
193	с ее	2	6
194	обращаясь к	2	6
195	и наконец	2	6
196	как о	2	6
197	в культуре	3	6
198	далеко не	6	6
199	подобно тому	5	6
200	и.п смирнов	2	6
201	произведения искусства	3	6
202	перед лицом	6	6
203	том числе	3	6
204	у него	5	6
205	как будто	6	6
206	в соответствии	2	5
207	или иной	8	5
208	вслед за	3	5
209	в литературе	4	5
210	так как	3	5
211	от себя	4	5
212	как он	4	5
213	так что	3	5
214	и за	3	5
215	в романе	2	5
216	не знает	4	5
217	всего в	3	5
218	другого сознания	3	5
219	более того	4	5
220	без другого	2	5
221	между тем	7	5
222	несмотря на	5	5
