N	2gram	Vygotskiy_	StatiiOP
1	и в	33	103
2	в том	44	89
3	том что	41	77
4	в этом	43	76
5	что в	33	74
6	не только	28	60
7	о том	13	47
8	но и	14	46
9	то что	48	44
10	что он	40	42
11	в его	15	42
12	и не	18	41
13	может быть	15	38
14	было бы	18	32
15	в этой	8	31
16	вовсе не	2	31
17	все это	2	29
18	тем что	12	29
19	таким образом	30	28
20	а в	5	27
21	а не	14	27
22	но в	9	26
23	так и	8	25
24	этом отношении	7	24
25	и его	6	24
26	все же	5	23
27	не в	10	23
28	так что	8	23
29	точки зрения	27	23
30	потому что	40	23
31	того что	34	22
32	в области	19	22
33	прежде всего	5	22
34	для того	20	22
35	у нас	4	22
36	в которой	8	22
37	как в	7	22
38	того чтобы	26	21
39	это не	8	20
40	до сих	3	20
41	в то	5	19
42	сих пор	3	19
43	в своей	5	19
44	только в	21	19
45	не может	31	18
46	с другой	11	18
47	в котором	2	18
48	он не	13	18
49	самом деле	9	17
50	в данном	4	17
51	как на	4	17
52	в самом	10	17
53	как бы	11	17
54	с этим	9	16
55	сказать что	18	16
56	в ней	2	16
57	можно было	11	16
58	если бы	13	16
59	в этих	7	16
60	в отношении	18	15
61	с тем	9	15
62	как и	13	15
63	для него	9	15
64	по поводу	3	15
65	другой стороны	9	15
66	из этих	2	15
67	я не	6	15
68	также и	2	15
69	и на	11	15
70	у него	8	15
71	как раз	5	15
72	к тому	14	14
73	между тем	5	14
74	то же	12	14
75	но все	2	14
76	с точки	12	14
77	и что	18	14
78	в своем	11	13
79	в конце	3	13
80	со стороны	3	13
81	а с	3	13
82	тому что	14	13
83	но это	4	13
84	в качестве	13	13
85	в нем	10	13
86	во всяком	4	13
87	именно в	8	13
88	из них	6	13
89	всяком случае	2	13
90	в той	8	13
91	жизни и	2	13
92	вместе с	9	13
93	не менее	4	12
94	что они	8	12
95	так как	20	12
96	обстоятельство что	5	12
97	в первой	2	12
98	хотя бы	5	12
99	что у	4	12
100	в своих	5	12
101	никогда не	10	11
102	вопрос о	15	11
103	и с	7	11
104	в другом	7	11
105	в них	3	11
106	все эти	9	11
107	и по	5	11
108	из его	2	11
109	того как	6	11
110	на то	6	11
111	то обстоятельство	5	11
112	ясно что	2	11
113	на самом	3	10
114	в каком	2	10
115	так же	22	10
116	ответ на	3	10
117	в виду	4	10
118	в частности	9	10
119	на вопрос	7	10
120	ничего не	6	10
121	не столько	3	10
122	в целом	8	10
123	что и	11	10
124	в истории	3	10
125	это слово	3	10
126	в начале	2	10
127	во всех	3	10
128	во второй	4	10
129	кроме того	2	10
130	но не	13	10
131	что такое	6	10
132	но он	8	10
133	в чем	10	9
134	что же	2	9
135	несмотря на	3	9
136	место в	2	9
137	там где	2	9
138	можно сказать	7	9
139	в одном	3	9
140	говорит что	7	9
141	не является	7	9
142	с этой	8	9
143	и для	3	9
144	и к	7	9
145	что мы	11	9
146	говорит о	4	9
147	что эта	7	9
148	и тем	5	9
149	и это	3	9
150	до конца	3	8
151	могут быть	7	8
152	отношение к	12	8
153	к которому	7	8
154	в их	4	8
155	той же	7	8
156	в какой	8	8
157	по мнению	2	8
158	связи с	9	8
159	к этому	7	8
160	мы имеем	4	8
161	это в	2	8
162	дело не	2	8
163	что она	3	8
164	в результате	9	8
165	и даже	3	8
166	должен был	3	8
167	в речи	3	8
168	одним из	4	8
169	совершенно не	5	8
170	такой же	4	8
171	заключается в	15	8
172	и более	8	8
173	не имеет	7	8
174	еще более	5	8
175	в которых	2	8
176	данном случае	3	7
177	том как	3	7
178	о чем	3	7
179	уже в	4	7
180	конце концов	2	7
181	раньше чем	8	7
182	в виде	3	7
183	одной из	5	7
184	что все	9	7
185	того же	13	7
186	точка зрения	8	7
187	во втором	2	7
188	говорит об	2	7
189	уже о	2	7
190	как это	11	7
191	тем более	5	7
192	с самого	8	7
193	и то	9	7
194	с которыми	2	7
195	то в	7	7
196	отличается от	2	7
197	работы над	2	7
198	еще не	11	7
199	отношению к	19	7
200	еще и	3	7
201	на этот	9	7
202	что для	2	7
203	по себе	8	7
204	из этого	3	7
205	то время	4	7
206	этой области	3	7
207	но с	2	7
208	представление о	2	7
209	о которых	2	6
210	в себе	4	6
211	в одной	2	6
212	по отношению	19	6
213	ни одного	2	6
214	из которых	3	6
215	по существу	5	6
216	к нему	4	6
217	и все	2	6
218	что на	2	6
219	в известном	9	6
220	на его	4	6
221	языка и	6	6
222	и во	2	6
223	же как	9	6
224	с его	3	6
225	что с	7	6
226	независимо от	3	6
227	мы не	6	6
228	и здесь	2	6
229	отношения между	3	6
230	что я	4	6
231	время как	4	6
232	в жизни	2	6
233	ни на	3	6
234	этот вопрос	8	6
235	этом смысле	5	6
236	этих двух	4	6
237	только не	7	6
238	говорить о	3	6
239	свое время	2	5
240	его в	6	5
241	нас к	6	5
242	но если	7	5
243	оба эти	5	5
244	это и	3	5
245	что именно	4	5
246	в свое	2	5
247	как он	7	5
248	и потому	3	5
249	из истории	2	5
250	одной стороны	10	5
251	что не	2	5
252	отношении к	2	5
253	такое же	2	5
254	один из	4	5
255	при этом	9	5
256	в тех	2	5
257	в сущности	17	5
258	не на	5	5
259	до того	4	5
260	никто не	2	5
261	должна быть	7	5
262	что эти	4	5
