N	3gram	Ircho_Kome	StatiiOP
1	в том что	15	47
2	о том что	7	29
3	в этом отношении	2	24
4	для того чтобы	8	19
5	и т п	4	19
6	до сих пор	12	19
7	с точки зрения	6	14
8	во всяком случае	3	13
9	с другой стороны	2	13
10	то обстоятельство что	3	11
11	в то же	11	9
12	в самом деле	13	9
13	то же время	11	9
14	вместе с тем	5	9
15	тем не менее	3	8
16	в конце концов	3	7
17	в то время	3	7
18	но все же	3	7
19	по отношению к	4	6
20	речь идет о	3	6
21	после того как	3	5
22	с самого начала	5	5
23	что он не	3	5
24	то время как	3	5
25	в том же	2	5
26	и в самом	7	4
27	в связи с	3	4
28	с одной стороны	4	4
29	что и в	2	4
30	так или иначе	3	4
31	обращает на себя	3	4
32	бы то ни	3	3
33	т е в	2	3
34	говоря уже о	2	3
35	в первую очередь	2	3
36	на себя внимание	3	3
37	в том числе	2	3
38	не говоря уже	2	3
39	на этот раз	2	3
40	к тому же	9	3
41	в этом случае	2	3
42	более или менее	2	3
43	о том как	5	3
44	состоит в том	2	3
45	мы имеем в	2	2
46	здесь нет и	3	2
47	то же самое	3	2
48	на мой взгляд	2	2
49	но и здесь	2	2
50	из того же	2	2
51	у меня в	2	2
52	в чем же	2	2
53	и в то	2	2
54	в отличие от	3	2
55	то ни было	3	2
56	чуть ли не	2	2
57	нет и речи	3	2
58	но столь же	2	2
59	том числе и	2	2
60	том что она	2	2
61	до тех пор	5	2
62	в свою очередь	10	2
