N	2gram	Losev_Prob	KulturaY
1	и т	20	143
2	и в	62	84
3	в том	35	74
4	потому что	40	68
5	не только	33	60
6	точки зрения	14	59
7	в этом	25	57
8	было бы	14	53
9	и не	56	52
10	может быть	39	47
11	том что	25	44
12	того чтобы	4	44
13	что в	11	44
14	т д	20	42
15	для того	5	41
16	в самом	4	41
17	у нас	17	38
18	самом деле	6	37
19	хотя бы	6	37
20	так как	14	36
21	с точки	9	36
22	в области	2	34
23	таким образом	13	33
24	а не	28	33
25	можно было	7	32
26	если бы	9	32
27	не в	21	30
28	прежде всего	13	30
29	в его	10	30
30	все же	10	29
31	того что	10	28
32	не менее	24	28
33	все эти	14	28
34	в языке	4	26
35	уже не	12	26
36	не может	14	25
37	то что	42	25
38	вовсе не	62	25
39	вопрос о	2	24
40	еще не	12	24
41	с другой	14	24
42	так и	16	23
43	то же	23	23
44	только в	33	23
45	тем не	23	21
46	во всяком	14	20
47	но и	20	20
48	по себе	36	20
49	и что	9	20
50	что он	16	19
51	но в	17	19
52	языка и	4	19
53	речи в	2	19
54	зависимости от	3	19
55	тем что	8	19
56	о том	14	19
57	всяком случае	8	19
58	что же	9	19
59	связи с	10	18
60	все это	9	18
61	в качестве	10	18
62	к тому	4	18
63	с тем	9	18
64	как бы	11	18
65	и с	11	18
66	вместе с	3	18
67	это не	10	17
68	как раз	11	17
69	как это	4	17
70	что это	3	17
71	другой стороны	11	17
72	в той	8	17
73	слова и	3	17
74	в виду	20	16
75	ничего не	4	16
76	в зависимости	3	16
77	что не	4	16
78	что и	11	16
79	но не	6	16
80	и тем	16	15
81	только потому	3	15
82	а в	9	15
83	при этом	9	15
84	в данном	14	15
85	ни к	3	15
86	именно в	4	15
87	не было	6	15
88	как на	2	15
89	в нашем	13	15
90	в них	6	14
91	в связи	9	14
92	хотя и	9	14
93	как мы	12	14
94	сказать что	24	14
95	мы имеем	7	14
96	сих пор	4	14
97	также и	22	14
98	что такое	4	14
99	если мы	24	14
100	и на	4	14
101	в ней	12	14
102	до сих	4	14
103	это и	11	13
104	по существу	2	13
105	между прочим	4	13
106	крайней мере	9	13
107	что она	5	13
108	по крайней	9	13
109	в пределах	3	13
110	в этой	10	13
111	в которых	3	13
112	для нас	23	13
