N	2gram	Voloshinov	Russkaja
1	не может	8	22
2	и не	4	19
3	в том	3	17
4	в этом	9	17
5	и в	16	14
6	то что	3	13
7	точки зрения	8	11
8	то же	2	11
9	таким образом	9	11
10	но и	4	10
11	не только	7	9
12	том что	3	9
13	может быть	17	9
14	с точки	6	9
15	во всяком	3	9
16	прежде всего	9	8
17	и с	8	7
18	о том	2	7
19	не будет	2	7
20	отнюдь не	4	7
21	самом деле	6	7
22	на самом	4	6
23	и для	2	6
24	для всех	4	6
25	и к	6	6
26	всяком случае	3	6
27	все это	4	6
28	что он	2	6
29	для него	6	6
30	а в	3	5
31	было бы	2	5
32	хотя бы	4	5
33	между собой	2	5
34	и на	4	5
35	при этом	6	5
36	в нем	4	5
37	в своей	2	5
38	себя и	2	5
39	конечно не	6	5
40	только в	4	5
41	никогда не	2	5
42	и только	9	5
43	он не	2	5
44	сих пор	3	5
45	во всех	3	5
46	до сих	3	5
47	а потому	4	5
48	что в	3	4
49	его в	4	4
50	не могут	2	4
51	как и	2	4
52	как бы	5	4
53	все что	4	4
54	путь к	2	4
55	так как	4	4
56	жизни и	3	4
57	в его	4	4
58	в этой	4	4
59	вместе с	3	4
60	для этого	2	3
61	и этот	2	3
62	в большинстве	3	3
63	что это	2	3
64	с нею	2	3
65	но мы	4	3
66	из этих	2	3
67	не есть	2	3
68	и потому	3	3
69	что оно	2	3
70	в самом	2	3
71	и как	3	3
72	знаем что	2	3
73	что и	2	3
74	сводится к	2	3
75	говорить о	2	3
76	и по	2	3
77	еще не	5	3
78	и о	2	2
79	с этим	2	2
80	есть и	2	2
81	большинстве случаев	3	2
82	ее в	2	2
83	на этой	3	2
84	но в	4	2
85	ни в	5	2
86	что такое	5	2
87	так же	2	2
88	их в	3	2
89	в начале	2	2
90	даже не	3	2
91	и даже	4	2
92	для нас	2	2
93	мы можем	9	2
94	не можем	2	2
95	к себе	3	2
96	и вот	3	2
97	но это	2	2
98	сделать это	2	2
99	все эти	5	2
100	совершенно не	8	2
101	только для	5	2
102	и наконец	4	2
103	в этих	3	2
104	только на	3	2
105	в частности	2	2
106	и есть	3	2
107	во время	3	2
108	отношения к	3	2
109	в области	3	2
110	с ним	2	2
111	у него	2	2
112	мы уже	2	2
