N	2gram	Vygotskiy_	VerxiiNi
1	и в	38	26
2	таким образом	36	22
3	с тем	18	18
4	в этом	35	15
5	вместе с	18	15
6	точки зрения	27	13
7	как бы	17	12
8	в том	59	11
9	не только	16	10
10	из этих	5	10
11	и с	5	10
12	может быть	25	10
13	что в	31	9
14	так как	19	9
15	в области	9	9
16	связи с	14	9
17	но и	9	9
18	но не	7	8
19	с другой	11	8
20	главным образом	3	8
21	и у	7	8
22	и не	16	8
23	как на	2	8
24	но все	4	7
25	потому что	14	7
26	связанные с	3	7
27	одной стороны	8	7
28	из них	5	7
29	то что	27	7
30	с одной	8	7
31	но в	4	7
32	том что	44	7
33	а с	4	7
34	в отношении	14	6
35	все же	11	6
36	к тому	8	6
37	о том	6	6
38	мы должны	15	6
39	того же	12	6
40	в себе	9	6
41	всяком случае	10	6
42	что и	14	6
43	с точки	11	6
44	и т.д	8	6
45	все эти	9	6
46	все это	8	6
47	и потому	2	6
48	так и	11	6
49	во всяком	10	6
50	никогда не	11	5
51	в мире	2	5
52	и для	4	5
53	не имеет	3	5
54	более или	3	5
55	так же	26	5
56	том числе	3	5
57	и к	9	5
58	в силу	9	5
59	друг с	10	5
60	к жизни	2	5
61	того чтобы	15	5
62	в его	22	5
63	для того	14	5
64	с другом	10	5
65	а не	7	5
66	тому же	6	5
67	сих пор	3	5
68	до сих	3	5
69	или менее	5	5
70	на этот	5	4
71	и от	5	4
72	что все	2	4
73	далеко не	2	4
74	а в	7	4
75	с другими	3	4
76	в котором	3	4
77	в самом	8	4
78	в нем	4	4
79	не может	11	4
80	в смысле	9	4
81	и тогда	2	4
82	в которых	3	4
83	что оно	8	4
84	и вместе	2	4
85	из которых	6	4
86	в так	2	4
87	целый ряд	4	4
88	в виде	4	4
89	то же	18	4
90	числе и	3	4
91	должен был	2	4
92	и что	15	4
93	и по	5	4
94	в этих	4	4
95	только в	16	4
96	что он	13	4
97	и только	4	4
98	он не	6	4
99	ничем не	2	4
100	во время	3	4
101	в течение	2	4
102	в этой	7	4
103	в то	5	4
104	что это	8	3
105	в своем	9	3
106	из всех	2	3
107	с самого	6	3
108	если в	3	3
109	точно так	4	3
110	или иначе	2	3
111	уже не	3	3
112	хотя бы	2	3
113	к этому	5	3
114	путь к	3	3
115	в результате	6	3
116	с ней	4	3
117	в которой	4	3
118	тем не	6	3
119	представляет собой	6	3
120	и даже	4	3
121	и как	11	3
122	что эти	4	3
123	если бы	12	3
124	и те	3	3
125	же как	10	3
126	в других	2	3
127	при этом	13	3
128	не менее	8	3
129	у них	3	3
130	когда он	5	3
131	в качестве	25	3
132	и при	3	3
133	с этой	6	3
134	в связи	9	3
135	в таком	4	3
136	так что	3	3
137	ясно что	4	3
138	но по	3	3
139	можно сказать	2	3
140	отношению к	3	3
141	в одном	4	3
142	того что	17	3
143	для него	6	3
144	по своему	14	2
145	мы видели	8	2
146	одно из	2	2
147	сказать что	10	2
148	связан с	2	2
149	которые в	5	2
150	для этого	3	2
151	этой точки	4	2
152	о котором	2	2
153	начиная с	2	2
154	в эту	3	2
155	и является	2	2
156	по сравнению	6	2
157	общего с	3	2
158	и это	7	2
159	или иной	3	2
160	не могут	5	2
161	нужно чтобы	2	2
162	а также	6	2
163	на то	7	2
164	или по	2	2
165	стадии развития	4	2
166	состоит в	4	2
167	мы имеем	6	2
168	ни один	5	2
169	в процессе	33	2
170	мы можем	13	2
171	между этими	2	2
172	положение в	2	2
173	в начале	5	2
174	связь с	4	2
175	и другой	4	2
176	больше чем	2	2
177	между тем	10	2
178	одним из	6	2
179	к одной	3	2
180	только что	5	2
181	особенно в	2	2
182	в свою	4	2
183	этого периода	2	2
184	благодаря этому	7	2
185	не как	3	2
186	выступает в	3	2
187	именно в	6	2
188	отличается от	5	2
189	приводит к	5	2
190	тогда когда	10	2
191	отличаются от	5	2
192	но если	2	2
193	те же	6	2
194	что мы	18	2
195	в них	3	2
196	только не	2	2
197	и особенно	4	2
198	и на	9	2
199	и здесь	5	2
200	уже в	10	2
201	с целью	2	2
202	еще не	6	2
203	к которому	6	2
204	по своей	12	2
205	все что	4	2
206	так чтобы	2	2
207	пути к	3	2
208	что именно	3	2
209	самого начала	6	2
210	к которым	8	2
211	этом отношении	9	2
212	на пути	2	2
213	виде в	4	2
214	не в	10	2
215	ничего общего	4	2
216	ни было	2	2
217	той или	2	2
218	на все	2	2
219	этой задачи	2	2
220	и все	5	2
221	на друга	3	2
222	один из	8	2
223	в виду	4	2
224	заключает в	3	2
225	со всеми	9	2
226	сравнению с	4	2
227	друг на	3	2
228	связано с	2	2
229	принято называть	2	2
230	том виде	4	2
231	может ли	2	2
232	в пользу	7	2
233	прежде всего	6	2
234	исторического развития	2	2
235	тот же	10	2
236	связана с	3	2
237	с его	3	2
238	во всех	3	2
239	же самое	9	2
240	вслед за	4	2
241	в другое	2	2
242	оно является	3	2
243	тем и	5	2
244	по существу	4	2
