N	2gram	Losev_Prob	KFilosof
1	может быть	39	45
2	в его	10	42
3	в нем	13	32
4	не может	14	29
5	и не	56	28
6	и в	62	28
7	в котором	3	24
8	для меня	4	22
9	не есть	57	22
10	в себе	23	21
11	и его	12	18
12	только в	33	18
13	в своем	7	17
14	в ее	6	17
15	а не	28	17
16	в этом	25	15
17	не в	21	13
18	для него	4	13
19	точки зрения	14	13
20	но не	6	12
21	и это	11	12
22	к нему	3	12
23	ни в	17	12
24	в своей	8	11
25	во всех	4	11
26	из себя	5	11
27	все эти	14	11
28	это не	10	10
29	в целом	9	10
30	от себя	2	10
31	и для	5	10
32	все это	9	10
33	с точки	9	10
34	и есть	9	10
35	в их	2	9
36	для нее	2	9
37	но и	20	9
38	как бы	11	9
39	и все	13	9
40	себя в	4	8
41	если бы	9	8
42	не было	6	8
43	жизни и	7	8
44	было бы	14	8
45	для себя	6	7
46	и здесь	8	7
47	совершенно не	7	7
48	то что	42	7
49	уже не	12	7
50	отнюдь не	16	7
51	конечно не	3	7
52	и только	10	7
53	что и	11	7
54	во всем	2	7
55	вовсе не	62	7
56	ее и	2	6
57	но эта	4	6
58	в том	35	6
59	но все	5	6
60	не имеет	12	6
61	в смысле	2	6
62	и действительно	2	6
63	но это	13	6
64	он не	10	6
65	не значит	3	6
66	никогда не	7	5
67	от его	4	5
68	его в	4	5
69	все же	10	5
70	я могу	3	5
71	не только	33	5
72	мы имеем	7	5
73	но как	6	5
74	бы быть	5	5
75	его как	3	5
76	хотя бы	6	5
77	единое и	3	5
78	то же	23	5
79	но ведь	2	5
80	еще не	12	5
81	а в	9	5
82	но в	17	5
83	в контексте	3	5
84	как и	15	5
85	именно в	4	5
86	время и	2	5
87	в одном	4	5
88	со всем	2	5
89	с ним	11	5
90	в основе	3	5
91	в каком	9	4
92	что это	3	4
93	тем самым	9	4
94	нет в	2	4
95	том что	25	4
96	нисколько не	2	4
97	что в	11	4
98	и весь	2	4
99	ни было	5	4
100	времени и	4	4
101	чем не	4	4
102	о нем	2	4
103	быть в	2	4
104	прежде всего	13	4
105	в чем	5	4
106	здесь мы	5	4
107	могло бы	3	4
108	в своих	2	4
109	входит в	3	4
110	для нас	23	4
111	с ними	2	4
112	при этом	9	4
113	только как	3	4
114	из него	2	4
115	во всей	3	4
116	или иного	5	3
117	ничего не	4	3
118	того или	8	3
119	в то	18	3
120	на самом	13	3
121	от него	2	3
122	здесь не	11	3
123	сознания и	2	3
124	всех этих	6	3
125	в другом	4	3
126	от того	2	3
127	в некотором	2	3
128	это и	11	3
129	тем что	8	3
130	и тем	16	3
131	бы не	2	3
132	для того	5	3
133	самом деле	6	3
134	в виду	20	3
135	себе и	4	3
136	для которой	4	3
137	и тот	2	3
138	по своему	6	3
139	и этот	3	3
140	не менее	24	3
141	и ни	5	3
142	независимо от	4	3
143	только с	5	3
144	о том	14	3
145	себя не	3	3
146	мы здесь	2	3
147	в ней	12	3
148	могут быть	2	3
149	но для	3	3
150	котором он	2	3
151	этом смысле	5	3
152	и на	4	3
153	что не	4	3
154	общее и	9	3
155	того что	10	3
156	мы не	15	3
157	той или	22	3
158	и может	4	3
159	жизни но	2	3
160	один и	2	3
161	бы и	7	3
162	быть и	3	3
163	ясно что	11	3
164	не о	2	2
165	и то	17	2
166	кажется что	2	2
167	чтобы не	2	2
168	для этого	9	2
169	или иной	20	2
170	и потому	13	2
171	бы он	2	2
172	предмет и	2	2
173	в данном	14	2
174	как оно	3	2
175	себе а	3	2
176	говорить о	7	2
177	и ее	7	2
178	дело в	6	2
179	то ни	7	2
180	к этому	2	2
181	дело не	4	2
182	вопрос о	2	2
183	это было	4	2
184	с ее	5	2
185	а это	6	2
186	тем не	23	2
187	и как	4	2
188	если я	3	2
189	себе как	4	2
190	в виде	20	2
191	то или	5	2
192	есть действительно	2	2
193	весь мир	2	2
194	всей его	2	2
195	себя или	2	2
196	а как	2	2
197	все они	5	2
198	были бы	5	2
199	это только	2	2
200	в области	2	2
201	а с	2	2
202	что он	16	2
203	из которых	6	2
204	и за	2	2
205	нами в	2	2
206	или как	4	2
207	так и	16	2
208	ни к	3	2
209	но этот	2	2
210	жизнь и	3	2
211	всех других	2	2
212	может иметь	4	2
213	едва ли	8	2
214	с тем	9	2
215	это уже	4	2
216	как в	10	2
217	как предмет	2	2
218	на первом	2	2
219	при условии	4	2
220	в него	2	2
221	тому что	5	2
222	можно ли	8	2
223	она не	3	2
224	дело с	3	2
225	в ту	2	2
226	и она	2	2
227	он может	2	2
228	гораздо более	6	2
229	и общее	2	2
230	на нем	3	2
231	еще более	3	2
232	ни одна	2	2
233	другое дело	5	2
234	имеем в	4	2
235	и содержания	2	2
236	не нужно	2	2
237	говорим о	5	2
238	вся эта	3	2
239	есть именно	9	2
240	мы говорим	8	2
241	сам этот	2	2
242	если не	7	2
243	и именно	2	2
244	в процессе	2	2
245	он и	3	2
246	это можно	2	2
247	по себе	36	2
248	потому что	40	2
249	поскольку она	2	2
250	совсем не	4	2
251	не будет	3	2
252	раз и	6	2
253	того чтобы	4	2
254	этим не	2	2
255	содержания и	3	2
256	или иное	3	2
257	и когда	4	2
258	в качестве	10	2
259	ничего общего	7	2
260	это есть	5	2
261	дело когда	2	2
262	дело здесь	4	2
263	этого слова	5	2
264	в этой	10	2
265	бы то	5	2
