N	2gram	Losev_Prob	Vladivir
1	и в	62	116
2	то что	42	71
3	и не	56	67
4	не только	33	65
5	в этом	25	53
6	в том	35	52
7	том что	25	51
8	что в	11	48
9	но и	20	47
10	в конце	7	41
11	в его	10	40
12	и с	11	39
13	то есть	63	37
14	сказать что	24	36
15	и даже	21	36
16	также и	22	36
17	так что	21	35
18	учение о	3	35
19	потому что	40	33
20	еще и	10	32
21	что он	16	32
22	не может	14	31
23	о том	14	30
24	только в	33	30
25	никогда не	7	29
26	как мы	12	29
27	для него	4	29
28	вовсе не	62	27
29	а в	9	27
30	не было	6	26
31	в то	18	25
32	но в	17	25
33	в себе	23	25
34	и то	17	25
35	а к	2	25
36	и его	12	25
37	даже и	33	24
38	а также	6	24
39	точки зрения	14	23
40	между прочим	4	23
41	может быть	39	23
42	он не	10	23
43	что же	9	23
44	в виде	20	22
45	так как	14	22
46	кроме того	5	22
47	об этом	7	22
48	ни в	17	22
49	в своей	8	21
50	вместе с	3	21
51	а именно	12	20
52	в своем	7	20
53	прежде всего	13	20
54	для нас	23	20
55	и что	9	20
56	и потому	13	19
57	и вообще	20	19
58	так и	16	19
59	не менее	24	19
60	как раз	11	19
61	по поводу	3	19
62	таким образом	13	19
63	тем не	23	19
64	не в	21	18
65	не был	3	18
66	как это	4	18
67	как и	15	18
68	хотя и	9	18
69	едва ли	8	17
70	необходимо сказать	5	17
71	что и	11	17
72	в этой	10	17
73	то это	13	17
74	у нас	17	17
75	а не	28	17
76	и если	11	17
77	уже не	12	16
78	все же	10	16
79	того что	10	16
80	совсем не	4	16
81	было бы	14	16
82	к толстого	2	16
83	к тому	4	16
84	и все	13	16
85	для себя	6	16
86	в котором	3	16
87	не есть	57	16
88	разного рода	4	15
89	в связи	9	15
90	но это	13	15
91	к этому	2	15
92	это было	4	15
93	несмотря на	4	15
94	иной раз	5	15
95	то же	23	15
96	в своих	2	15
97	и к	9	15
98	того же	2	14
99	уже в	5	14
100	же касается	5	14
101	тут же	12	14
102	все эти	14	14
103	и как	4	14
104	и на	4	14
105	раз и	6	14
106	мы уже	4	14
107	так же	11	13
108	с тем	9	13
109	можно сказать	10	13
110	да и	9	13
111	и от	11	13
112	что это	3	13
113	в результате	8	13
114	дело в	6	13
115	не просто	36	13
116	жизни и	7	13
117	на этот	4	13
118	то время	6	13
119	во всем	2	13
120	есть только	5	12
121	и у	2	12
122	только на	6	12
123	ничего не	4	12
124	в нем	13	12
125	и по	3	12
126	связи с	10	12
127	некоторого рода	13	12
128	во всяком	14	12
129	содержит в	13	12
130	то в	4	12
131	и это	11	12
132	мы сейчас	4	12
133	учения о	2	12
134	если не	7	12
135	по себе	36	12
136	всяком случае	8	12
137	в отношении	4	11
138	мы должны	13	11
139	не очень	4	11
140	всякого рода	9	11
141	или менее	2	11
142	и о	8	11
143	при этом	9	11
144	все это	9	11
145	это есть	5	11
146	никак не	13	11
147	в данном	14	11
148	хотя бы	6	11
149	в которой	3	11
150	и здесь	8	11
151	то он	3	11
152	на то	6	11
153	более или	2	11
154	но что	3	11
155	конце концов	4	11
156	даже в	2	10
157	такого рода	14	10
158	о нем	2	10
159	собственно говоря	5	10
160	к нему	3	10
161	в ней	12	10
162	что его	3	10
163	что все	2	10
164	в качестве	10	10
165	в истории	4	10
166	можно было	7	10
167	еще не	12	10
168	но не	6	10
169	что для	4	10
170	в самом	4	10
171	отнюдь не	16	10
172	он и	3	10
173	с точки	9	10
174	здесь не	11	10
175	с ним	11	10
176	это не	10	9
177	для меня	4	9
178	но как	6	9
179	о чем	4	9
180	и притом	7	9
181	оно есть	2	9
182	а с	2	9
183	смысле слова	19	9
184	а только	9	9
185	в целом	9	9
186	в начале	3	9
187	этот раз	3	9
188	и можно	3	9
189	по существу	2	9
190	что если	3	9
191	с этим	5	9
192	и сам	6	9
193	ни с	5	9
194	с другой	14	9
195	не будет	3	9
196	именно в	4	9
197	этом смысле	5	9
198	что мы	12	9
199	из этого	5	9
200	отношения к	3	9
201	мы будем	3	9
202	никакого отношения	4	8
203	только и	9	8
204	не столько	2	8
205	xix века	2	8
206	тоже не	8	8
207	в чем	5	8
208	себя в	4	8
209	как бы	11	8
210	и он	3	8
211	тем что	8	8
212	это значит	12	8
213	с этой	3	8
214	в этих	6	8
215	как в	10	8
216	и для	5	8
217	когда он	2	8
218	значит что	13	8
219	конечно не	3	8
220	в смысле	2	8
221	и особенно	3	8
222	в каком	9	7
223	другими словами	9	7
224	но даже	7	7
225	как он	2	7
226	при помощи	13	7
227	и ни	5	7
228	нас выше	3	7
229	не имеет	12	7
230	никак нельзя	4	7
231	к этой	2	7
232	мы бы	2	7
233	себе и	4	7
234	на первом	2	7
235	мы читаем	2	7
236	нисколько не	2	7
237	точно так	5	7
238	того чтобы	4	7
239	о его	3	7
240	же в	6	7
241	здесь мы	5	7
242	но вот	4	7
243	бы и	7	7
244	мы видели	2	7
245	то и	9	7
246	за пределы	6	7
247	даже не	3	7
248	если бы	9	7
249	ничего общего	7	7
250	или как	4	7
251	к ней	2	7
252	но если	12	7
253	но все	5	7
254	в одном	4	7
255	на первый	6	7
256	в таком	11	7
257	и есть	9	7
258	себе отчет	3	7
259	первый план	3	7
260	в нашем	13	7
261	в них	6	7
262	мы и	5	7
263	нам представляется	4	7
264	данном случае	12	6
265	его в	4	6
266	в настоящее	4	6
267	в отличие	2	6
268	само собой	3	6
269	что здесь	5	6
270	а это	6	6
271	от того	2	6
272	есть и	2	6
273	есть не	13	6
274	и тут	3	6
275	и всегда	2	6
276	на основании	2	6
277	в виду	20	6
278	само по	5	6
279	отличие от	3	6
280	и очень	6	6
281	что на	2	6
282	тому что	5	6
283	так или	2	6
284	не говоря	2	6
285	настоящее время	4	6
286	жизнь и	3	6
287	нельзя сказать	3	6
288	здесь в	3	6
289	свидетельствует о	2	6
290	по своему	6	6
291	время как	6	6
292	другой стороны	11	6
293	тем более	8	6
294	что она	5	6
295	по мнению	2	6
296	на него	3	6
297	в сравнении	4	6
298	и вполне	9	6
299	и наконец	2	6
300	для того	5	6
301	же и	7	6
302	но только	10	6
303	мы не	15	6
304	сказать о	2	6
305	или иначе	2	6
306	если мы	24	6
307	но на	2	6
308	той же	2	6
309	он сам	7	6
310	не говорит	2	6
311	чем в	2	6
312	в очень	2	5
313	но она	2	5
314	а и	2	5
315	понятие о	2	5
316	вопрос о	2	5
317	еще на	2	5
318	друг друга	5	5
319	и прежде	3	5
320	а наоборот	3	5
321	подобного рода	13	5
322	и тем	16	5
323	вся эта	3	5
324	в их	2	5
325	в частности	4	5
326	быть в	2	5
327	она не	3	5
328	а то	4	5
329	он в	3	5
330	заметить что	2	5
331	можно только	3	5
332	только при	10	5
333	и за	2	5
334	и без	9	5
335	мы находим	8	5
336	у с	2	5
337	и до	3	5
338	как нечто	9	5
339	то ни	7	5
340	того и	2	5
341	что они	8	5
342	во время	3	5
343	однако и	2	5
344	в области	2	5
345	и больше	4	5
346	ее в	2	5
347	бы то	5	5
348	только к	4	5
349	он как	2	5
350	мы имеем	7	5
351	только то	4	5
352	нет ничего	6	5
353	и еще	2	5
354	во всех	4	5
355	и часто	2	5
356	со своим	2	5
357	сравнении с	4	5
358	а иной	2	5
359	самого же	2	5
360	но уже	4	5
361	что у	3	5
362	не вполне	3	5
363	еще более	3	5
364	для его	4	5
365	из них	4	5
366	которое в	3	5
367	и весьма	3	5
368	отчет в	4	5
369	и только	10	5
370	как на	2	5
371	не к	2	5
372	без всякого	8	5
373	не о	2	4
374	все дело	2	4
375	на самом	13	4
376	перед нами	8	4
377	всех этих	6	4
378	тем самым	9	4
379	истории в	2	4
380	о которых	3	4
381	очень мало	2	4
382	для нее	2	4
383	крайней мере	9	4
384	в тех	3	4
385	вплоть до	3	4
386	но для	3	4
387	не будем	4	4
388	оказывается что	2	4
389	котором он	2	4
390	глубоко и	4	4
391	ясно что	11	4
392	иное как	6	4
393	не что	6	4
394	которых мы	2	4
395	то мы	3	4
396	на свою	2	4
397	это и	11	4
398	есть нечто	22	4
399	не могли	2	4
400	совершенно не	7	4
401	у них	2	4
402	настоящей работы	2	4
403	что даже	6	4
404	нам кажется	2	4
405	и т	20	4
406	только с	5	4
407	это тоже	4	4
408	с большим	2	4
409	она есть	2	4
410	одной стороны	2	4
411	не то	2	4
412	с которой	2	4
413	ведь если	3	4
414	но тут	2	4
415	и во	5	4
416	о необходимости	2	4
417	уже и	2	4
418	что иное	6	4
419	кажется что	2	4
420	с которыми	2	4
421	вообще говоря	2	4
422	есть просто	4	4
423	когда мы	24	4
424	независимо от	4	4
425	для тех	2	4
426	же это	2	4
427	с ней	5	4
428	это вовсе	5	4
429	не так	8	4
430	не имели	2	4
431	но этот	2	4
432	мы можем	11	4
433	т д	20	4
434	и вовсе	7	4
435	себе в	5	4
436	только что	4	4
437	должны сказать	8	4
438	и весь	2	4
439	ни к	3	4
440	не на	2	4
441	и нужно	2	4
442	если оно	3	4
443	и другие	4	4
444	уже давно	3	4
445	по крайней	9	4
446	нас в	5	4
447	с одной	3	4
448	заключается в	8	4
449	и более	6	4
450	самое большее	2	4
451	их в	2	4
452	заметим что	2	4
453	это можно	2	4
454	только не	6	4
455	сам по	11	4
456	пока еще	3	4
457	ровно ничего	2	4
458	же самое	20	4
459	сколько угодно	4	4
460	о которой	2	4
461	но с	2	4
462	в первую	3	3
463	что является	2	3
464	что их	2	3
465	ни о	8	3
466	указывает на	13	3
467	так уж	2	3
468	ли можно	2	3
469	время и	2	3
470	и слишком	3	3
471	не имеют	4	3
472	от него	2	3
473	и ее	7	3
474	это будет	7	3
475	именно так	4	3
476	бы мы	2	3
477	в другом	4	3
478	здесь о	2	3
479	мало чем	2	3
480	который в	2	3
481	в стихотворении	2	3
482	но тогда	4	3
483	бы его	2	3
484	но эта	4	3
485	мы действительно	3	3
486	казалось бы	3	3
487	жизни а	4	3
488	и представить	2	3
489	и при	2	3
490	мы здесь	2	3
491	и вся	2	3
492	самом деле	6	3
493	от нас	3	3
494	и такие	3	3
495	его не	2	3
496	его от	3	3
497	без которых	3	3
498	на котором	2	3
499	всякая вещь	2	3
500	только потому	3	3
501	видели выше	2	3
502	именно к	3	3
503	общего с	3	3
504	ни только	2	3
505	в природе	2	3
506	больше ничего	3	3
507	гораздо более	6	3
508	а мы	2	3
509	человеческой жизни	4	3
510	из трех	2	3
511	не нужно	2	3
512	что не	4	3
513	часто даже	4	3
514	и она	2	3
515	вот это	2	3
516	имеет никакого	3	3
517	не говорится	2	3
518	для них	4	3
519	него с	2	3
520	всегда есть	6	3
521	с теми	2	3
522	в разных	4	3
523	же как	5	3
524	когда в	4	3
525	иметь в	2	3
526	по одному	2	3
527	и самого	2	3
528	и этот	3	3
529	первую очередь	3	3
530	не будут	2	3
531	до того	2	3
532	представляется что	3	3
533	мы сказали	2	3
534	правда в	3	3
535	нечего и	2	3
536	самого себя	4	3
537	одно и	4	3
538	бы он	2	3
539	с ними	2	3
540	ее на	2	3
541	только как	3	3
542	в литературе	3	3
543	вернуться к	2	3
544	это в	2	3
545	дело не	4	3
546	особенно в	2	3
547	с их	2	3
548	самом же	7	3
549	бы в	3	3
550	с самим	4	3
551	если нет	2	3
552	которое мы	5	3
553	отличается от	8	3
554	очень много	4	3
555	мы теперь	4	3
556	является не	2	3
557	в заключение	5	3
558	как о	6	3
559	в изображении	2	3
560	одним из	2	3
561	же о	4	3
562	себе не	2	3
563	и хотя	3	3
564	ни на	5	3
565	всей его	2	3
566	которого мы	2	3
567	что такое	4	3
568	то для	4	3
569	будто бы	7	3
570	петра i	4	3
571	в которых	3	3
572	не существует	6	3
573	в настоящем	3	3
574	не понимает	2	3
575	и действительно	2	3
576	же деле	7	3
577	это является	3	3
578	но когда	3	3
579	от нее	2	3
580	это же	4	3
581	только о	3	3
582	как будто	11	3
583	была бы	2	3
584	один и	2	3
585	быть и	3	3
586	заставляет нас	3	3
587	просто в	2	2
588	же именно	2	2
589	нет никакой	4	2
590	всего этого	2	2
591	на ступени	2	2
592	слова а	2	2
593	что всякая	2	2
594	утверждать что	3	2
595	что дело	2	2
596	и сама	4	2
597	это то	3	2
598	том как	4	2
599	и говорить	2	2
600	не является	19	2
601	еще раз	2	2
602	мужа и	2	2
603	те или	9	2
604	ничего кроме	2	2
605	правды и	2	2
606	чем мы	2	2
607	с той	5	2
608	ни было	5	2
609	что из	2	2
610	который является	2	2
611	этот путь	2	2
612	виде все	2	2
613	но к	2	2
614	он будет	2	2
615	столько же	2	2
616	но именно	4	2
617	в одно	4	2
618	в эпоху	2	2
619	а во	2	2
620	и максимально	2	2
621	и вы	2	2
622	сам собою	2	2
623	идеи и	4	2
624	от всякой	3	2
625	образом в	2	2
626	только тогда	2	2
627	как предмет	2	2
628	стороны и	3	2
629	говорить об	2	2
630	без всякой	3	2
631	не мешает	5	2
632	отдавать себе	2	2
633	для всех	3	2
634	только еще	4	2
635	на том	3	2
636	или по	6	2
637	могло бы	3	2
638	но оно	3	2
639	на себе	5	2
640	же тут	2	2
641	такого же	2	2
642	иначе и	2	2
643	имеет ничего	3	2
644	известного рода	5	2
645	значит и	4	2
646	поскольку она	2	2
647	за себя	2	2
648	есть тот	2	2
649	однако в	3	2
650	этот термин	2	2
651	и совсем	4	2
652	вот эта	2	2
653	же не	2	2
654	можно ли	8	2
655	и всякого	2	2
656	то чего	2	2
657	содержания и	3	2
658	в ее	6	2
659	ведь в	2	2
660	на более	2	2
661	о ней	3	2
662	пушкина и	3	2
663	что вся	2	2
664	то не	2	2
665	в поисках	2	2
666	той или	22	2
667	а ведь	4	2
668	почти всегда	4	2
669	а может	3	2
670	и может	4	2
671	имеет значение	6	2
672	нами не	2	2
673	и самым	2	2
674	все равно	6	2
675	о каком	2	2
676	этого слова	5	2
677	этом случае	8	2
678	тем больше	3	2
679	что каждая	2	2
680	этом мы	3	2
681	и понятия	2	2
682	мы тоже	2	2
683	в основе	3	2
684	литературы и	2	2
685	будет сказать	2	2
686	или иные	6	2
687	себе представить	2	2
688	она является	3	2
689	если они	2	2
690	имеет в	2	2
691	с другими	6	2
692	в нашей	4	2
693	меньше всего	2	2
694	с первого	3	2
695	его как	3	2
696	поэтому и	3	2
697	это за	3	2
698	с ее	5	2
699	виде и	3	2
700	бы даже	3	2
701	и тот	2	2
702	дело с	3	2
703	за ним	2	2
704	еще только	3	2
705	именно здесь	2	2
706	слишком уж	2	2
707	в меру	2	2
708	взятое само	3	2
709	все они	5	2
710	нам в	2	2
711	она в	2	2
712	что такая	2	2
713	от всякого	3	2
714	чем не	4	2
715	нечто иное	4	2
716	на отдельные	3	2
717	на одно	2	2
718	сих пор	4	2
719	во всей	3	2
720	которые мы	5	2
721	имеет свою	3	2
722	при условии	4	2
723	в самых	3	2
724	и является	6	2
725	речи в	2	2
726	является в	3	2
727	поэтому в	2	2
728	в порядке	3	2
729	и поскольку	2	2
730	в самой	4	2
731	здесь перед	2	2
732	иное чем	3	2
733	свою собственную	3	2
734	из которых	6	2
735	самые разнообразные	2	2
736	есть уже	4	2
737	она ни	2	2
738	не чем	2	2
739	вещей и	2	2
740	обратить внимание	2	2
741	о понятии	2	2
742	же однако	2	2
743	о в	2	2
744	таком случае	7	2
745	если иметь	2	2
746	не можем	5	2
747	и поэтому	3	2
748	внимание на	2	2
749	то его	2	2
750	в той	8	2
751	здесь и	4	2
752	даже просто	3	2
753	есть прежде	3	2
754	о самой	2	2
755	во внимание	2	2
756	представлений о	2	2
757	говорить о	7	2
758	категорий мы	2	2
759	дается в	2	2
760	i и	2	2
761	природы и	3	2
762	и об	3	2
763	чем оно	2	2
764	жизни но	2	2
765	и после	2	2
766	автор настоящей	2	2
767	относится к	4	2
768	все в	4	2
769	и почти	2	2
770	жизнь в	3	2
771	это вполне	2	2
772	необходимо будет	2	2
773	до сих	4	2
774	многих других	2	2
