N	2gram	Bakhtin_Pr	EvropaiC
1	таким образом	15	34
2	в том	12	31
3	и в	64	24
4	том что	8	20
5	все эти	13	19
6	не может	26	18
7	то что	21	18
8	может быть	43	17
9	до сих	9	15
10	все же	11	15
11	сих пор	9	15
12	точки зрения	31	14
13	в этом	33	13
14	все это	9	13
15	в своем	12	12
16	с этим	3	12
17	самом деле	10	12
18	между тем	7	12
19	по отношению	12	11
20	но и	26	11
21	отношению к	12	11
22	не только	26	10
23	так и	8	10
24	во всех	4	10
25	как и	25	10
26	все что	4	10
27	как бы	33	10
28	в результате	7	9
29	друг с	4	9
30	и не	55	9
31	не в	15	9
32	что в	11	9
33	и все	6	9
34	на то	5	9
35	с другом	3	9
36	того же	3	9
37	потому что	8	9
38	при этом	8	9
39	и что	5	9
40	так же	8	8
41	из этих	3	8
42	или менее	4	8
43	если бы	12	8
44	чем у	2	8
45	к тому	4	8
46	более или	4	8
47	в самом	17	8
48	а между	2	8
49	того чтобы	2	8
50	с точки	21	8
51	на самом	5	7
52	для этого	3	7
53	в сознании	3	7
54	так как	9	7
55	что он	15	7
56	того что	3	7
57	не менее	3	7
58	о том	5	7
59	что и	7	7
60	в этой	5	7
61	по существу	6	7
62	в мире	7	6
63	отличается от	5	6
64	только в	13	6
65	все они	2	6
66	еще не	10	6
67	и при	2	6
68	так что	6	6
69	в то	15	6
70	должна быть	8	6
71	и для	7	6
72	с другой	7	6
73	и если	2	6
74	и на	16	6
75	несмотря на	7	6
76	при чем	3	6
77	как на	4	6
78	тому же	2	6
79	с ним	8	6
80	и от	3	5
81	его в	8	5
82	но все	6	5
83	в себе	11	5
84	должно быть	8	5
85	в которой	2	5
86	как к	3	5
87	лишь в	4	5
88	и их	3	5
89	между собою	5	5
90	из них	3	5
91	что это	2	5
92	у него	11	5
93	что все	2	5
94	далеко не	7	5
95	но в	14	5
96	именно в	5	5
97	а потому	2	5
98	и с	9	5
99	и к	5	5
100	другой стороны	6	5
101	в целом	8	5
102	в его	30	5
103	как будто	4	5
104	быть и	2	5
105	никогда не	11	4
106	не могут	10	4
107	мы должны	3	4
108	всех этих	2	4
109	хотя бы	4	4
110	то ни	3	4
111	тем не	2	4
112	в конце	8	4
113	отношение к	4	4
114	и у	3	4
115	целый ряд	2	4
116	социальной жизни	2	4
117	конце концов	7	4
118	то же	18	4
119	в их	6	4
120	том же	4	4
121	а с	2	4
122	одним из	7	4
123	совершенно не	5	4
124	то они	2	4
125	между собой	2	4
126	что для	2	4
127	ни один	3	4
128	на вопрос	2	4
129	не есть	4	4
130	из которых	3	4
131	связи с	3	4
132	что как	2	4
133	в таком	3	4
134	он не	14	4
135	мы сказали	3	4
136	если мы	3	4
137	хотя и	5	4
138	мы уже	4	4
139	ибо в	2	4
140	даже в	6	3
141	данном случае	2	3
142	вопрос о	3	3
143	это не	12	3
144	что если	3	3
145	и потому	7	3
146	и до	6	3
147	и говорить	2	3
148	в настоящее	3	3
149	бы в	7	3
150	ни было	4	3
151	от того	4	3
152	настоящее время	3	3
153	а лишь	3	3
154	с этой	2	3
155	в этих	5	3
156	конечно не	4	3
157	и наконец	7	3
158	у нас	3	3
159	вследствие этого	2	3
160	прежде всего	16	3
161	отличие от	4	3
162	одно из	2	3
163	в жизни	5	3
164	но не	12	3
165	и это	8	3
166	целом ряде	3	3
167	в данном	2	3
168	а в	10	3
169	бы то	3	3
170	может служить	3	3
171	на почве	5	3
172	в нем	28	3
173	в ней	2	3
174	что оно	2	3
175	для нас	2	3
176	же не	4	3
177	в сторону	2	3
178	должны быть	3	3
179	было бы	8	3
180	таким же	3	3
181	в истории	2	3
182	если же	7	3
183	в нашем	2	3
184	же как	2	3
185	уже и	2	3
186	тот же	2	3
187	как мы	13	3
188	мы будем	2	3
189	чем в	3	3
190	образом и	4	2
191	он все	3	2
192	конечно в	2	2
193	для самого	2	2
194	одна из	5	2
195	все то	5	2
196	то в	2	2
197	то и	3	2
198	они могут	4	2
199	только то	3	2
200	в процессе	6	2
201	но как	4	2
202	и ее	5	2
203	не потому	2	2
204	то время	2	2
205	что она	7	2
206	то есть	3	2
207	в другом	3	2
208	на него	6	2
209	для себя	3	2
210	друг друга	4	2
211	зависимости от	5	2
212	как не	9	2
213	в виду	3	2
214	не было	5	2
215	следовательно и	3	2
216	он должен	2	2
217	между отдельными	2	2
218	него в	5	2
219	на друга	2	2
220	точку зрения	7	2
221	такой же	4	2
222	тем как	5	2
223	в один	2	2
224	не знает	6	2
225	разобраться в	2	2
226	в одно	4	2
227	друг на	2	2
228	том и	2	2
229	для него	23	2
230	именно потому	2	2
231	есть в	2	2
232	от них	3	2
233	и так	2	2
234	не имеет	2	2
235	но так	2	2
236	также и	3	2
237	совершенно иной	2	2
238	что у	2	2
239	тому что	3	2
240	к нему	11	2
241	в точке	2	2
242	она не	10	2
243	со своими	2	2
244	на том	2	2
245	они не	5	2
246	в самой	9	2
247	в котором	7	2
248	их в	8	2
249	на себе	3	2
250	все его	3	2
251	те же	3	2
252	я в	2	2
253	ту же	2	2
254	в своих	4	2
255	этот вопрос	4	2
256	в которых	4	2
257	но для	3	2
258	но на	3	2
259	на этом	2	2
260	этих черт	2	2
261	между ними	6	2
262	в них	5	2
263	только не	2	2
264	что же	9	2
265	так чтобы	7	2
266	всяком случае	4	2
267	же что	5	2
268	жизни и	3	2
269	он тоже	3	2
270	с ними	2	2
271	от нее	2	2
272	во всяком	7	2
273	и уже	3	2
274	себя и	5	2
275	и особенно	2	2
276	и его	21	2
277	в сущности	10	2
278	же время	13	2
279	и только	3	2
280	а следовательно	2	2
281	и сам	6	2
282	из одного	8	2
283	во всей	3	2
284	образом как	3	2
285	этого слова	3	2
286	в себя	6	2
287	но с	4	2
288	которую он	3	2
289	той же	8	2
290	все в	3	2
291	я не	6	2
292	вовсе не	12	2
293	мы и	2	2
294	в основе	4	2
295	тем же	3	2
296	при условии	2	2
