N	2gram	Trubetskoy	Myshleni
1	в том	17	195
2	в этом	17	167
3	то что	13	166
4	и в	14	162
5	том что	9	161
6	таким образом	11	147
7	точки зрения	11	143
8	что в	4	119
9	не только	9	116
10	того что	3	109
11	так же	2	100
12	потому что	5	95
13	того чтобы	8	91
14	может быть	9	89
15	с точки	9	89
16	что он	6	86
17	не может	22	81
18	как и	4	79
19	так как	4	78
20	для того	6	78
21	и не	19	78
22	только в	5	75
23	но и	10	70
24	в его	4	67
25	как бы	4	64
26	вместе с	4	62
27	в качестве	3	60
28	и что	2	60
29	было бы	5	60
30	то же	11	58
31	в силу	2	53
32	между собой	5	53
33	в самом	3	52
34	мы должны	7	50
35	к тому	7	49
36	что они	3	48
37	мы можем	2	48
38	тем что	3	48
39	тогда когда	4	47
40	если бы	6	46
41	но не	4	45
42	по отношению	2	45
43	тем самым	2	43
44	с тем	6	43
45	тому что	2	42
46	о том	7	40
47	никогда не	5	39
48	в области	2	38
49	вопрос о	5	37
50	не в	4	37
51	в этой	4	37
52	и к	6	37
53	в своем	6	36
54	все эти	2	36
55	а не	2	36
56	друг с	14	35
57	с другом	14	35
58	можно было	4	35
59	он не	5	35
60	в себе	9	35
61	для себя	2	35
62	и т.д	4	35
63	и как	3	34
64	связи с	3	34
65	приводит к	4	34
66	при этом	5	33
67	прежде всего	8	33
68	по себе	2	33
69	что и	3	32
70	именно в	3	32
71	но в	2	32
72	и тем	2	32
73	что оно	3	32
74	и на	5	32
75	и то	4	31
76	все же	4	31
77	на то	5	30
78	между тем	5	29
79	от того	4	29
80	с этим	2	28
81	самом деле	7	28
82	что с	2	28
83	что все	3	27
84	в своей	5	27
85	в результате	2	27
86	в то	10	27
87	этом случае	3	27
88	и с	7	27
89	в их	4	26
90	в частности	2	26
91	что это	3	26
92	для него	6	26
93	все это	6	25
94	еще не	3	25
95	мы уже	2	25
96	так что	2	24
97	целый ряд	2	24
98	в нем	5	24
99	состоит в	2	23
100	друг друга	3	23
101	ни в	2	23
102	этот вопрос	2	23
103	во всяком	9	22
104	не могут	4	22
105	на основании	2	21
106	и более	2	21
107	его в	4	21
108	ее в	2	21
109	в сознании	3	21
110	в котором	2	20
111	по существу	5	20
112	а в	5	20
113	должно быть	3	20
114	из них	3	20
115	в другом	3	20
116	из этих	3	20
117	но мы	3	19
118	мы говорили	3	19
119	в данном	7	19
120	с ним	2	19
121	из которых	5	19
122	как на	8	19
123	но если	3	19
124	а с	2	19
125	и по	3	19
126	во всех	5	19
127	приходит к	3	18
128	во всем	4	18
129	всяком случае	6	18
130	но это	2	18
131	для этого	3	17
132	сих пор	5	17
133	и для	6	17
134	все что	4	17
135	в своих	6	17
136	и от	2	17
137	и есть	2	17
138	и только	5	17
139	не есть	3	17
140	в этих	2	17
141	их в	2	17
142	в совершенно	4	17
143	у него	2	17
144	до сих	5	17
145	на этой	2	16
146	для нас	2	16
147	то в	3	16
148	и даже	2	16
149	таким же	3	16
150	данном случае	3	15
151	том же	2	15
152	по этому	2	15
153	в начале	2	15
154	представить себе	2	15
155	хотя бы	5	15
156	отличается от	2	15
157	является не	2	15
158	и является	2	15
159	он должен	5	14
160	друг от	2	14
161	точку зрения	4	14
162	и во	3	14
163	что для	3	14
164	из этого	3	14
165	это есть	2	14
166	последнее время	2	14
167	одной из	3	14
168	от друга	2	14
169	не можем	2	14
170	она не	2	13
171	благодаря этому	2	13
172	и тот	2	13
173	в меру	2	13
174	лишь в	3	13
175	в виде	3	13
176	точно так	2	13
177	факт что	2	13
178	отнюдь не	7	13
179	для всех	6	13
180	если в	6	13
181	были бы	2	12
182	и потому	3	12
183	ко всем	3	12
184	несмотря на	3	12
185	в ней	2	12
186	только к	3	12
187	том чтобы	3	12
188	ясно что	2	12
189	только на	2	12
190	к нему	2	12
191	на самом	6	11
192	в конце	3	11
193	друг другу	2	11
194	и при	6	11
195	на том	3	11
196	в других	2	11
197	и наконец	2	11
198	или менее	4	11
199	отношения к	2	11
200	из всех	2	10
201	тот факт	2	10
