N	2gram	Propp_Isto	Myshleni
1	в том	13	195
2	в этом	20	167
3	то что	16	166
4	и в	44	162
5	том что	12	161
6	в развитии	2	151
7	таким образом	21	147
8	точки зрения	3	143
9	что в	18	119
10	не только	17	116
11	того что	3	109
12	так же	14	100
13	потому что	18	95
14	того чтобы	3	91
15	может быть	31	89
16	что он	29	86
17	не может	10	81
18	как и	12	79
19	так как	19	78
20	для того	3	78
21	и не	19	78
22	только в	8	75
23	в целом	4	74
24	как мы	9	72
25	но и	16	70
26	в его	16	67
27	сказать что	2	65
28	как бы	4	64
29	вместе с	26	62
30	в качестве	13	60
31	и что	13	60
32	было бы	2	60
33	представляет собой	8	60
34	то же	9	58
35	в основе	3	58
36	что мы	4	53
37	в силу	7	53
38	мы должны	7	50
39	что они	3	48
40	мы можем	6	48
41	тем что	12	48
42	мы не	6	47
43	тогда когда	3	47
44	если бы	5	46
45	но не	8	45
46	с другой	11	45
47	по отношению	2	45
48	в мышлении	2	44
49	тем самым	2	43
50	с тем	9	43
51	же как	12	43
52	как это	5	42
53	отношению к	2	42
54	одной стороны	7	40
55	о том	11	40
56	так и	9	39
57	говорит он	2	39
58	никогда не	5	39
59	с одной	7	39
60	мы видели	9	38
61	вопрос о	5	37
62	не в	11	37
63	в этой	5	37
64	и к	3	37
65	мы видим	12	37
66	в своем	3	36
67	все эти	11	36
68	и его	15	36
69	как в	11	36
70	а не	5	36
71	того же	3	35
72	друг с	2	35
73	с другом	2	35
74	он не	5	35
75	в которой	4	35
76	и как	5	34
77	связи с	10	34
78	приводит к	2	34
79	при этом	4	33
80	прежде всего	7	33
81	по себе	2	33
82	нас к	10	32
83	что и	11	32
84	но в	7	32
85	той же	2	32
86	и тем	7	32
87	что оно	4	32
88	и на	11	32
89	и то	5	31
90	все же	17	31
91	на то	3	30
92	могут быть	9	29
93	показывает что	7	29
94	переход от	2	28
95	с этим	7	28
96	самом деле	2	28
97	что с	2	28
98	что все	4	27
99	в своей	3	27
100	только что	3	27
101	с этой	4	27
102	в то	5	27
103	перед нами	2	27
104	этом случае	13	27
105	другой стороны	10	27
106	и с	8	27
107	в частности	9	26
108	что это	8	26
109	для него	2	26
110	все это	4	25
111	по мере	4	25
112	еще не	16	25
113	уже в	4	25
114	что она	3	25
115	это не	8	25
116	можно сказать	2	25
117	мы уже	6	25
118	так что	2	24
119	мы знаем	12	24
120	целый ряд	4	24
121	что эта	2	24
122	в нем	10	24
123	того как	8	24
124	на этот	2	24
125	как он	6	23
126	друг друга	5	23
127	ни в	2	23
128	этот вопрос	2	23
129	не могут	2	22
130	то время	3	22
131	отношение к	3	21
132	в истории	7	21
133	как говорит	3	21
134	и более	3	21
135	его в	17	21
136	представление о	22	21
137	там где	11	21
138	к этому	5	21
139	и все	4	21
140	ее в	8	21
141	между ними	2	21
142	не имеет	4	21
143	в свете	5	21
144	в котором	2	20
145	и других	5	20
146	по существу	2	20
147	а в	9	20
148	время как	3	20
149	из них	4	20
150	в другом	2	20
151	на вопрос	3	20
152	на этом	5	20
153	не менее	6	20
154	из этих	5	20
155	но мы	5	19
156	в данном	3	19
157	в себя	3	19
158	с ним	9	19
159	из которых	7	19
160	как на	3	19
161	но если	2	19
162	а с	2	19
163	и по	3	19
164	во всех	3	19
165	мы и	3	19
166	один из	6	19
167	в связи	6	19
168	приходит к	3	18
169	во всем	4	18
170	приводит нас	5	18
171	но это	10	18
172	для этого	3	17
173	сих пор	7	17
174	и для	3	17
175	все что	5	17
176	в своих	4	17
177	в свою	3	17
178	в одном	2	17
179	этой точки	2	17
180	и есть	3	17
181	о природе	3	17
182	ту же	2	17
183	в этих	7	17
184	их в	7	17
185	у него	7	17
186	до сих	7	17
187	раньше чем	7	16
188	на этой	5	16
189	вовсе не	6	16
190	тому как	2	16
191	и другие	5	16
192	для нас	6	16
193	такой же	3	16
194	между двумя	7	16
195	то в	2	16
196	и даже	4	16
197	видели что	2	16
198	в которых	4	16
199	мы имеем	22	16
200	которые не	2	16
201	таким же	5	16
202	данном случае	2	15
203	когда он	7	15
204	но как	2	15
205	значит что	2	15
206	от этого	6	15
207	подобно тому	2	15
208	что при	5	15
209	хотя бы	2	15
210	ничего не	4	15
211	на все	2	15
212	и это	5	15
213	в них	3	15
214	он должен	2	14
215	только тогда	4	14
216	что у	6	14
217	из этого	3	14
218	это значит	2	14
219	очевидно что	3	14
220	показывают что	8	14
221	одной из	3	14
222	связанные с	5	14
223	одно и	2	14
224	о чем	6	14
225	об этом	6	14
226	с его	3	14
227	одним из	4	14
228	к которым	4	14
229	и здесь	12	14
230	она не	7	13
231	но все	8	13
232	лишь в	2	13
233	в виде	13	13
234	точно так	3	13
235	с ней	2	13
236	человека и	2	13
237	они не	5	13
238	к его	2	13
239	его к	3	13
240	если в	4	13
241	в основном	5	13
242	с другими	4	13
243	и потому	2	12
244	а затем	7	12
245	в ее	4	12
246	тем не	6	12
247	входит в	5	12
248	даже в	4	12
249	это и	3	12
250	несмотря на	3	12
251	это мы	3	12
252	в ней	8	12
253	должны были	3	12
254	в другую	2	12
255	том чтобы	3	12
256	ясно что	5	12
257	в одной	5	12
258	только на	2	12
