N	3gram	Losev_Dial	KulturaY
1	и т п	3	93
2	и т д	28	42
3	с точки зрения	18	36
4	в том что	12	33
5	в самом деле	3	29
6	можно было бы	4	25
7	во всяком случае	3	19
8	тем не менее	3	19
9	с другой стороны	7	17
10	в зависимости от	2	16
11	до сих пор	4	14
12	по крайней мере	11	13
13	только потому что	4	13
14	в связи с	3	12
15	в этом отношении	2	11
16	не может быть	4	11
17	о том что	6	10
18	в этом смысле	4	10
19	на самом деле	3	8
20	не в том	2	8
21	не только в	2	8
22	само по себе	7	8
23	с одной стороны	3	7
24	в то же	7	6
25	той или иной	4	6
26	к тому же	2	6
27	только тогда когда	4	6
28	то же время	8	6
29	но все же	2	5
30	т е в	3	5
31	более или менее	5	5
32	потому что он	5	5
33	то или иное	4	5
34	и в этом	4	5
35	не потому что	5	5
36	точно так же	3	4
37	сам по себе	8	4
38	т д и	3	4
39	т е о	2	4
40	к тому что	3	4
41	на то что	4	4
42	так или иначе	3	4
43	только то что	6	4
44	д и т	3	4
45	в таком случае	2	3
46	в то время	2	3
47	ни в какой	3	3
48	в конце концов	4	3
49	в том смысле	4	3
50	принять во внимание	2	3
51	на точку зрения	2	3
52	сама по себе	12	3
53	что он не	2	2
54	я мог бы	2	2
55	и то же	8	2
56	не что иное	4	2
57	вовсе не в	3	2
58	ровно ничего не	3	2
59	и то не	2	2
60	потому что они	2	2
61	в широком смысле	2	2
62	потому что она	3	2
63	ни в каком	9	2
64	но что такое	3	2
65	может быть и	6	2
66	том смысле что	3	2
67	так как он	2	2
68	это не значит	3	2
69	иметь в виду	4	2
70	ничего общего с	3	2
71	что это только	2	2
72	несмотря на то	2	2
73	что иное как	4	2
74	когда мы говорим	2	2
75	может быть только	2	2
76	самого по себе	3	2
77	имеется в виду	3	2
78	можно сказать что	6	2
79	в каждом из	2	2
80	сами по себе	4	2
81	и в то	3	2
82	это вовсе не	2	2
83	по себе не	7	2
84	в той или	3	2
85	по сравнению с	2	2
