N	2gram	Voloshinov	FransuaR
1	и в	13	367
2	в этом	2	112
3	и т.п	7	108
4	и не	8	101
5	таким образом	6	100
6	и его	12	99
7	в его	7	98
8	прежде всего	9	92
9	не только	6	87
10	мы уже	2	85
11	но и	3	84
12	как бы	6	82
13	все эти	2	79
14	вовсе не	2	77
15	как и	3	76
16	в нем	2	75
17	но в	4	75
18	и др	2	72
19	в том	2	71
20	то же	4	66
21	и все	3	66
22	так и	3	65
23	в них	2	65
24	все это	4	62
25	что в	3	52
26	только в	6	48
27	так как	3	46
28	том что	2	45
29	то что	6	41
30	в самом	2	38
31	точки зрения	7	37
32	в ней	2	37
33	может быть	8	35
34	мы видим	2	35
35	в себе	3	34
36	для него	2	32
37	в своей	4	31
38	так же	2	30
39	тела и	3	30
40	никогда не	3	30
41	не может	8	29
42	не в	3	29
43	при этом	2	29
44	в одном	3	29
45	и к	2	28
46	роль в	2	27
47	и их	7	27
48	все же	5	27
49	с помощью	2	25
50	в области	2	25
51	в ее	3	24
52	как в	2	24
53	своего рода	2	23
54	и для	3	23
55	в их	3	23
56	еще и	4	23
57	форм и	2	22
58	а в	2	22
59	там где	2	22
60	тем что	2	22
61	в своих	2	21
62	в отношении	2	21
63	и наконец	5	21
64	уже в	2	21
65	а также	2	20
66	с точки	5	20
67	самом деле	3	20
68	в связи	2	20
69	во всем	2	19
70	было бы	4	19
71	за пределы	3	19
72	с другой	2	19
73	связанные с	2	18
74	превращается в	3	18
75	связанных с	2	17
76	связана с	3	17
77	а не	2	17
78	между тем	2	16
79	тот же	2	16
80	в другом	2	16
81	с одной	2	16
82	телом и	2	15
83	еще в	2	15
84	в которой	3	15
85	от всех	2	15
86	не мог	2	15
87	мы не	4	14
88	слов и	4	14
89	в данном	2	14
90	несмотря на	2	14
91	в чем	2	14
92	с этим	3	13
93	бы в	2	13
94	в книге	2	13
95	более того	2	13
96	не на	2	13
97	и эта	5	13
98	одной стороны	2	13
99	лишь в	4	12
100	во всей	2	12
101	в пределах	3	12
102	и ее	2	12
103	те же	2	12
104	другой стороны	2	12
105	наконец в	2	11
106	на фоне	4	11
107	в общем	2	11
108	слова и	2	11
109	между собою	2	11
110	в течение	2	11
111	и т.д	5	11
112	с ними	2	11
113	что они	2	11
114	данном случае	2	10
115	громадную роль	2	10
116	в процессе	5	10
117	к тому	2	10
118	по отношению	3	10
119	в целом	2	10
120	да и	3	10
121	нужно отметить	2	9
122	вполне понятно	4	9
123	и то	3	9
124	отношению к	3	9
125	в тех	2	9
126	не имеет	2	9
127	конечно в	2	9
128	мы можем	4	9
129	чем же	2	9
130	с этой	2	8
131	здесь мы	3	8
132	от этого	2	8
133	с самого	2	8
134	языка и	5	8
135	если бы	2	8
136	нуждается в	2	8
137	и при	2	8
138	понятно что	3	8
139	не менее	2	8
140	в этот	2	8
141	а как	2	7
142	точку зрения	3	7
143	в целях	2	7
144	не как	3	7
145	думать что	2	7
146	нет ничего	2	7
147	в искусстве	3	6
148	смысле слова	2	6
149	вряд ли	3	6
150	входит в	2	6
151	что эта	2	6
152	ее в	2	6
153	могут быть	2	6
154	во времени	2	6
155	и следовательно	2	6
156	его на	2	6
157	самого начала	2	6
158	в руках	2	6
159	хотя бы	5	6
160	в языке	2	6
161	не столько	3	6
162	и пр	7	6
163	говорить о	3	6
164	и отчасти	2	5
165	но мы	4	5
166	в г	2	5
167	не является	4	5
168	и стиль	2	5
169	есть не	2	5
170	в произведении	2	5
171	на язык	2	5
172	и этот	2	5
173	со всей	3	5
174	изобразительных искусствах	2	5
175	слово в	3	5
176	литературного языка	2	5
177	в каждом	4	4
178	с телом	2	4
179	г в	3	4
180	кажется что	2	4
181	только его	2	4
182	языка но	2	4
183	но ведь	5	4
184	учение о	2	4
185	но для	3	4
186	при анализе	3	4
187	одно и	3	4
188	только и	4	4
189	он только	2	4
190	в действительности	2	4
191	и тем	2	4
192	не исчерпывается	2	4
193	форм но	2	3
194	не что	2	3
195	что иное	2	3
196	и наиболее	2	3
197	в поэзии	5	3
198	в которую	2	3
199	имеет место	2	3
200	явлений и	2	3
201	к одному	3	3
202	иное как	2	3
203	от своего	2	3
204	т.п и	3	3
205	может стать	2	3
206	на две	2	3
207	подойти к	2	3
208	и может	2	3
209	и уже	3	3
210	всей своей	2	3
211	мы должны	6	2
212	ни одно	2	2
213	из тела	2	2
214	соответствии с	2	2
215	элемента в	2	2
216	метода в	5	2
217	вслед за	2	2
218	г по	2	2
219	к сожалению	2	2
220	в двух	4	2
221	мог бы	2	2
222	этот материал	2	2
223	все явления	2	2
224	может иметь	2	2
225	общего с	3	2
226	сознания и	2	2
227	пути к	2	2
228	которое мы	2	2
229	произведения но	2	2
230	с историей	2	2
231	и является	2	2
232	ничего общего	3	2
