N	2gram	Losev_Prob	Dialekti
1	не есть	49	181
2	т е	2	159
3	и не	63	120
4	и т	13	82
5	по себе	20	79
6	а не	21	78
7	и в	64	77
8	т д	12	75
9	точки зрения	5	72
10	может быть	29	71
11	не только	37	66
12	значит что	6	61
13	то что	72	59
14	и есть	7	55
15	ничего не	20	54
16	это значит	4	54
17	не может	18	53
18	и даже	19	47
19	так как	16	46
20	с точки	3	46
21	есть нечто	13	46
22	что это	4	46
23	потому что	24	45
24	не просто	30	44
25	как бы	18	43
26	ни в	13	42
27	и что	21	42
28	не имеет	8	41
29	вовсе не	60	41
30	в том	19	40
31	что такое	23	39
32	в этом	30	39
33	то же	10	39
34	в себе	16	38
35	это есть	10	38
36	что она	8	38
37	том что	26	37
38	что он	11	37
39	прежде всего	17	37
40	это не	7	36
41	так что	12	36
42	она есть	5	35
43	что в	21	34
44	в нем	14	34
45	и все	9	33
46	того что	18	33
47	но и	23	32
48	все это	11	31
49	ясно что	7	31
50	и как	10	30
51	отнюдь не	15	30
52	сказать что	33	30
53	так и	17	29
54	было бы	16	29
55	как и	7	28
56	никогда не	8	27
57	крайней мере	8	26
58	по крайней	8	26
59	в виду	10	26
60	не в	6	26
61	есть и	4	26
62	сама по	6	26
63	есть только	16	25
64	есть не	10	25
65	и то	15	25
66	и пр	4	25
67	говорить о	14	25
68	учение о	5	25
69	если бы	8	24
70	есть ни	8	24
71	но это	11	24
72	в то	7	23
73	что оно	4	23
74	таким образом	9	23
75	но что	3	22
76	она не	5	21
77	что не	8	21
78	должна быть	2	21
79	в чем	3	21
80	допустим что	2	21
81	в каком	7	20
82	только тогда	4	20
83	что все	9	20
84	только в	19	20
85	как раз	20	20
86	и вообще	13	20
87	что и	2	20
88	совершенно не	7	20
89	о том	25	20
90	уже не	9	20
91	и с	12	20
92	в таком	18	20
93	и притом	6	19
94	как же	6	19
95	в своем	7	19
96	что мы	23	19
97	как это	7	19
98	не менее	26	19
99	и это	13	19
100	тогда когда	4	19
101	в самом	10	19
102	не существует	12	19
103	и его	3	19
104	иное как	5	18
105	не что	5	18
106	что иное	5	18
107	что же	18	18
108	с другой	8	18
109	хотя бы	15	18
110	ни на	5	18
111	но если	6	17
112	в основе	4	17
113	той или	10	17
114	в сущности	2	17
115	можно сказать	9	17
116	должно быть	3	17
117	он есть	5	17
118	другими словами	8	16
119	в своей	8	16
120	мы не	6	16
121	нет ничего	12	16
122	кроме того	7	16
123	только не	4	16
124	сам по	7	16
125	или не	5	16
126	к нему	5	16
127	да и	11	16
128	есть просто	2	16
129	то это	3	16
130	об этом	10	16
131	тем не	25	16
132	конечно не	3	16
133	и о	11	15
134	не мешает	2	15
135	быть и	5	15
136	то в	6	15
137	сознания и	4	15
138	только что	2	15
139	также и	22	15
140	но только	3	15
141	как таковой	4	15
142	все же	7	15
143	так же	12	15
144	в виде	20	15
145	самом деле	10	15
146	хотя и	8	15
147	же и	4	15
148	на то	12	15
149	несмотря на	6	15
150	мы уже	8	15
151	ровно ничего	4	15
152	и потому	3	14
153	что тут	4	14
154	и ее	9	14
155	д и	4	14
156	таком случае	14	14
157	с ним	4	14
158	даже и	18	14
159	есть то	5	14
160	же это	3	14
161	на свете	2	14
162	а именно	16	14
163	не было	7	14
164	и только	7	14
165	ни о	8	13
166	и следовательно	6	13
167	в силу	2	13
168	не то	4	13
169	но в	19	13
170	и та	2	13
171	время как	2	13
172	отличается от	2	13
173	говорит о	4	13
174	он не	5	13
175	идея и	2	13
176	собственно говоря	4	13
177	мы находим	2	13
178	что они	5	13
179	другой стороны	7	13
180	в смысле	2	13
181	и к	2	13
182	вопрос о	4	12
183	могут быть	2	12
184	еще не	18	12
185	все эти	15	12
186	законы природы	2	12
187	никак не	13	12
188	иной раз	3	12
189	все равно	7	12
190	именно в	5	12
191	и если	9	12
192	перед нами	7	12
193	не могут	6	12
194	но как	11	12
195	даже не	3	12
196	и ни	7	12
197	а в	7	12
198	всегда есть	7	12
199	тем более	13	12
200	и может	2	12
201	и нет	2	12
202	с этим	7	12
203	и тогда	2	12
204	но не	13	12
205	не о	7	11
206	мы должны	5	11
207	нисколько не	3	11
208	должны быть	2	11
209	можно только	2	11
210	себе не	3	11
211	мы говорим	3	11
212	от всего	4	11
213	от того	2	11
214	и тем	16	11
215	только на	13	11
216	ничем не	2	11
217	в них	8	11
218	тех или	5	11
219	что если	5	11
220	в данном	16	11
221	мы имеем	3	11
222	только то	6	11
223	есть ли	2	11
224	как только	3	11
225	есть в	9	11
226	не значит	4	11
227	из них	3	11
228	или в	5	11
229	нет никакой	3	10
230	а потом	2	10
231	может и	3	10
232	одно из	2	10
233	от этого	2	10
234	к тому	5	10
235	в ее	3	10
236	как мы	10	10
237	в его	12	10
238	содержит в	7	10
239	за пределы	6	10
240	это было	3	10
241	для того	10	10
242	себе и	2	10
243	или другой	6	10
244	и для	10	10
245	что для	4	10
246	оно не	6	10
247	и можно	3	10
248	или иное	2	10
249	если же	4	10
250	чтобы не	3	10
251	в их	7	10
252	в частности	5	10
253	не больше	3	10
254	только потому	4	10
255	это будет	2	10
256	можно ли	9	10
257	мы видим	2	10
258	во всяком	18	10
259	и уже	4	10
260	то и	7	10
261	поэтический образ	3	10
262	в результате	6	10
263	то или	3	10
264	как будто	6	10
265	в жизни	3	10
266	если мы	16	10
267	возможно только	2	10
268	только как	2	10
269	только о	8	10
270	как он	4	9
271	смысл и	3	9
272	общего с	10	9
273	а если	2	9
274	и по	3	9
275	в истории	6	9
276	иметь в	5	9
277	не как	2	9
278	тут не	2	9
279	подобно тому	2	9
280	в этих	7	9
281	между собою	9	9
282	и более	4	9
283	в котором	5	9
284	тому как	3	9
285	той же	2	9
286	или иной	8	9
287	и от	3	9
288	была бы	2	9
289	утверждать что	2	9
290	тому что	6	9
291	или по	5	9
292	же тут	2	9
293	же как	2	9
294	при этом	8	9
295	случае не	6	9
296	то время	2	9
297	всех этих	11	9
298	бы в	3	9
299	та или	2	9
300	мы можем	8	9
301	как о	4	9
302	и на	11	9
303	на самом	9	8
304	в отношении	7	8
305	науки и	2	8
306	и без	6	8
307	не будет	11	8
308	как нечто	10	8
309	не на	4	8
310	в дальнейшем	5	8
311	в этой	14	8
312	уже и	6	8
313	только и	5	8
314	все время	3	8
315	того или	8	8
316	или других	3	8
317	у нас	31	8
318	с одной	4	8
319	но вот	2	8
320	есть символ	14	8
321	но все	5	8
322	что эта	2	8
323	и чисто	4	8
324	ни от	2	8
325	даже в	2	8
326	уже о	5	8
327	при помощи	21	8
328	при условии	5	8
329	один из	7	8
330	вещи и	13	8
331	но она	3	8
332	когда мы	10	8
333	ничего общего	14	8
334	бы и	5	8
335	нет и	5	8
336	или иначе	7	8
337	этом смысле	8	8
338	это мы	2	8
339	тем самым	11	7
340	и сама	2	7
341	что здесь	4	7
342	в конце	13	7
343	из этих	5	7
344	он должен	2	7
345	и при	4	7
346	а только	9	7
347	что этот	2	7
348	или вообще	6	7
349	не говоря	8	7
350	и никакого	2	7
351	связи с	8	7
352	вещи в	4	7
353	его как	2	7
354	на первый	5	7
355	тем что	10	7
356	в связи	7	7
357	понимать как	2	7
358	думать что	2	7
359	очень много	3	7
360	мы получаем	3	7
361	все что	2	7
362	от чего	2	7
363	во внимание	2	7
364	мы и	8	7
365	без всякого	5	7
366	она должна	3	7
367	не потому	2	7
368	сами по	5	7
369	он всегда	3	7
370	со стороны	2	7
371	что существует	2	7
372	не знает	4	7
373	точно так	7	7
374	и больше	2	7
375	говоря уже	6	7
376	говорят что	2	7
377	с его	3	7
378	отождествляется с	3	7
379	каком случае	6	7
380	есть именно	7	7
381	зависимости от	2	7
382	и их	4	7
383	как в	5	7
384	заключается в	2	7
385	так или	7	7
386	даже если	4	7
387	но для	3	7
388	на что	3	7
389	из которых	2	7
390	и ничего	4	7
391	он сам	2	7
392	то ни	3	7
393	как на	3	7
394	отношения к	2	7
395	но он	3	7
396	еще и	9	6
397	и времени	2	6
398	оказывается что	4	6
399	в другом	2	6
400	то мы	2	6
401	действительно есть	2	6
402	может иметь	3	6
403	с тем	6	6
404	для своего	3	6
405	более или	7	6
406	имеет никакого	2	6
407	того чтобы	10	6
408	в зависимости	2	6
409	никто не	2	6
410	на всю	2	6
411	одна из	4	6
412	для этого	5	6
413	смысла и	2	6
414	тут же	3	6
415	то не	2	6
416	в которой	2	6
417	что нет	3	6
418	в каком-то	3	6
419	символ в	8	6
420	быть только	3	6
421	идет речь	2	6
422	вообще не	5	6
423	внутреннее и	2	6
424	тут тоже	3	6
425	но о	2	6
426	сущность и	3	6
427	друг другу	2	6
428	не быть	2	6
429	но с	2	6
430	вместе с	4	6
431	его в	9	6
432	о чем	11	6
433	или менее	7	6
434	в науке	4	6
435	где же	2	6
436	у пушкина	2	6
437	мере в	2	6
438	по существу	2	6
439	по своему	14	6
440	о нем	3	6
441	именно как	7	6
442	одной стороны	4	6
443	можно было	8	6
444	не отличается	3	6
445	того как	3	6
446	во всех	9	6
447	о котором	4	6
448	если нет	2	6
449	никакого отношения	2	6
450	стороны и	3	6
451	я и	2	6
452	от всякого	2	6
