N	2gram	Voloshinov	Analitik
1	не только	10	71
2	и в	28	66
3	в качестве	2	61
4	но и	10	57
5	в том	10	52
6	может быть	28	52
7	в этом	28	51
8	как и	13	50
9	и не	34	48
10	а не	9	42
11	том что	12	40
12	при этом	8	40
13	так и	14	35
14	в мире	2	31
15	представляет собой	2	30
16	не может	30	29
17	как бы	19	29
18	отнюдь не	5	29
19	а в	8	28
20	в его	25	27
21	и его	22	27
22	не в	10	26
23	но не	7	26
24	в себе	7	24
25	к тому	6	22
26	и даже	3	22
27	в этой	7	22
28	что в	7	22
29	и т.п	4	20
30	о том	3	20
31	по отношению	13	19
32	но в	13	19
33	в своей	14	19
34	то же	12	19
35	в самом	12	19
36	с его	9	19
37	в то	7	18
38	в данном	4	18
39	отношению к	11	18
40	или иной	2	17
41	с другой	2	17
42	со стороны	5	17
43	такого рода	2	17
44	в целом	4	17
45	только в	11	17
46	могут быть	9	16
47	то что	17	16
48	в пределах	6	16
49	что и	5	16
50	не есть	2	15
51	в их	2	15
52	прежде всего	26	15
53	уже не	9	15
54	и на	9	15
55	между тем	3	15
56	данном случае	4	14
57	отличие от	2	14
58	не менее	6	14
59	того же	3	14
60	мы имеем	6	14
61	себя в	3	14
62	я и	7	14
63	в отличие	2	14
64	далеко не	5	14
65	же время	6	14
66	в себя	5	14
67	по себе	4	13
68	ничего не	5	13
69	произведение искусства	2	13
70	точки зрения	31	13
71	как раз	6	13
72	для него	12	13
73	а также	2	13
74	он не	10	13
75	никогда не	10	12
76	и к	7	12
77	как это	5	12
78	еще не	8	12
79	как в	4	12
80	внутренней речи	5	12
81	в конечном	3	12
82	сводится к	4	12
83	и сам	3	12
84	в свою	6	11
85	это не	5	11
86	во второй	5	11
87	нуждается в	3	11
88	конечном счете	3	11
89	и как	3	11
90	можно сказать	6	11
91	той же	5	11
92	не следует	2	11
93	в конце	2	10
94	едва ли	4	10
95	все же	8	10
96	на себя	3	10
97	один из	10	10
98	было бы	8	10
99	с одной	2	10
100	именно в	4	10
101	отношения к	2	10
102	в своем	4	9
103	того что	7	9
104	одной стороны	2	9
105	свою очередь	4	9
106	по поводу	5	9
107	особого рода	2	9
108	за пределы	10	9
109	во всех	13	9
110	в результате	3	9
111	только не	3	9
112	говорит о	3	9
113	говорить о	5	9
114	таким образом	34	9
115	вместе с	5	9
116	роль в	7	8
117	не всегда	4	8
118	что он	12	8
119	и все	13	8
120	этом отношении	4	8
121	в основе	6	8
122	между двумя	3	8
123	дело не	2	8
124	если бы	4	8
125	не является	7	8
126	он и	2	8
127	с точки	15	8
128	с ним	14	8
129	в другом	4	7
130	и тем	2	7
131	в ее	5	7
132	все это	12	7
133	во всяком	9	7
134	одна из	4	7
135	по преимуществу	2	7
136	себя и	4	7
137	и для	7	7
138	у него	4	7
139	и является	3	7
140	личности и	4	7
141	приводит к	3	7
142	в одном	3	7
143	таком случае	4	7
144	всяком случае	8	7
145	как мы	18	7
146	в таком	6	7
147	жизни но	2	7
148	в нашем	3	7
149	его в	11	6
150	из того	2	6
151	для всех	3	6
152	должен быть	2	6
153	роли в	2	6
