N	3gram	Bakhtin_Pr	Vladivir
1	в том что	6	29
2	о том что	3	22
3	тем не менее	2	18
4	дело в том	3	13
5	более или менее	3	11
6	в то же	8	10
7	с точки зрения	13	10
8	не может быть	8	10
9	то же время	8	9
10	в этом смысле	5	9
11	а также и	3	8
12	на то что	2	8
13	в свое время	4	7
14	с другой стороны	3	6
15	и в то	3	5
16	по крайней мере	2	4
17	можно сказать что	6	4
18	как мы уже	5	4
19	можно было бы	2	4
20	с самого начала	4	3
21	и вообще в	2	3
22	на себя внимание	2	3
23	в том числе	15	3
24	в котором он	2	3
25	нам кажется что	3	3
26	хотя бы и	2	3
27	хотя и не	3	3
28	мы уже сказали	2	3
29	на самом же	2	3
30	самом же деле	2	3
31	и в дальнейшем	2	3
32	и прежде всего	5	2
33	это конечно не	2	2
34	и в конце	2	2
35	оно должно быть	2	2
36	так и в	2	2
37	может быть и	2	2
38	но в то	3	2
39	как мы сказали	4	2
40	мы не будем	2	2
41	даже и не	3	2
42	до сих пор	8	2
43	и на его	2	2
44	а следовательно и	2	2
45	здесь перед нами	2	2
46	но и она	2	2
47	не то что	3	2
48	но только в	2	2
