N	2gram	Tiupa_Anal	Vladivir
1	и в	30	116
2	то что	11	71
3	и не	33	67
4	не только	30	65
5	у него	5	65
6	в этом	31	53
7	в том	36	52
8	том что	21	51
9	что в	7	48
10	но и	29	47
11	в конце	4	41
12	в его	15	40
13	и с	2	39
14	то есть	19	37
15	сказать что	2	36
16	и даже	10	36
17	также и	3	36
18	так что	3	35
19	потому что	3	33
20	что он	3	32
21	не может	26	31
22	о том	11	30
23	только в	8	30
24	никогда не	4	29
25	как мы	3	29
26	для него	5	29
27	вовсе не	4	27
28	а в	11	27
29	в то	10	25
30	но в	11	25
31	в себе	17	25
32	и то	4	25
33	и его	9	25
34	а также	8	24
35	точки зрения	10	23
36	может быть	33	23
37	он не	4	23
38	что же	3	23
39	так как	3	22
40	он был	3	22
41	ни в	5	22
42	в своей	7	21
43	вместе с	6	21
44	а именно	3	20
45	в своем	2	20
46	прежде всего	8	20
47	и что	2	20
48	и потому	2	19
49	так и	16	19
50	не менее	5	19
51	как раз	5	19
52	по поводу	4	19
53	таким образом	5	19
54	тем не	3	19
55	не в	17	18
56	не был	2	18
57	как это	5	18
58	как и	23	18
59	хотя и	4	18
60	с его	3	18
61	не мог	3	18
62	едва ли	4	17
63	что и	5	17
64	в этой	12	17
65	а не	25	17
66	и если	2	17
67	уже не	6	16
68	все же	4	16
69	того что	5	16
70	было бы	4	16
71	к тому	12	16
72	и все	5	16
73	для себя	3	16
74	в котором	5	16
75	не есть	8	16
76	разного рода	3	15
77	в связи	2	15
78	к этому	2	15
79	несмотря на	5	15
80	то же	12	15
81	и к	5	15
82	того же	7	14
83	тут же	2	14
84	все эти	3	14
85	и как	6	14
86	и на	10	14
87	раз и	2	14
88	мы уже	2	14
89	можно сказать	6	13
90	да и	2	13
91	в результате	3	13
92	не просто	2	13
93	на этот	2	13
94	только на	3	12
95	ничего не	10	12
96	в нем	3	12
97	и по	2	12
98	связи с	2	12
99	некоторого рода	2	12
100	содержит в	3	12
101	то в	2	12
102	если не	2	12
103	по себе	6	12
104	в отношении	2	11
105	мы должны	2	11
106	еще в	4	11
107	или менее	2	11
108	и о	3	11
109	я не	2	11
110	при этом	20	11
111	все это	2	11
112	никак не	2	11
113	в данном	6	11
114	хотя бы	4	11
115	в которой	3	11
116	то он	3	11
117	на то	2	11
118	более или	2	11
119	тому же	6	11
120	даже в	5	10
121	такого рода	6	10
122	о нем	4	10
123	собственно говоря	6	10
124	к нему	4	10
125	что все	2	10
126	в качестве	38	10
127	еще не	5	10
128	но не	13	10
129	в самом	12	10
130	отнюдь не	22	10
131	он и	3	10
132	с точки	6	10
133	здесь не	2	10
134	с ним	6	10
135	это не	7	9
136	о чем	3	9
137	а с	3	9
138	в целом	9	9
139	в начале	3	9
140	и сам	4	9
141	что касается	4	9
142	ни с	5	9
143	с другой	7	9
144	не будет	3	9
145	именно в	6	9
146	этом смысле	3	9
147	что мы	3	9
148	из этого	2	9
149	же время	7	9
150	отношения к	4	9
151	свое время	3	8
152	отношение к	2	8
153	не столько	5	8
154	в чем	2	8
155	себя в	8	8
156	как бы	15	8
157	тот же	2	8
158	из этих	2	8
159	должно быть	2	8
160	тем что	2	8
161	с этой	2	8
162	в этих	3	8
163	как в	3	8
164	и для	3	8
165	со стороны	5	8
166	и особенно	4	8
167	к его	3	7
168	в свое	3	7
169	как он	4	7
170	при помощи	2	7
171	на его	4	7
172	того чтобы	3	7
173	о его	5	7
174	из его	2	7
175	то и	2	7
176	за пределы	6	7
177	даже не	2	7
178	если бы	6	7
179	м и	2	7
180	в одном	3	7
181	в таком	5	7
182	и есть	3	7
183	в нашем	3	7
184	нам представляется	2	7
185	данном случае	3	6
186	его в	2	6
187	те же	3	6
188	на себя	5	6
189	в отличие	8	6
190	есть не	9	6
191	том же	2	6
192	к своему	2	6
193	в виду	2	6
194	отличие от	8	6
195	что на	3	6
196	тому что	2	6
197	не говоря	2	6
198	здесь в	2	6
199	свидетельствует о	4	6
200	другой стороны	2	6
201	тем более	2	6
202	на него	3	6
203	и наконец	2	6
204	для того	4	6
205	такой же	3	6
206	не с	8	6
207	или иначе	2	6
208	той же	4	6
209	по своей	6	6
210	не говорит	2	6
211	поскольку в	2	6
212	по его	2	6
213	взгляд на	2	6
214	но мы	2	5
215	однако здесь	2	5
216	вопрос о	2	5
217	вера в	2	5
218	на все	2	5
219	и тем	4	5
220	в их	8	5
221	в частности	32	5
222	об этих	2	5
223	а то	3	5
224	он в	5	5
225	и за	3	5
226	один из	4	5
227	место в	3	5
228	и до	3	5
229	то ни	3	5
230	бытия и	2	5
231	того и	5	5
232	в области	4	5
233	и больше	2	5
234	сводится к	6	5
235	ее в	2	5
236	отношением к	2	5
237	бы то	3	5
238	мы имеем	9	5
239	нет ничего	2	5
240	во всех	5	5
241	по преимуществу	4	5
242	со своим	4	5
243	далеко не	6	5
244	не вполне	2	5
245	из них	2	5
246	со своей	2	5
247	говорит о	5	5
248	не к	3	5
249	не о	3	4
250	на самом	2	4
251	всех этих	2	4
252	тем самым	9	4
253	не могут	3	4
254	для нее	2	4
255	крайней мере	4	4
256	вплоть до	2	4
257	иное как	6	4
258	не что	5	4
259	как к	2	4
260	только одно	2	4
261	совершенно не	2	4
262	что даже	2	4
263	с бытием	2	4
264	одной из	2	4
265	и т	3	4
266	только с	2	4
267	она есть	2	4
268	одной стороны	6	4
269	и просто	2	4
270	в такой	2	4
271	и во	3	4
272	себя и	5	4
273	в сущности	10	4
274	что иное	6	4
275	или не	2	4
