N	2gram	Bakhtin_Fr	Literetu
1	а не	6	50
2	и не	25	47
3	не только	21	46
4	и в	68	44
5	может быть	10	43
6	при этом	5	41
7	но и	17	41
8	в том	12	39
9	в этом	28	38
10	своего рода	5	37
11	том что	6	32
12	в частности	4	30
13	такого рода	5	30
14	то что	11	29
15	в мире	6	28
16	в качестве	2	27
17	в году	11	26
18	то же	14	26
19	как и	17	23
20	в то	14	23
21	не в	2	22
22	так и	8	22
23	того что	3	22
24	себя в	2	22
25	не может	5	22
26	же время	13	21
27	в себе	5	20
28	и т.п	17	20
29	прежде всего	23	19
30	как бы	7	18
31	то есть	31	17
32	точки зрения	8	17
33	в его	21	17
34	с другой	8	17
35	в этой	15	16
36	со стороны	2	15
37	не менее	2	15
38	в целом	3	15
39	только в	9	15
40	по отношению	3	14
41	что он	7	14
42	и даже	7	14
43	в своем	11	13
44	с одной	5	13
45	но не	4	13
46	уже не	2	13
47	и его	26	13
48	в данном	5	12
49	в своей	11	12
50	а также	6	12
51	еще не	3	12
52	одним из	2	12
53	отношению к	2	12
54	о том	5	12
55	одной стороны	4	12
56	никогда не	2	11
57	данном случае	3	11
58	это не	5	11
59	в другом	3	11
60	еще в	4	11
61	отличие от	3	11
62	с его	6	11
63	и сам	5	11
64	как в	4	11
65	в отличие	3	11
66	а в	3	11
67	в основе	7	11
68	вместе с	4	11
69	даже в	4	10
70	этом отношении	4	10
71	в области	5	10
72	что в	14	10
73	в ее	5	10
74	из них	8	10
75	и на	16	10
76	потому что	3	10
77	жизни и	6	10
78	одно из	3	9
79	один из	9	9
80	же в	2	9
81	связи с	8	9
82	в начале	5	9
83	лишь в	3	9
84	что я	2	9
85	вплоть до	5	8
86	одна из	3	8
87	в конце	8	8
88	быть может	2	8
89	все же	6	8
90	xix века	5	8
91	но в	20	8
92	того же	4	8
93	уже в	4	8
94	для него	7	8
95	и как	5	8
96	слова и	3	8
97	мира в	2	8
98	тем что	6	8
99	в своих	7	8
100	той же	9	8
101	с точки	4	8
102	как раз	8	8
103	до конца	10	7
104	в их	6	7
105	по своей	4	7
106	наконец в	3	7
107	друг друга	2	7
108	и других	7	7
109	это как	2	7
110	так в	4	7
111	в художественном	3	7
112	для этого	3	7
113	другой стороны	5	7
114	в противоположность	2	7
115	и для	6	7
116	по преимуществу	3	7
117	перестает быть	2	7
118	у нас	4	7
119	именно в	5	7
120	в самом	6	7
121	и с	15	7
122	в одном	7	7
123	он и	10	7
124	тому как	2	7
125	в нем	12	7
126	он не	11	7
127	еще и	6	6
128	его в	7	6
129	в виду	8	6
130	самом деле	5	6
131	культуры в	3	6
132	одного из	3	6
133	и он	2	6
134	и др	9	6
135	а затем	2	6
136	было бы	4	6
137	не было	7	6
138	например в	2	6
139	и то	2	6
140	право на	2	6
141	то в	2	6
142	во всех	8	6
143	и наконец	5	6
144	как о	2	6
145	в культуре	4	6
146	далеко не	3	6
147	подобно тому	2	6
148	в ней	6	6
149	перед лицом	2	6
150	том числе	4	6
151	у него	14	6
152	как на	3	6
153	как будто	2	6
154	в слове	2	6
155	тем же	2	6
156	или иной	2	5
157	в литературе	10	5
158	так как	7	5
159	как он	4	5
160	одном из	2	5
161	и за	3	5
162	в романе	24	5
163	к этой	3	5
164	между тем	3	5
165	что и	3	5
166	тех кто	2	5
167	в сущности	15	5
168	в связи	7	5
169	хотя бы	2	5
170	мы не	3	5
171	на свете	2	5
172	и одновременно	3	5
173	в себя	2	5
174	в нашем	5	5
175	и если	2	5
176	и к	4	5
177	жизни как	2	5
178	к жизни	2	5
179	не к	2	5
180	входит в	2	4
181	в свою	3	4
182	нуждается в	4	4
183	только для	6	4
184	каждый из	2	4
185	для которого	2	4
186	и прежде	4	4
187	все время	3	4
188	только на	4	4
189	и все	16	4
190	на том	2	4
191	на его	4	4
192	в них	19	4
193	во всей	3	4
194	хотя и	2	4
195	как мы	18	4
196	во всяком	2	4
197	одной из	3	4
198	но это	5	4
199	к этому	6	4
200	во второй	2	4
201	и вот	4	4
202	для того	5	4
203	такой же	3	4
204	со всеми	5	4
205	все они	5	4
206	можно сказать	2	4
207	века в	3	4
208	на этом	3	4
209	ко всему	2	4
210	свидетельствует о	2	4
211	вовсе не	18	4
212	из этого	3	4
213	и что	2	4
214	с образом	2	4
215	что было	3	4
216	таким образом	22	4
217	и есть	5	4
218	отношения к	2	4
219	на самом	7	3
220	ничего не	4	3
221	имеется в	2	3
222	и потому	6	3
223	так же	3	3
224	но как	5	3
225	о чем	3	3
226	в отношении	3	3
227	не раз	2	3
228	отношение к	11	3
229	за счет	3	3
230	том же	4	3
231	своей жизни	3	3
232	xx века	5	3
233	о нем	3	3
234	и о	5	3
235	стороны и	2	3
236	это уже	2	3
237	они не	4	3
238	но только	2	3
239	той или	2	3
240	в веках	2	3
241	от языка	2	3
242	в образах	8	3
243	там где	6	3
244	того чтобы	6	3
245	числе и	3	3
246	и до	14	3
247	все эти	16	3
248	не на	2	3
249	он был	5	3
250	в истории	5	3
251	во время	17	3
252	свою очередь	2	3
253	всех своих	2	3
254	из его	2	3
255	на языке	2	3
256	и еще	3	3
257	который в	2	3
258	тот же	4	3
259	да и	2	3
260	относится к	2	3
261	и от	4	3
262	только то	2	3
263	можно было	3	3
264	в первой	3	3
265	не так	3	3
266	дело в	4	3
267	с их	5	3
268	о своем	2	3
269	мысли и	2	3
270	в этот	2	3
271	если бы	3	3
272	превращается в	4	3
273	мы чувствуем	3	3
274	и вполне	2	3
275	также и	6	3
276	в особенности	6	3
277	в этих	8	3
278	вследствие этого	2	3
279	в историческом	2	3
280	что для	2	3
281	в ту	8	3
282	он говорит	6	3
283	в чем	3	3
284	он в	2	3
285	в творчестве	5	3
286	всяком случае	2	3
287	жизни с	2	3
288	все что	4	3
289	здесь не	5	3
290	этой же	2	3
291	же и	4	3
292	и перед	2	3
293	мира и	4	3
294	с ним	3	3
295	перед нами	4	2
296	начиная с	3	2
297	руки и	4	2
298	как человек	2	2
299	и сама	2	2
300	еще раз	2	2
301	в понимании	2	2
302	не видит	4	2
303	этой системе	2	2
304	не был	4	2
305	и у	2	2
306	есть и	4	2
307	по словам	2	2
308	роль в	7	2
309	остается в	2	2
310	ведь это	3	2
311	это и	4	2
312	и при	2	2
313	самой жизни	2	2
314	своего времени	5	2
315	быть в	2	2
316	для всей	2	2
317	так например	2	2
318	для понимания	5	2
319	к нему	4	2
320	за то	2	2
321	в общем	2	2
322	вследствие чего	2	2
323	о рабле	9	2
324	даже и	3	2
325	книге о	3	2
326	что на	2	2
327	жизнь и	2	2
328	в эти	2	2
329	с ними	4	2
330	и по	4	2
331	первый раз	2	2
332	дело не	3	2
333	что они	3	2
334	и ее	3	2
335	и более	2	2
336	уже и	2	2
337	эту тему	3	2
338	здесь мы	3	2
339	сказать что	3	2
340	все то	2	2
341	никак не	3	2
342	и мы	2	2
343	значительной степени	2	2
344	им в	2	2
345	в нашей	2	2
346	из этих	2	2
347	так сказать	7	2
348	в это	2	2
349	в значительной	3	2
350	значение в	4	2
351	в последнем	2	2
352	в первый	2	2
353	для этой	3	2
354	в xix	3	2
355	вот этот	2	2
356	этот образ	11	2
357	второй половины	3	2
358	но даже	2	2
359	xix веке	3	2
360	на протяжении	7	2
361	как известно	3	2
362	культуры и	7	2
363	что у	2	2
364	раз в	4	2
365	мир и	2	2
366	в котором	3	2
367	еще более	5	2
368	слова в	3	2
369	со своими	2	2
370	или иных	2	2
371	в большинстве	3	2
372	всякий раз	2	2
373	он становится	2	2
374	раз и	2	2
375	в той	7	2
376	тех или	2	2
377	в таком	2	2
378	нового времени	2	2
379	на эту	2	2
380	во всем	4	2
381	чем он	2	2
382	мы имеем	2	2
383	на основе	3	2
384	но он	9	2
385	xviii века	6	2
