N	3gram	Losev_Dial	formyVre
1	то же время	3	21
2	в то же	3	18
3	в связи с	3	15
4	с точки зрения	25	15
5	и в то	2	10
6	и прежде всего	6	8
7	в этом отношении	2	7
8	и т д	38	7
9	не может быть	12	7
10	с одной стороны	3	6
11	мы уже сказали	2	6
12	и в этом	4	6
13	одно и то	2	5
14	и то же	2	5
15	в том что	12	5
16	на первый план	4	5
17	как и в	3	5
18	и не только	5	5
19	в то время	6	5
20	той или иной	2	5
21	в нем нет	2	4
22	то время как	6	4
23	одних и тех	2	4
24	и тех же	2	4
25	с другой стороны	3	4
26	во всяком случае	3	4
27	равно как и	2	4
28	и в частности	2	3
29	и как бы	2	3
30	ни в чем	2	3
31	в зависимости от	3	3
32	о том как	2	3
33	о том что	6	3
34	в нем не	2	3
35	как раз и	3	3
36	так же как	2	3
37	сами по себе	3	3
38	тот или иной	2	3
39	и та же	3	2
40	это значит что	25	2
41	к тому что	2	2
42	в виду что	2	2
43	в данном случае	3	2
44	одна и та	3	2
45	как и все	5	2
46	к тому же	2	2
