N	3gram	Losev_Prob	Komedia
1	в том что	7	29
2	до сих пор	6	16
3	в то же	4	16
4	о том что	16	13
5	в самом деле	4	13
6	для того чтобы	9	11
7	в то время	2	11
8	то время как	2	9
9	с одной стороны	4	9
10	вместе с тем	2	9
11	с другой стороны	7	8
12	и в самом	2	8
13	на этот раз	2	7
14	бы то ни	2	7
15	в конце концов	11	7
16	во всяком случае	11	7
17	так или иначе	7	7
18	с самого начала	2	7
19	говоря уже о	5	6
20	в связи с	7	6
21	с точки зрения	3	6
22	в том числе	2	6
23	до тех пор	4	6
24	не говоря уже	6	6
25	то же самое	9	5
26	и т д	12	5
27	в этом отношении	2	5
28	о том как	2	5
29	тем не менее	25	5
30	в этой области	5	4
31	можно было бы	4	4
32	так как он	2	4
33	более или менее	7	3
34	но и в	3	3
35	хотя и не	2	3
36	может быть даже	2	3
37	в последние десятилетия	2	3
38	то что он	3	3
39	на то что	12	3
40	несмотря на всю	2	3
41	том числе и	2	3
42	только в том	4	2
43	подобно тому как	2	2
44	на первый план	3	2
45	точно так же	7	2
46	то что не	2	2
47	так и в	2	2
48	и тем более	2	2
49	том что в	2	2
50	не только в	3	2
51	в этом случае	6	2
52	так же как	2	2
53	в частности в	2	2
54	только потому что	3	2
55	или может быть	2	2
56	в этом смысле	8	2
57	как будто бы	4	2
58	а может быть	3	2
59	одной стороны и	2	2
