N	2gram	Bakhtin_Fr	Morfolog
1	может быть	5	61
2	таким образом	34	26
3	действующих лиц	2	22
4	так как	9	20
5	мы имеем	2	19
6	не может	4	19
7	в этом	21	18
8	в этих	6	17
9	и в	73	17
10	и не	13	16
11	мы видим	13	15
12	перед нами	5	14
13	с этим	4	14
14	прежде всего	18	14
15	по существу	8	13
16	и др	12	12
17	связи с	5	12
18	видим что	2	12
19	а не	2	11
20	мы увидим	4	10
21	то же	16	10
22	в том	13	10
23	то что	12	10
24	так и	13	10
25	что в	14	10
26	что и	6	10
27	в связи	3	10
28	все же	2	9
29	но и	15	9
30	с другой	3	9
31	не только	11	8
32	в результате	7	8
33	а в	10	8
34	можно наблюдать	2	8
35	имеем в	2	8
36	иногда в	3	8
37	мы не	2	8
38	в качестве	11	8
39	как мы	19	8
40	не могут	3	7
41	том что	8	7
42	по отношению	3	7
43	отношению к	3	7
44	как это	2	7
45	а также	8	7
46	и здесь	5	7
47	и этим	2	7
48	точки зрения	6	7
49	один из	5	7
50	потому что	9	7
51	очень часто	5	6
52	это не	7	6
53	но это	3	6
54	во всех	13	6
55	и как	5	6
56	или в	5	6
57	во время	12	6
58	и другие	3	6
59	также и	6	6
60	в нашем	2	6
61	о том	13	6
62	если мы	2	6
63	в образе	6	6
64	с точки	4	6
65	в форме	6	6
66	как бы	15	6
67	вовсе не	11	6
68	одна из	7	5
69	ничего не	4	5
70	они и	4	5
71	и ее	2	5
72	не будем	2	5
73	это явление	2	5
74	было бы	5	5
75	об этом	2	5
76	героя в	2	5
77	что он	8	5
78	начинается с	2	5
79	как в	9	5
80	далеко не	2	5
81	к тому	2	5
82	из которых	2	5
83	между тем	2	5
84	другой стороны	2	5
85	между собой	2	5
86	в других	2	5
87	все эти	24	5
88	что они	2	5
89	он не	4	5
90	по их	3	5
91	хотя и	5	5
92	учение о	2	5
93	этот момент	2	5
94	сказать что	4	4
95	на самом	2	4
96	его в	3	4
97	тех же	2	4
98	так же	11	4
99	в то	14	4
100	можно было	4	4
101	к этому	5	4
102	на него	2	4
103	есть и	4	4
104	тем что	8	4
105	еще не	3	4
106	самом деле	4	4
107	из них	6	4
108	но в	12	4
109	но все	5	4
110	что его	2	4
111	и для	8	4
112	как и	19	4
113	уже не	2	4
114	и к	6	4
115	на этом	6	4
116	несмотря на	3	4
117	того чтобы	2	4
118	никто не	11	4
119	мы уже	25	4
120	в таких	2	3
121	но эти	2	3
122	здесь не	2	3
123	в которой	3	3
124	а на	4	3
125	это было	4	3
126	всего это	2	3
127	что это	9	3
128	и их	5	3
129	и у	7	3
130	целый ряд	4	3
131	но есть	3	3
132	в виде	2	3
133	на первый	2	3
134	кроме того	6	3
135	и тем	3	3
136	та же	7	3
137	сам он	3	3
138	не в	12	3
139	с этой	4	3
140	у нас	4	3
141	того что	5	3
142	так например	2	3
143	для этой	3	3
144	к нему	7	3
145	это уже	3	3
146	они не	2	3
147	ни в	7	3
148	с собой	2	3
149	в большинстве	9	3
150	благодаря этому	3	3
151	большинстве случаев	9	3
152	здесь же	2	3
153	совсем не	3	3
154	в начале	4	3
155	и что	5	3
156	и по	4	3
157	же в	2	3
158	и его	18	3
159	только в	7	3
160	в сущности	8	3
161	и есть	3	3
162	в этой	18	3
163	по всему	2	3
164	с его	5	3
165	в одну	4	2
166	и когда	3	2
167	в нее	3	2
168	и заставляет	3	2
169	в доме	2	2
170	себя в	3	2
171	в данном	3	2
172	том как	3	2
173	от него	3	2
174	одной стороны	3	2
175	дело не	2	2
176	дается в	2	2
177	бы в	3	2
178	во второй	3	2
179	в глаза	2	2
180	к себе	3	2
181	в другом	4	2
182	и даже	4	2
183	или менее	3	2
184	роль в	4	2
185	на спине	3	2
186	что именно	2	2
187	превращается в	2	2
188	этом отношении	3	2
189	не на	5	2
190	в частности	2	2
191	ни было	2	2
192	одним из	3	2
193	ничем не	3	2
194	между собою	3	2
195	в чем	3	2
196	не знает	4	2
197	наших дней	2	2
198	с одной	3	2
199	всех других	2	2
200	должна быть	3	2
201	в свое	2	2
202	рассказы о	3	2
203	одной из	5	2
204	с тем	2	2
205	не имеет	4	2
206	о происхождении	2	2
207	он может	3	2
208	друг за	2	2
209	более или	3	2
210	их в	5	2
211	но с	3	2
212	один раз	2	2
213	здесь только	3	2
214	в различных	2	2
215	ту же	3	2
216	оно не	2	2
217	но они	3	2
218	в которых	3	2
219	за другом	2	2
220	знать что	3	2
221	но здесь	2	2
222	для нас	2	2
223	в основу	2	2
224	что мы	2	2
225	в одной	5	2
226	до наших	2	2
227	этот же	2	2
228	путь на	3	2
229	все это	19	2
230	в основе	3	2
231	у него	13	2
232	например в	8	2
233	уже видели	2	2
234	но оно	3	2
235	в совершенно	2	2
236	он действует	2	2
237	момент в	4	2
238	для него	7	2
239	в одном	5	2
240	во всяком	2	2
241	по своему	3	2
242	того как	7	2
