N	2gram	Vygotskiy_	Marksizm
1	точки зрения	49	69
2	может быть	19	64
3	и в	37	63
4	и не	15	55
5	как бы	16	53
6	не может	16	47
7	с точки	34	46
8	и пр	2	42
9	и его	10	41
10	в этом	32	39
11	таким образом	39	38
12	в процессе	19	33
13	как мы	11	32
14	языка и	3	31
15	лишь в	9	30
16	не только	29	29
17	речи в	17	29
18	в нем	2	28
19	то же	12	28
20	но и	23	27
21	самом деле	8	25
22	речи и	41	25
23	связи с	7	25
24	прежде всего	12	24
25	как и	20	24
26	в самом	16	24
27	так и	12	23
28	и т.п	5	23
29	только в	8	23
30	в том	47	22
31	то что	32	22
32	а не	5	22
33	при этом	6	20
34	для него	5	20
35	если мы	8	20
36	том что	42	19
37	не в	9	19
38	в его	16	19
39	если бы	10	19
40	но в	9	18
41	в ее	3	18
42	и для	3	18
43	внутренней речи	14	18
44	в слове	2	18
45	вовсе не	5	18
46	все же	6	17
47	в сущности	13	17
48	в то	7	16
49	по отношению	12	16
50	и как	7	16
51	слова и	5	16
52	речь в	4	16
53	что он	16	15
54	в связи	3	15
55	во всех	4	15
56	отношению к	11	15
57	отнюдь не	2	15
58	же время	2	15
59	с помощью	16	15
60	в данном	5	14
61	хотя бы	7	14
62	в смысле	2	14
63	ничего не	6	13
64	так же	18	13
65	мы не	13	13
66	того чтобы	23	13
67	было бы	12	13
68	в своей	7	13
69	речи мы	5	13
70	не является	16	13
71	слова в	2	13
72	что в	25	13
73	в результате	7	12
74	а в	4	12
75	в основе	9	12
76	в высшей	7	12
77	для того	19	12
78	высшей степени	7	12
79	является не	2	12
80	он не	11	12
81	между тем	10	12
82	на самом	4	11
83	друг друга	5	11
84	слова как	3	11
85	как в	7	11
86	и все	7	11
87	и на	8	11
88	в ней	2	11
89	сих пор	4	11
90	не столько	4	11
91	все эти	6	11
92	и от	4	11
93	так как	11	11
94	и что	11	11
95	мы уже	7	11
96	до сих	4	11
97	никогда не	8	10
98	и потому	3	10
99	отличие от	3	10
100	самого начала	9	10
101	более того	2	10
102	с самого	9	10
103	во всяком	6	10
104	с его	7	10
105	сказать что	16	10
106	к этому	7	10
107	в своем	10	10
108	функциональной психологии	2	10
109	в отличие	3	10
110	с другой	16	10
111	именно в	8	10
112	и следовательно	3	9
113	в себе	8	9
114	общения и	3	9
115	о языке	2	9
116	это не	5	9
117	мы видели	8	9
118	одной из	4	9
119	и это	3	9
120	к тому	10	9
121	внутренняя речь	7	9
122	в истории	7	9
123	в нашем	3	9
124	что это	8	9
125	не имеет	5	9
126	как если	3	9
127	и более	6	9
128	ни в	6	9
129	точка зрения	3	9
130	же самое	4	9
131	в каком	3	8
132	в отношении	14	8
133	перед нами	7	8
134	или иной	3	8
135	и ее	9	8
136	и т.д	15	8
