N	3gram	Tiupa_Teor	DiskursI
1	в том что	10	28
2	в отличие от	7	26
3	по отношению к	10	17
4	с одной стороны	3	14
5	не может быть	5	12
6	в данном случае	5	12
7	той или иной	3	10
8	то же время	8	10
9	в то же	8	8
10	состоит в том	6	8
11	тогда как в	2	7
12	как и в	2	7
13	не сводится к	9	6
14	в соответствии с	2	6
15	в основе своей	2	6
16	с точки зрения	3	6
17	в конечном счете	6	6
18	в русской литературе	2	5
19	подобно тому как	3	5
20	в значительной степени	2	5
21	по сути своей	2	5
22	по своей природе	3	5
23	несет в себе	3	5
24	присутствия в мире	6	5
25	с другой стороны	6	5
26	в свою очередь	3	5
27	до известной степени	2	4
28	тем не менее	3	4
29	а с другой	2	4
30	тот или иной	3	4
31	одного и того	4	4
32	можно сказать что	3	4
33	в силу своей	4	4
34	однако при этом	2	4
35	со стороны адресата	2	4
36	по сути дела	3	4
37	и того же	4	4
38	одно и то	2	3
39	и то же	2	3
40	более или менее	6	3
41	как уже говорилось	2	3
42	мы имеем дело	2	3
43	в том числе	3	3
44	в сочетании с	2	3
45	том числе и	2	3
46	того или иного	6	3
47	во внешнем мире	2	3
48	в равной степени	3	3
49	преодолеваемая даль и	2	2
50	то ни было	2	2
51	бы то ни	2	2
52	в рамках которого	2	2
53	сближение но не	3	2
54	сказания или анекдота	2	2
55	но не слияние	3	2
56	хотят и свершают	2	2
57	так и не	5	2
58	роли в миропорядке	5	2
59	тем или иным	2	2
60	значении этого слова	3	2
61	и сближение но	2	2
62	в этом мире	2	2
63	ни в мире	3	2
64	природе суть то	2	2
65	суть то что	2	2
66	своей природе суть	2	2
67	и в форме	2	2
68	они хотят и	2	2
69	причастной вненаходимости бахтин	2	2
70	как к содержанию	2	2
71	я в мире	8	2
72	даль и сближение	2	2
73	то что они	2	2
74	и в то	2	2
75	включает в себя	2	2
76	индивидуального речевого замысла	2	2
77	по большей части	2	2
78	что они хотят	2	2
