N	2gram	Tiupa_Hudo	Narrotol
1	не только	20	62
2	и не	16	50
3	при этом	19	47
4	но и	14	45
5	а не	13	38
6	в качестве	31	35
7	в частности	18	31
8	может быть	19	30
9	и в	23	30
10	в том	20	29
11	своего рода	9	28
12	том что	9	28
13	тогда как	15	28
14	в этом	12	28
15	а в	13	27
16	такого рода	12	26
17	состоит в	20	25
18	представляет собой	11	25
19	только в	7	25
20	в данном	4	24
21	как и	3	24
22	не в	9	23
23	то что	5	23
24	то есть	26	22
25	в тексте	13	22
26	не может	9	20
27	в рассказе	3	18
28	в себе	13	17
29	так и	12	17
30	а также	6	17
31	со стороны	5	16
32	в его	11	16
33	но в	10	15
34	можно сказать	6	15
35	иначе говоря	5	15
36	к тому	4	15
37	и т.п	7	15
38	картина мира	5	14
39	в жизни	3	14
40	и его	12	14
41	в своем	4	13
42	в своей	7	13
43	то же	12	13
44	времени и	2	13
45	у него	2	13
46	о том	2	13
47	уже не	6	13
48	картины мира	3	12
49	прежде всего	5	12
50	как в	2	12
51	как бы	11	12
52	сводится к	11	12
53	тем самым	5	11
54	по отношению	10	11
55	и тем	4	11
56	отличие от	7	11
57	об этом	2	11
58	в нем	6	11
59	в этой	2	11
60	если бы	3	11
61	жизни в	2	11
62	отношению к	10	11
63	в отличие	7	11
64	в мире	24	11
65	хотя и	4	11
66	никогда не	2	10
67	всего лишь	6	10
68	в то	8	10
69	и т.д	4	10
70	как это	7	10
71	один из	2	10
72	точки зрения	11	10
73	того что	5	10
74	как правило	3	10
75	не является	5	10
76	но не	13	10
77	коммуникативного события	9	10
78	между тем	4	10
79	с его	6	10
80	во времени	4	9
81	еще не	4	9
82	что он	5	9
83	коммуникативное событие	2	9
84	что в	7	9
85	отнюдь не	2	9
86	не сводится	9	9
87	в рамках	13	9
88	тем не	3	9
89	той или	5	9
90	для него	5	9
91	далеко не	4	9
92	столь же	2	9
93	я в	13	9
94	потому что	3	9
95	с ним	2	9
96	как раз	3	9
97	или иной	9	8
98	о чем	3	8
99	самом деле	2	8
100	не менее	5	8
101	того чтобы	5	8
102	большей части	2	8
103	по большей	2	8
104	одна из	2	8
105	мы имеем	6	8
106	мира в	2	8
107	по мысли	2	8
108	в литературе	2	8
109	и для	3	8
110	в самом	7	8
111	и к	3	8
112	в той	3	8
113	же время	7	8
114	в таком	3	8
115	он не	4	8
116	в свою	3	7
117	это не	4	7
118	вслед за	2	7
119	при всей	2	7
120	в принципе	8	7
121	в чем	2	7
122	в целом	3	7
123	в ее	6	7
124	человеческого я	3	7
125	имеет место	3	7
126	и состоит	3	7
127	в силу	4	7
128	в финале	2	7
129	с другой	9	7
130	и на	3	7
131	или в	2	7
132	в форме	4	7
133	одной стороны	3	6
134	в состав	6	6
135	во втором	4	6
136	однако в	4	6
137	в известном	2	6
138	между двумя	2	6
139	что и	2	6
140	например в	4	6
141	сказать что	4	6
142	известном смысле	2	6
143	то в	2	6
144	из этих	3	6
145	здесь не	2	6
146	уже говорилось	2	6
147	героя и	5	6
148	с одной	3	6
149	в нашем	2	6
150	слова в	3	6
151	в конечном	5	6
152	к его	3	6
153	присутствия в	9	6
154	в случае	2	6
155	таким образом	3	6
156	человеческих отношений	2	6
157	в слове	4	6
158	имеем дело	2	6
159	о жизни	2	5
160	в другом	4	5
161	не всегда	2	5
162	а именно	3	5
163	или напротив	2	5
164	художественного письма	9	5
165	и о	4	5
166	а для	2	5
167	к нему	3	5
168	может служить	2	5
169	высказывания в	5	5
170	место в	5	5
171	мира и	2	5
172	являет собой	3	5
173	человеческой жизни	3	5
174	между собой	2	5
175	не столько	7	5
176	свою очередь	2	5
177	я не	2	5
178	и то	4	5
179	читателя в	3	5
180	с ними	2	5
181	тем более	2	5
182	в равной	2	5
183	себя в	8	5
184	с ее	6	5
185	подобно тому	3	5
186	для того	5	5
187	вследствие этого	2	5
188	в пределах	3	5
189	в какой	2	5
190	не случайно	3	5
191	за пределами	3	5
192	их в	3	5
193	именно в	2	5
194	в русской	3	5
195	тому как	3	5
196	в одном	3	5
197	и того	3	5
198	и сам	3	5
199	даже в	3	4
200	и ее	3	4
201	начиная с	2	4
202	роль в	2	4
203	а на	5	4
204	в виду	5	4
205	по сути	6	4
206	в ходе	5	4
207	в области	8	4
208	в аспекте	2	4
209	по своему	3	4
210	поскольку не	2	4
211	в душе	9	4
212	следует подчеркнуть	3	4
213	в них	2	4
214	тому что	2	4
215	так в	4	4
216	и конец	2	4
217	не будет	3	4
218	не все	2	4
219	классического реализма	2	4
220	и по	2	4
221	равной степени	2	4
222	не на	5	4
223	который в	2	4
224	начало и	2	4
225	в основе	7	4
226	быть и	2	4
227	могла бы	2	4
228	конечном счете	5	4
229	сводятся к	3	4
230	и адресата	3	4
231	и как	4	4
232	которая не	2	4
233	ведет к	2	4
234	не могло	2	4
235	не с	2	4
236	внутренней речи	14	4
237	для себя	4	4
238	строго говоря	2	4
239	не вполне	2	4
240	и притом	3	4
241	оно не	2	4
242	жизни а	2	4
243	в итоге	2	4
244	по себе	2	4
245	мог бы	3	4
246	несмотря на	2	4
247	по своей	7	4
248	к жизни	2	4
249	или даже	3	4
250	нового времени	2	4
251	в себя	4	4
252	текста в	3	4
253	еще и	2	3
254	и потому	2	3
255	свою жизнь	2	3
256	идет о	2	3
257	так же	2	3
258	сознания в	4	3
259	но как	2	3
260	как к	5	3
261	должен быть	2	3
262	внутреннего зрения	7	3
263	с этой	3	3
264	события в	2	3
265	и составляет	3	3
266	в романе	3	3
267	в кадры	2	3
268	не знает	4	3
269	а с	2	3
270	одно из	2	3
271	одной из	2	3
