N	3gram	Vygotskiy_	Formalny
1	с точки зрения	34	40
2	не может быть	8	29
3	на самом деле	3	21
4	то же время	2	20
5	в то же	2	20
6	во всяком случае	5	16
7	в связи с	3	16
8	по отношению к	11	12
9	в самом деле	5	11
10	в этом отношении	6	11
11	здесь и теперь	2	10
12	в зависимости от	8	10
13	с другой стороны	10	9
14	для того чтобы	19	8
15	до сих пор	4	8
16	вместе с тем	5	8
17	с одной стороны	14	8
18	в свою очередь	3	7
19	в высшей степени	7	7
20	сам по себе	3	6
21	в данном случае	5	6
22	смысле этого слова	6	6
23	не только не	2	6
24	в том что	30	6
25	прежде всего в	2	5
26	мы не можем	3	5
27	в значительной степени	2	5
28	в этом смысле	3	5
29	одной стороны и	3	5
30	в отличие от	3	5
31	к тому что	3	5
32	к тому чтобы	2	5
33	все более и	3	4
34	с самого начала	9	4
35	подобно тому как	2	4
36	в этом пункте	3	4
37	более и более	3	4
38	сама по себе	3	4
39	как и все	2	4
40	то же самое	4	3
41	на первый план	3	3
42	в предисловии к	4	3
43	друг с другом	6	3
44	между этими двумя	2	3
45	в том числе	3	3
46	только то что	2	3
47	вместо того чтобы	3	3
48	потому что он	3	3
49	чтобы убедиться в	2	3
50	то же что	2	3
51	с таким же	2	3
52	мы увидим что	2	3
53	том числе и	3	3
54	и в частности	3	3
55	в том чтобы	6	3
56	в такой же	3	2
57	от того что	2	2
58	к действительности и	2	2
59	что перед нами	3	2
60	из того что	7	2
61	так же как	6	2
62	лишь постольку поскольку	2	2
63	этой точки зрения	2	2
64	как и в	2	2
65	именно в этом	3	2
66	не потому что	2	2
67	как если бы	3	2
68	на этот вопрос	5	2
69	друг от друга	4	2
70	и тем самым	4	2
71	мы видели что	4	2
72	в последнее время	3	2
73	в собственном смысле	8	2
74	в своей книге	2	2
75	в какой мере	2	2
76	и со стороны	2	2
77	дело в том	2	2
