N	2gram	Trubetskoy	StatiiOP
1	и в	14	103
2	в том	17	89
3	том что	9	77
4	в этом	17	76
5	что в	4	74
6	не только	9	60
7	и т	3	51
8	о том	7	47
9	но и	10	46
10	то что	13	44
11	что он	6	42
12	в его	4	42
13	и не	19	41
14	может быть	9	38
15	было бы	5	32
16	в этой	4	31
17	все это	6	29
18	тем что	3	29
19	таким образом	11	28
20	а в	5	27
21	а не	2	27
22	но в	2	26
23	что это	3	25
24	все же	4	23
25	не в	4	23
26	так что	2	23
27	точки зрения	11	23
28	потому что	5	23
29	того что	3	22
30	в области	2	22
31	прежде всего	8	22
32	для того	6	22
33	того чтобы	8	21
34	до сих	5	20
35	в то	10	19
36	сих пор	5	19
37	в своей	5	19
38	только в	5	19
39	не может	22	18
40	в котором	2	18
41	он не	5	18
42	самом деле	7	17
43	в россии	6	17
44	в данном	7	17
45	как на	8	17
46	в самом	3	17
47	как бы	4	17
48	с этим	2	16
49	в ней	2	16
50	можно было	4	16
51	если бы	6	16
52	в этих	2	16
53	с тем	6	15
54	как и	4	15
55	для него	6	15
56	из этих	3	15
57	и на	5	15
58	у него	2	15
59	к тому	7	14
60	между тем	5	14
61	то же	11	14
62	в течение	2	14
63	с точки	9	14
64	и что	2	14
65	в своем	6	13
66	в конце	3	13
67	со стороны	4	13
68	а с	2	13
69	тому что	2	13
70	но это	2	13
71	в качестве	3	13
72	в нем	5	13
73	во всяком	9	13
74	именно в	3	13
75	из них	3	13
76	всяком случае	6	13
77	жизни и	4	13
78	вместе с	4	13
79	что они	3	12
80	так как	4	12
81	хотя бы	5	12
82	ни в	2	12
83	в своих	6	12
84	никогда не	5	11
85	вопрос о	5	11
86	и с	7	11
87	в другом	3	11
88	все эти	2	11
89	и по	3	11
90	на то	5	11
91	не было	3	11
92	ясно что	2	11
93	на самом	6	10
94	так же	2	10
95	в частности	2	10
96	речь идет	2	10
97	что и	3	10
98	отметить что	2	10
99	в начале	2	10
100	во всех	5	10
101	но не	4	10
102	что такое	2	10
103	же время	10	10
104	что же	4	9
105	несмотря на	3	9
106	место в	2	9
107	по этому	2	9
108	во время	2	9
109	вряд ли	3	9
110	и для	6	9
111	и к	6	9
112	для нас	2	9
113	и тем	2	9
114	в их	4	8
115	связи с	3	8
116	это в	2	8
117	в результате	2	8
118	и даже	2	8
119	совершенно не	2	8
120	и о	2	8
121	и более	2	8
122	данном случае	3	7
123	конце концов	3	7
124	факт что	2	7
125	в виде	3	7
126	одной из	3	7
127	что все	3	7
128	и сейчас	3	7
129	и то	4	7
130	то в	3	7
131	отличается от	2	7
132	лишь в	3	7
133	еще не	3	7
134	что для	3	7
135	по себе	2	7
136	из этого	3	7
137	не просто	2	7
138	на почве	2	7
139	о которых	3	6
140	в себе	9	6
141	по отношению	2	6
142	из которых	5	6
143	по существу	5	6
144	к нему	2	6
145	и во	3	6
146	что с	2	6
147	за то	2	6
148	этот вопрос	2	6
149	разумеется что	2	6
150	говорить о	3	6
151	в некоторых	2	6
152	не о	2	5
153	его в	4	5
154	на себя	2	5
155	на эту	2	5
156	даже не	2	5
157	но если	3	5
158	для себя	2	5
159	том же	2	5
160	точку зрения	4	5
161	и потому	3	5
162	не так	2	5
163	отношении к	2	5
164	можно ли	3	5
165	при этом	5	5
166	должна быть	2	5
167	тот факт	2	5
168	или иного	2	5
169	во многих	2	5
170	того или	2	5
171	то это	3	5
172	всех этих	3	5
173	на это	2	5
174	целый ряд	2	5
175	как будто	2	5
176	том чтобы	3	5
177	ее в	2	5
178	и если	7	5
179	уже не	2	5
180	если не	2	5
181	конечно не	5	5
182	является не	2	5
183	и только	5	5
184	не могут	4	4
185	одна из	3	4
186	нисколько не	2	4
187	что оно	3	4
188	для россии	2	4
189	только с	2	4
190	состоит в	2	4
191	культуры в	3	4
192	стремление к	7	4
193	а потому	5	4
194	и те	2	4
195	естественно что	2	4
196	с нею	3	4
197	и тогда	2	4
198	это есть	2	4
199	да и	3	4
200	если в	6	4
201	для этого	3	4
202	в значительной	3	4
203	и тот	2	4
204	все они	3	4
205	все что	4	4
206	но для	2	4
207	или в	3	4
208	в таком	2	4
209	или иной	5	3
210	не подлежит	2	3
211	для русской	2	3
212	от него	2	3
213	и наконец	2	3
214	в других	2	3
215	от того	4	3
216	всю свою	2	3
217	тогда когда	4	3
218	он должен	5	3
219	или менее	4	3
220	на основании	2	3
221	о котором	3	3
222	лучшем случае	3	3
223	она не	2	3
224	к этой	4	3
225	на том	3	3
226	и как	3	3
227	даже и	2	3
228	не будет	7	3
229	себя и	5	3
230	этом случае	3	3
231	бы то	4	3
232	на совершенно	2	3
233	чтобы в	2	3
234	в сознании	3	3
235	любовь к	2	3
236	больше чем	2	3
237	бы ни	2	3
238	смотреть на	4	3
239	этом и	2	3
240	россии в	7	3
241	не должен	2	3
242	их в	2	3
243	в лучшем	3	3
244	так чтобы	3	3
245	может не	3	3
246	то ни	4	3
247	более или	4	3
248	отношения к	2	3
249	не к	2	3
250	в таких	2	2
251	тем самым	2	2
252	из всех	2	2
253	для всех	6	2
254	а во-вторых	2	2
255	в настоящее	2	2
256	к такому	2	2
257	видеть в	2	2
258	и вместе	2	2
259	были бы	2	2
260	проявляется в	2	2
261	и при	6	2
262	и ни	3	2
263	и этот	3	2
264	к вопросу	4	2
265	на этой	2	2
266	настоящее время	2	2
267	между собой	5	2
268	которой он	4	2
269	точно так	2	2
270	для них	3	2
271	тогда как	2	2
272	той или	3	2
273	и от	2	2
274	время в	2	2
275	чтобы понять	2	2
276	только к	3	2
277	но совершенно	2	2
278	этот человек	2	2
279	пути к	2	2
280	и вот	2	2
281	жизни в	5	2
282	отказаться от	4	2
283	в глазах	2	2
284	к той	2	2
285	принадлежат к	2	2
286	что только	2	2
287	в последние	5	2
288	на которой	2	2
289	а между	5	2
290	россии и	3	2
291	именно на	2	2
292	последнее время	2	2
293	свое собственное	2	2
294	другом случае	2	2
295	быть и	2	2
