N	2gram	Tiupa_Disk	Istorich
1	в сказке	3	252
2	и в	27	181
3	может быть	29	115
4	не только	36	114
5	что он	6	111
6	мы имеем	4	102
7	что в	8	90
8	но и	22	85
9	в этом	29	81
10	то что	10	73
11	таким образом	4	72
12	вместе с	3	71
13	и не	25	67
14	все же	8	65
15	в этих	4	64
16	еще не	20	63
17	не может	17	61
18	то же	12	56
19	никогда не	3	56
20	в том	29	53
21	том что	27	53
22	с другой	14	52
23	а в	5	52
24	потому что	7	52
25	что и	5	51
26	и что	2	51
27	о том	12	48
28	а не	35	48
29	не в	8	47
30	другой стороны	5	46
31	но в	15	44
32	это не	5	43
33	и его	4	43
34	в нем	16	42
35	только в	9	42
36	как в	16	42
37	или в	2	39
38	в его	9	38
39	тем что	4	38
40	и на	8	38
41	так и	14	37
42	он не	4	37
43	уже не	7	37
44	как и	27	37
45	все эти	2	35
46	мы не	2	35
47	не всегда	2	34
48	но не	17	34
49	связи с	4	34
50	представления о	2	33
51	об этом	3	33
52	в качестве	45	32
53	представляет собой	24	31
54	прежде всего	17	31
55	один из	3	31
56	в сказках	2	30
57	с этим	3	30
58	в русской	4	30
59	с одной	12	30
60	но все	2	29
61	как мы	2	29
62	одной стороны	12	29
63	этом случае	3	29
64	но это	3	29
65	например в	4	28
66	и с	2	28
67	героя в	6	27
68	того что	4	27
69	могут быть	5	27
70	в ней	2	26
71	как это	2	26
72	и др	3	26
73	представляют собой	2	26
74	на него	2	26
75	вопрос о	2	25
76	и он	2	25
77	к этому	4	24
78	не менее	6	24
79	все это	2	23
80	когда он	3	23
81	в частности	18	23
82	в этой	5	23
83	их в	2	23
84	и это	3	23
85	как бы	9	23
86	при этом	22	22
87	и по	2	22
88	в одном	5	21
89	сказать что	4	21
90	в другом	5	21
91	к тому	6	21
92	они не	2	21
93	из них	6	20
94	в силу	5	20
95	из этих	3	20
96	так например	2	19
97	и как	9	19
98	на том	2	19
99	в тех	2	19
100	живет в	3	19
101	в данном	9	18
102	в то	8	18
103	в них	6	17
104	дело не	3	17
105	со стороны	17	16
106	перед нами	4	16
107	и все	5	16
108	в котором	7	16
109	во всех	6	16
110	данном случае	6	15
111	в целом	5	15
112	на его	4	15
113	в своей	10	15
114	и то	4	15
115	в особенности	5	15
116	в пределах	4	15
117	друг друга	2	15
118	и даже	4	15
119	в которых	5	15
120	как будто	3	15
121	в одной	4	15
122	и тем	2	15
123	отношение к	6	14
124	должна быть	2	14
125	а также	15	14
126	в исторической	2	14
127	с этой	2	14
128	на смену	3	14
129	с ней	3	14
130	отношению к	13	14
131	и есть	2	14
132	и ее	5	14
133	одной из	4	14
134	по отношению	13	14
135	и наконец	2	14
136	но они	3	14
137	на себя	2	14
138	к своему	2	13
139	своего рода	15	13
140	и от	2	13
141	тогда как	28	13
142	на этом	3	13
143	в книге	2	13
144	в своем	11	13
145	или на	3	13
146	в себе	22	13
147	сказки и	2	13
148	в форме	2	13
149	по себе	3	13
150	а потом	2	12
151	во всем	2	12
152	в их	5	12
153	и герой	3	12
154	одним из	2	12
155	хотя бы	3	12
156	к себе	2	12
157	о нем	3	12
158	не знает	4	12
159	что не	4	12
160	должно было	2	11
161	точки зрения	6	11
162	хотя и	3	11
163	но уже	3	11
164	уже в	2	11
165	человека в	6	11
166	далеко не	10	11
167	к которому	2	11
168	по мере	2	11
169	восходит к	4	11
170	должны быть	3	11
171	что же	4	10
172	в ее	4	10
173	указывает на	2	10
174	но как	2	10
175	как правило	5	10
176	к ним	3	10
177	там же	3	10
178	не как	5	10
179	однако это	3	10
180	а с	8	10
181	в которой	2	10
182	ни в	7	10
183	о чем	4	10
184	не было	9	10
185	себя в	8	10
186	и к	4	10
187	в различных	2	10
188	в истории	5	9
189	в основе	11	9
190	в свою	3	9
191	в себя	7	9
192	и сказка	3	9
193	не могут	2	9
194	а по	2	9
195	это и	2	9
196	более или	2	9
197	зависит от	2	9
198	но для	2	9
199	жизни и	2	9
200	в первую	3	9
201	героя и	2	9
202	что на	3	9
203	том чтобы	2	9
204	или менее	2	9
205	только на	2	9
206	в чем	2	9
207	стороны и	3	9
208	но здесь	2	9
209	с его	9	9
210	целый ряд	2	9
211	приводит к	4	9
212	ему в	3	9
213	тем самым	6	8
214	не имеют	2	8
215	роль в	10	8
216	одно из	4	8
217	здесь в	4	8
218	именно в	5	8
219	входит в	2	8
220	тому как	5	8
221	во всяком	3	8
222	или даже	2	8
223	восходят к	2	8
224	в современной	2	8
225	в жизни	2	8
226	подобно тому	4	8
227	большинстве случаев	2	8
228	же самое	2	8
229	но она	3	8
230	и потому	3	8
231	тут же	3	8
232	его с	2	8
233	и сам	2	8
234	можно сказать	7	8
235	не с	4	8
236	и о	4	7
237	с самого	2	7
238	состоит в	20	7
239	однако в	3	7
240	не то	2	7
241	если в	2	7
242	еще в	6	7
243	вплоть до	2	7
244	а сам	4	7
245	одного из	5	7
246	что ни	3	7
247	в начале	2	7
248	в какой	2	7
249	того же	5	7
250	будто бы	3	7
251	всяком случае	2	7
252	между тем	5	7
253	между собой	2	7
254	приходит в	2	7
255	не есть	3	7
256	в области	3	7
257	самом деле	2	7
258	не столько	3	7
259	о ней	2	7
260	указать на	3	7
261	только через	2	7
262	для него	9	7
263	в большинстве	3	7
264	одну из	2	6
265	с той	3	6
266	отличие от	13	6
267	себе не	4	6
268	дело с	2	6
269	это еще	2	6
270	можно усмотреть	2	6
271	в сказании	6	6
272	с миром	2	6
273	и сказкой	2	6
274	самого начала	2	6
275	той же	2	6
276	имеет свою	3	6
277	заметить что	2	6
278	сказки о	3	6
279	быть и	2	6
280	ей в	2	6
281	его как	3	6
282	не на	3	6
283	также и	6	6
284	сводится к	7	6
285	не знают	2	6
286	они и	3	6
287	только о	2	6
288	тому же	5	6
289	иногда не	2	6
290	не случайно	2	6
291	к чему	2	6
292	отношения к	2	6
293	такого рода	11	5
294	как нечто	2	5
295	к сыну	2	5
296	или не	2	5
297	бы быть	3	5
298	это было	2	5
299	в своих	6	5
300	соответствии с	5	5
301	исторические корни	2	5
302	по своей	15	5
303	в одно	2	5
304	в свое	3	5
305	а герой	2	5
306	по своему	3	5
307	том числе	3	5
308	мира и	3	5
309	особого рода	3	5
310	но при	3	5
311	это в	4	5
312	хотя в	3	5
313	с ее	3	5
314	наших дней	2	5
315	о котором	2	5
316	в виду	2	5
317	они были	2	5
318	как уже	5	5
319	не могло	2	5
320	отличается от	3	5
321	оно не	2	5
322	со своей	2	5
323	в сторону	4	5
324	никого не	2	5
325	и требует	2	5
326	и может	3	5
327	да и	2	5
328	могла бы	2	5
329	в отличие	13	5
330	более поздних	2	5
331	можно назвать	2	5
332	и во	2	4
333	и вообще	2	4
334	столь же	6	4
335	себя и	2	4
336	каждый из	2	4
337	одном из	2	4
338	не от	2	4
339	в результате	3	4
340	в греческой	2	4
341	ведет к	6	4
342	что касается	2	4
343	сами по	2	4
344	слова в	2	4
345	перед ним	2	4
346	он сам	2	4
347	он мог	3	4
348	здесь также	2	4
349	принадлежит к	3	4
350	в литературе	2	4
351	содержит в	3	4
352	и должно	2	4
353	в наше	4	4
354	всем что	2	4
355	мысль о	3	4
356	как не	3	4
357	нас в	2	4
358	на почве	3	4
359	отнюдь не	11	4
360	с точки	3	4
361	в действительности	3	4
362	уходят в	2	4
363	под названием	2	4
364	дело в	3	4
365	только то	2	4
366	где герой	3	4
367	ни к	11	4
368	есть в	3	4
369	в самом	4	4
370	к их	2	4
371	по своим	4	4
372	просто как	2	3
373	рассказ о	3	3
374	точка зрения	3	3
375	которая в	3	3
376	одновременно с	2	3
377	речь идет	2	3
378	на языке	3	3
379	при всей	9	3
380	так сказать	3	3
381	переход от	2	3
382	о них	2	3
383	в античной	2	3
384	чтобы не	2	3
385	первобытного человека	4	3
386	он всегда	2	3
387	на небесах	2	3
388	и было	3	3
389	говорит и	2	3
390	чего не	3	3
391	она сама	2	3
392	что даже	2	3
393	в особом	2	3
394	в противоположность	6	3
395	должно быть	2	3
396	вследствие этого	4	3
397	поэтому в	2	3
398	всякий раз	2	3
399	к другому	3	3
400	как его	2	3
401	в соответствии	4	3
402	из двух	5	3
403	об одном	4	3
404	как к	2	3
405	мог быть	3	3
406	мире и	2	3
407	в формах	2	3
408	и вне	2	3
409	всего в	2	3
410	в тексте	5	3
411	передний план	2	3
412	исходя из	3	3
413	общих чертах	2	3
414	но зато	2	3
415	неотделим от	2	3
416	в языке	2	3
417	античной греции	2	3
418	внимание на	5	3
419	является не	2	3
420	при котором	2	3
421	к его	5	3
422	для всех	2	3
423	в науке	2	3
424	едва ли	2	3
425	оказывается в	2	3
426	в эпоху	5	3
427	на передний	2	3
428	и до	2	3
429	не обязательно	4	3
430	как их	2	3
431	не обладает	2	3
432	рассматривать как	2	3
433	вследствие чего	2	3
434	при встрече	2	3
435	момент в	3	3
436	имеем дело	3	3
437	не о	2	2
438	в полном	2	2
439	между мифом	2	2
440	в каждом	2	2
441	кто из	2	2
442	в ходе	5	2
443	свою очередь	3	2
444	в момент	2	2
445	лицо и	2	2
446	уже как	2	2
447	мифа не	2	2
448	свидетельствует о	2	2
449	или меньшей	2	2
450	числе и	3	2
451	них в	2	2
452	качестве примера	2	2
453	лишь в	4	2
454	частности в	2	2
455	с человеком	3	2
456	можно говорить	2	2
457	и другой	2	2
458	то ли	2	2
459	в нашем	2	2
460	уже было	2	2
461	мифом и	2	2
462	на большую	2	2
463	одновременно и	3	2
464	на ее	2	2
465	к той	4	2
466	в сущности	3	2
467	о животных	3	2
468	с некоторыми	2	2
469	то чтобы	2	2
470	за которым	2	2
471	в мире	9	2
472	говорили о	2	2
473	в конечном	2	2
474	совпадает с	4	2
475	более чем	3	2
476	человек не	2	2
477	не к	3	2
478	к одному	2	2
479	в процессе	6	2
480	к другим	3	2
481	представляет себе	2	2
482	в верхний	2	2
483	стадиально более	5	2
484	наличие в	2	2
485	и прежде	2	2
486	может и	4	2
487	то она	2	2
488	то с	2	2
489	совпадают с	2	2
490	одно и	2	2
491	он ничего	2	2
492	характер и	3	2
493	волшебной сказке	2	2
494	виду что	2	2
495	в данной	3	2
