N	2gram	Vygotskiy_	Vvedenie
1	в том	38	38
2	в этом	47	35
3	и в	47	35
4	том что	28	30
5	может быть	20	30
6	не только	36	26
7	для того	24	23
8	того чтобы	26	22
9	таким образом	38	21
10	также и	2	20
11	не может	23	19
12	то что	40	19
13	потому что	26	18
14	но также	3	16
15	о том	5	16
16	только в	24	16
17	так как	25	15
18	языка и	6	15
19	представляет собой	23	14
20	и не	27	13
21	что в	23	13
22	в самом	15	13
23	в нем	6	13
24	в их	4	12
25	того что	27	12
26	что такое	2	12
27	точки зрения	39	12
28	в его	7	12
29	как на	8	12
30	этом смысле	2	11
31	в данном	7	11
32	то же	16	11
33	по себе	5	11
34	в ее	7	11
35	как мы	24	11
36	ясно что	4	11
37	вопрос о	9	10
38	не в	7	10
39	прежде всего	9	10
40	но в	9	10
41	в той	7	10
42	между тем	2	10
43	из этих	6	9
44	тем не	4	9
45	и как	7	9
46	все же	7	9
47	представляют собой	2	9
48	смысле этого	4	9
49	но не	13	9
50	не менее	6	9
51	дело с	3	9
52	это не	6	8
53	можно было	7	8
54	с другой	7	8
55	а только	2	8
56	именно в	9	8
57	в качестве	9	8
58	и то	10	7
59	выводу что	3	7
60	к выводу	4	7
61	самом деле	6	7
62	сих пор	6	7
63	о природе	9	7
64	как и	19	7
65	как бы	13	7
66	в большей	2	7
67	этот вопрос	2	7
68	представить себе	5	7
69	но и	19	7
70	в разных	6	7
71	только как	2	7
72	было бы	12	7
73	до сих	6	7
74	сказать что	18	6
75	его в	7	6
76	не могут	9	6
77	об этом	4	6
78	и даже	3	6
79	но если	5	6
80	тем что	14	6
81	мере в	2	6
82	в какой	6	6
83	на вопрос	6	6
84	на этот	2	6
85	с тем	8	6
86	каждой из	5	6
87	и это	2	6
88	а в	3	6
89	в которых	3	6
90	той мере	2	6
91	могут быть	7	6
92	в то	10	6
93	один из	3	6
94	и что	14	6
95	и его	14	6
96	все это	5	6
97	нельзя не	2	6
98	этом случае	15	6
99	вовсе не	3	6
100	вместе с	19	6
101	данном случае	5	5
102	с их	2	5
103	и т.д	4	5
104	в виду	5	5
105	и тем	10	5
106	связь между	10	5
107	одним из	3	5
108	с этой	5	5
109	что он	13	5
110	так что	8	5
111	на основании	2	5
112	что не	2	5
113	этого понятия	3	5
114	по своему	11	5
115	одно из	6	5
116	от этого	3	5
117	как это	7	5
118	есть не	3	5
119	не есть	4	5
120	она есть	2	5
121	другой стороны	3	5
122	в них	3	5
123	уже в	3	5
124	в целом	7	5
125	внимание на	4	5
126	что и	4	5
127	языка в	2	5
128	а не	7	5
129	в первом	6	5
130	но с	4	5
131	хотя и	4	5
132	во всяком	2	5
133	все более	2	4
134	должен был	2	4
135	большей мере	3	4
136	языке и	2	4
137	по сравнению	23	4
138	в чисто	2	4
139	в результате	3	4
140	мы имеем	3	4
141	о чем	8	4
142	одной стороны	7	4
143	и ее	3	4
144	в области	5	4
145	по отношению	10	4
146	в каждом	3	4
147	и обратно	6	4
148	только что	7	4
149	связана с	4	4
150	этом отношении	7	4
151	из двух	3	4
152	еще не	5	4
153	по мере	10	4
154	отношению к	9	4
155	речь в	8	4
156	в чем	5	4
157	отличие от	4	4
158	в отличие	4	4
159	с одной	7	4
160	заключается в	14	4
161	относящихся к	6	4
162	к тому	13	4
163	одной из	4	4
164	но все	2	4
165	и для	5	4
166	не имеет	6	4
167	только с	2	4
168	в котором	6	4
169	в виде	2	4
170	в центре	2	4
171	ответ на	3	4
172	тогда когда	12	4
173	в одном	4	4
174	из них	2	4
175	в себе	14	4
176	как она	6	4
177	связи между	11	4
178	действительность в	2	4
179	и заключается	3	4
180	с точки	31	4
181	в своей	4	4
