N	2gram	Losev_Prob	slovoVRo
1	и в	48	92
2	в романе	2	89
3	и т	2	82
4	то есть	38	64
5	в нем	8	59
6	может быть	11	59
7	и его	11	59
8	и не	29	51
9	не только	28	44
10	не может	6	41
11	но и	21	39
12	до конца	4	37
13	в этом	31	36
14	а не	7	34
15	во всех	2	32
16	так и	15	30
17	точки зрения	17	30
18	могут быть	2	29
19	в его	19	27
20	все это	8	25
21	как бы	10	24
22	то же	6	23
23	и на	9	22
24	не в	16	21
25	как в	3	21
26	вовсе не	18	21
27	в то	6	20
28	прежде всего	15	19
29	как мы	5	19
30	или иной	4	18
31	как и	10	18
32	с ним	4	18
33	все же	12	17
34	все эти	12	17
35	и даже	24	17
36	таким образом	20	17
37	к своему	3	16
38	при этом	6	16
39	в них	5	16
40	но в	17	16
41	той или	5	15
42	и с	10	15
43	в той	5	15
44	с точки	13	15
45	человек и	2	15
46	только в	21	14
47	это не	8	13
48	с его	3	13
49	и для	11	13
50	с другой	8	13
51	на фоне	2	13
52	никогда не	7	12
53	в отношении	8	12
54	и потому	4	12
55	отношение к	3	12
56	а в	8	12
57	или в	7	12
58	во всяком	7	12
59	и наконец	4	12
60	еще не	4	12
61	и к	9	12
62	один из	2	11
63	большинстве случаев	2	11
64	на его	4	11
65	одной стороны	5	11
66	в этих	3	11
67	с одной	5	11
68	для него	2	11
69	в своем	16	10
70	и их	7	10
71	в том	25	10
72	и все	12	10
73	в себе	7	10
74	всех этих	3	10
75	далеко не	6	10
76	уже не	12	10
77	его в	9	9
78	и от	7	9
79	к нему	3	9
80	здесь в	7	9
81	в их	4	9
82	в своей	29	9
83	сказать что	13	9
84	так как	10	9
85	поэтому и	4	9
86	но не	12	9
87	в смысле	8	9
88	конечно не	2	9
89	он не	4	9
90	не могут	3	8
91	в одной	2	8
92	человека и	4	8
93	в ней	4	8
94	все время	5	8
95	с этим	3	8
96	в значительной	3	8
97	человека в	3	8
98	в самом	7	8
99	для нас	14	8
100	всяком случае	6	8
101	перед нами	14	7
102	том что	29	7
103	но именно	2	7
104	по преимуществу	2	7
105	его не	3	7
106	того же	7	7
107	связи с	11	7
108	у него	13	7
109	здесь не	12	7
110	но все	6	7
111	также и	21	7
112	еще более	4	7
113	в романах	2	7
114	с которым	2	7
115	жизни и	7	7
116	не было	4	7
117	в таком	4	7
118	кроме того	5	7
119	же и	2	7
120	во всем	5	7
121	мы уже	2	7
122	даже в	2	6
123	ничего не	3	6
124	которые в	3	6
125	а также	8	6
126	что в	12	6
127	ни в	17	6
128	нем и	2	6
129	в качестве	9	6
130	можно сказать	10	6
131	другой стороны	8	6
132	в новое	3	6
133	хотя бы	11	6
134	он в	5	6
135	именно в	11	6
136	в свою	4	6
137	по себе	5	6
138	в одном	6	6
139	мира и	5	6
