N	2gram	Losev_Prob	Analitik
1	не только	28	71
2	и в	48	66
3	в качестве	9	61
4	но и	21	57
5	в том	25	52
6	может быть	11	52
7	в частности	5	51
8	в этом	31	51
9	как и	10	50
10	и не	29	48
11	а не	7	42
12	том что	29	40
13	при этом	6	40
14	так и	15	35
15	то есть	38	35
16	не может	6	29
17	как бы	10	29
18	отнюдь не	14	29
19	а в	8	28
20	в его	19	27
21	и его	11	27
22	не в	16	26
23	но не	12	26
24	в себе	7	24
25	к тому	7	22
26	и даже	24	22
27	в этой	14	22
28	что в	12	22
29	о том	17	20
30	я в	4	20
31	по отношению	2	19
32	но в	17	19
33	в своей	29	19
34	то же	6	19
35	в самом	7	19
36	с его	3	19
37	в то	6	18
38	в данном	6	18
39	отношению к	2	18
40	тем самым	2	17
41	или иной	4	17
42	с другой	8	17
43	такого рода	4	17
44	только в	21	17
45	могут быть	2	16
46	то что	26	16
47	что и	8	16
48	не есть	3	15
49	в их	4	15
50	прежде всего	15	15
51	уже не	12	15
52	и на	9	15
53	между тем	2	15
54	данном случае	5	14
55	не менее	8	14
56	того же	7	14
57	той или	5	14
58	мы имеем	3	14
59	далеко не	6	14
60	по себе	5	13
61	ничего не	3	13
62	точки зрения	17	13
63	в начале	6	13
64	как раз	7	13
65	для него	2	13
66	а также	8	13
67	он не	4	13
68	тому же	5	13
69	никогда не	7	12
70	и к	9	12
71	как это	5	12
72	в первой	2	12
73	еще не	4	12
74	как в	3	12
75	и сам	5	12
76	даже в	2	11
77	в свою	4	11
78	это не	8	11
79	нуждается в	2	11
80	по своей	3	11
81	и как	10	11
82	можно сказать	10	11
83	в той	5	11
84	в конце	10	10
85	едва ли	13	10
86	все же	12	10
87	на себя	2	10
88	однако в	4	10
89	один из	2	10
90	было бы	12	10
91	и самого	3	10
92	того или	3	10
93	с одной	5	10
94	именно в	11	10
95	здесь не	12	10
96	в своем	16	9
97	того что	8	9
98	одной стороны	5	9
99	крайней мере	8	9
100	свою очередь	2	9
101	по поводу	2	9
102	или иного	2	9
103	другой стороны	8	9
104	во всех	2	9
105	в результате	11	9
106	по крайней	8	9
107	что касается	5	9
108	на фоне	2	9
109	том чтобы	3	9
110	в русской	4	9
111	говорит о	9	9
112	таким образом	20	9
113	вместе с	15	9
114	я с	2	8
115	перед нами	14	8
116	о чем	2	8
117	не всегда	5	8
118	что он	12	8
119	одной из	5	8
120	и все	12	8
121	этом отношении	4	8
122	хотя и	10	8
123	человеческого я	4	8
124	если бы	2	8
125	не является	2	8
126	он и	5	8
127	с точки	13	8
128	с ним	4	8
129	вплоть до	2	7
130	в литературе	5	7
131	иное как	3	7
132	в другом	6	7
133	и тем	4	7
134	в году	9	7
135	на его	4	7
136	в ее	6	7
137	все это	8	7
138	который в	10	7
139	во всяком	7	7
140	в противоположность	3	7
141	по преимуществу	2	7
142	несмотря на	7	7
143	как будто	9	7
144	что иное	3	7
145	и для	11	7
146	у него	13	7
147	и является	6	7
148	или иначе	3	7
149	в одном	6	7
150	таком случае	2	7
151	однако не	2	7
152	всяком случае	6	7
153	внимание на	4	7
154	как мы	5	7
155	в таком	4	7
156	в нашем	5	7
157	не мог	5	7
158	его в	9	6
159	для всех	2	6
160	если в	2	6
161	что не	3	6
162	не что	3	6
163	в силу	6	6
164	ли не	2	6
165	должен быть	2	6
166	мере в	4	6
167	в нем	8	6
168	не будет	4	6
169	тем более	2	6
170	или в	7	6
171	он был	5	6
172	и то	6	6
173	хотя бы	11	6
174	то в	4	6
175	в сознании	3	6
176	из этих	2	6
177	его как	2	6
178	же в	4	6
179	во всем	5	6
180	тем не	8	6
181	русской литературе	3	6
182	и более	3	6
183	так или	3	6
184	есть в	6	6
185	о себе	3	6
186	из которых	2	6
187	из них	4	6
188	уже в	4	6
189	по его	2	6
190	вовсе не	18	6
191	не о	2	5
192	и потому	4	5
193	не могут	3	5
194	не как	3	5
195	но как	3	5
196	жизни в	7	5
197	для себя	6	5
198	проявляется в	3	5
199	так что	18	5
200	самом деле	3	5
201	в романе	2	5
202	в искусстве	2	5
203	а с	4	5
204	не так	4	5
205	он в	5	5
206	во втором	2	5
207	в художественном	2	5
208	в них	5	5
209	том или	3	5
210	и по	2	5
