N	2gram	Losev_Prob	Marksizm
1	точки зрения	14	69
2	может быть	39	64
3	и в	62	63
4	и не	56	55
5	как бы	11	53
6	не может	14	47
7	с точки	9	46
8	и его	12	41
9	в этом	25	39
10	таким образом	13	38
11	в процессе	2	33
12	как мы	12	32
13	языка и	4	31
14	в пределах	3	31
15	не только	33	29
16	речи в	2	29
17	в нем	13	28
18	то же	23	28
19	но и	20	27
20	в языке	4	26
21	самом деле	6	25
22	связи с	10	25
23	прежде всего	13	24
24	как и	15	24
25	в самом	4	24
26	так и	16	23
27	только в	33	23
28	в том	35	22
29	то что	42	22
30	а не	28	22
31	при этом	9	20
32	для него	4	20
33	если мы	24	20
34	том что	25	19
35	не в	21	19
36	в его	10	19
37	если бы	9	19
38	но в	17	18
39	в ее	6	18
40	и для	5	18
41	в слове	4	18
42	вовсе не	62	18
43	все же	10	17
44	в то	18	16
45	и как	4	16
46	слова и	3	16
47	ни было	5	16
48	что он	16	15
49	в связи	9	15
50	во всех	4	15
51	отнюдь не	16	15
52	в контексте	3	14
53	в данном	14	14
54	хотя бы	6	14
55	в смысле	2	14
56	ничего не	4	13
57	так же	11	13
58	мы не	15	13
59	того чтобы	4	13
60	было бы	14	13
61	в своей	8	13
62	не является	19	13
63	и здесь	8	13
64	то ни	7	13
65	что в	11	13
66	в результате	8	12
67	а в	9	12
68	того же	2	12
69	в основе	3	12
70	бы то	5	12
71	для того	5	12
72	является не	2	12
73	он не	10	12
74	на самом	13	11
75	друг друга	5	11
76	слова как	3	11
77	как в	10	11
78	и все	13	11
79	к нему	3	11
80	и на	4	11
81	в ней	12	11
82	сих пор	4	11
83	не столько	2	11
84	все эти	14	11
85	и от	11	11
86	так как	14	11
87	еще не	12	11
88	и что	9	11
89	мы уже	4	11
90	до сих	4	11
91	никогда не	7	10
92	его в	4	10
93	и потому	13	10
94	отличие от	3	10
95	здесь мы	5	10
96	здесь в	3	10
97	во всяком	14	10
98	сказать что	24	10
99	к этому	2	10
100	в своем	7	10
101	совершенно не	7	10
102	в отличие	2	10
103	с другой	14	10
104	именно в	4	10
105	конечно не	3	10
106	в таком	11	10
107	и следовательно	3	9
108	в себе	23	9
109	а как	2	9
110	это не	10	9
111	только на	6	9
112	мы видели	2	9
113	и это	11	9
114	к тому	4	9
115	в истории	4	9
116	в нашем	13	9
117	что это	3	9
118	не имеет	12	9
119	и более	6	9
120	ни в	17	9
121	же самое	20	9
122	быть и	3	9
123	в каком	9	8
124	в отношении	4	8
125	перед нами	8	8
126	или иной	20	8
127	и ее	7	8
128	в их	2	8
129	с этим	5	8
130	тому что	5	8
131	настоящее время	4	8
132	что не	4	8
133	не будет	3	8
134	что и	11	8
135	в настоящее	4	8
136	этого слова	5	8
137	другой стороны	11	8
138	за пределы	6	8
139	и даже	21	8
140	мы можем	11	8
141	кроме того	5	8
142	у нас	17	8
143	на то	6	8
144	и с	11	8
145	но что	3	8
146	не было	6	8
147	чем же	7	8
148	ясно что	11	8
149	от него	2	7
150	бы он	2	7
151	того что	10	7
152	по себе	36	7
153	могут быть	2	7
154	с ними	2	7
155	в качестве	10	7
156	в этой	10	7
157	в начале	3	7
158	бы в	3	7
159	в этих	6	7
160	и значение	3	7
161	о том	14	7
162	в котором	3	7
163	не существует	6	7
164	той же	2	7
165	он сам	7	7
166	как раз	11	7
167	не есть	57	6
168	вопрос о	2	6
169	мы должны	13	6
170	не имеют	4	6
171	она может	2	6
172	то есть	63	6
173	в другом	4	6
174	является в	3	6
175	он и	3	6
176	одной стороны	2	6
177	что же	9	6
178	все это	9	6
179	с ее	5	6
180	и между	2	6
181	с другими	6	6
182	как оно	3	6
183	сознания и	2	6
184	же в	6	6
185	зависимости от	3	6
186	с одной	3	6
187	смысле слова	19	6
188	входит в	3	6
189	уже не	12	6
190	этот вопрос	3	6
191	всяком случае	8	6
192	в той	8	6
193	ничего общего	7	6
194	не к	2	6
195	тем же	2	6
196	как же	3	5
197	но как	6	5
198	о чем	4	5
199	в конце	7	5
200	от того	2	5
201	и у	2	5
202	то мы	3	5
203	знак не	2	5
204	в виду	20	5
205	и тем	16	5
206	из него	2	5
207	то в	4	5
208	xix века	2	5
209	не менее	24	5
210	или в	7	5
211	ведь если	3	5
212	той или	22	5
213	этом случае	8	5
214	что слово	3	5
215	хотя и	9	5
216	да и	9	5
217	себя в	4	5
218	все время	2	5
219	необходимо чтобы	2	5
220	тем более	8	5
221	самом же	7	5
222	ее в	2	5
223	знака и	4	5
224	в условиях	7	5
225	нами в	2	5
226	в целях	6	5
227	она не	3	5
228	формы и	3	5
229	она является	3	5
230	знак и	10	5
231	но не	6	5
232	значение в	3	5
233	и является	6	5
234	для себя	6	5
235	что такое	4	5
236	еще более	3	5
237	мы ни	4	5
238	таком случае	7	5
239	же деле	7	5
240	в одном	4	5
241	данного слова	4	5
242	как на	2	5
243	знака к	2	5
244	вместе с	3	5
245	другими словами	9	4
246	слова но	3	4
247	или даже	6	4
248	как он	2	4
249	в тех	3	4
250	все те	2	4
251	эти два	2	4
252	что здесь	5	4
253	едва ли	8	4
254	но именно	4	4
255	и прежде	3	4
256	в области	2	4
257	так что	21	4
258	нас не	6	4
259	и к	9	4
260	всех других	2	4
261	узком смысле	2	4
262	что все	2	4
263	имеет свою	3	4
264	можно сказать	10	4
265	и действительно	2	4
266	эта последняя	2	4
267	в узком	2	4
268	и он	3	4
269	в них	6	4
270	ведь в	2	4
271	в зависимости	3	4
272	и до	3	4
273	и самого	2	4
274	к проблеме	2	4
275	что они	8	4
276	не будем	4	4
277	во всей	3	4
278	мы сказали	2	4
279	бы и	7	4
280	относится к	4	4
281	и то	17	4
