N	2gram	Bakhtin_sl	Stilisti
1	и в	69	42
2	как бы	16	30
3	не только	37	28
4	прежде всего	14	22
5	хотя бы	6	18
6	внутренней речи	3	18
7	то же	17	16
8	но и	37	16
9	и не	32	14
10	не может	27	13
11	может быть	40	13
12	как и	8	12
13	точки зрения	24	11
14	мы уже	4	11
15	в себе	3	10
16	и как	3	10
17	в этом	21	10
18	как мы	15	10
19	в то	17	9
20	для того	2	9
21	все же	10	9
22	то что	2	9
23	язык и	17	9
24	эти слова	4	9
25	при этом	12	9
26	мы не	4	9
27	ничего не	5	8
28	так как	7	8
29	слово как	11	8
30	в ней	7	8
31	таким образом	16	8
32	с его	8	8
33	никогда не	9	7
34	и от	5	7
35	в которой	4	7
36	зависимости от	4	7
37	и той	2	7
38	же время	15	7
39	так и	22	7
40	потому что	2	7
41	слов и	5	7
42	только в	9	7
43	а не	29	7
44	и на	17	7
45	в зависимости	4	7
46	было бы	3	7
47	и его	45	7
48	той же	3	7
49	и тем	3	7
50	одно и	3	6
51	или иной	13	6
52	во всех	25	6
53	жестов и	2	6
54	не в	14	6
55	говорящего и	3	6
56	язык в	9	6
57	точку зрения	6	6
58	или как	4	6
59	речи и	4	6
60	в нем	44	6
61	в свою	4	6
62	в процессе	14	6
63	на его	9	6
64	в его	19	6
65	в форме	3	6
66	слова в	19	6
67	с помощью	5	6
68	и то	2	5
69	все время	4	5
70	того или	2	5
71	в сознании	3	5
72	и следовательно	8	5
73	связанных с	4	5
74	то есть	46	5
75	что язык	2	5
76	мы увидим	2	5
77	слова и	21	5
78	не является	3	5
79	и наконец	9	5
80	и их	6	5
81	как это	3	5
82	а с	2	5
83	мы видели	3	5
84	но все	2	5
85	тому что	2	5
86	точек зрения	8	5
87	а в	10	5
88	но в	13	5
89	или иного	2	5
90	те же	3	5
91	в самом	6	5
92	и с	10	5
93	уже в	2	5
94	в той	13	5
95	с точки	11	5
96	вместе с	3	5
97	да и	2	4
98	слов в	2	4
99	слово не	3	4
100	в одном	4	4
101	так же	2	4
102	так сказать	11	4
103	его в	7	4
104	лишь в	6	4
105	свою очередь	3	4
106	слова как	8	4
107	у нас	2	4
108	влияние на	3	4
109	к своему	11	4
110	того что	4	4
111	можно было	2	4
112	всех своих	2	4
113	один из	9	4
114	и все	9	4
115	в каждом	5	4
116	к тому	3	4
117	о том	5	4
118	точка зрения	10	4
119	если мы	2	4
120	уже не	5	4
121	и к	9	4
122	речь и	3	4
123	в целом	3	4
124	языка и	18	4
125	не знаем	3	4
126	мы видим	2	4
127	той или	13	4
128	не просто	2	4
129	все это	14	4
130	в качестве	4	4
131	себя в	14	4
132	как только	4	4
133	можно сказать	2	4
134	в слове	11	4
135	социальной группы	2	4
136	на слушателя	5	4
137	сказать что	4	3
138	на самом	2	3
139	слово и	5	3
140	язык не	5	3
141	это не	8	3
142	слова но	2	3
143	иметь дело	2	3
144	человеческой речи	2	3
145	том что	6	3
146	авторской речью	2	3
147	нуждается в	3	3
148	и эта	2	3
149	перед нами	7	3
150	словом и	9	3
151	и слово	4	3
152	и даже	11	3
153	этого слова	2	3
154	и здесь	5	3
155	целый ряд	2	3
156	роль в	4	3
157	в виду	2	3
158	в том	7	3
159	в частности	3	3
160	высказывания как	2	3
161	у них	2	3
162	еще не	9	3
163	только на	3	3
164	совершенно не	2	3
165	его и	5	3
166	может стать	3	3
167	как в	18	3
168	свое выражение	3	3
169	не знает	3	3
170	языком и	6	3
171	в разных	3	3
172	для него	8	3
173	не с	5	3
174	по своему	2	3
175	как предмет	4	3
176	и для	7	3
177	в котором	2	3
178	высказывания в	2	3
179	и само	2	3
180	зрения на	9	3
181	что оно	4	3
182	выражение в	4	3
183	между ними	2	3
184	из них	3	3
185	для нас	7	3
186	хотя и	4	3
187	несмотря на	2	3
188	жизни и	5	3
189	что и	2	3
190	в ее	2	3
191	все эти	15	3
192	высказывания и	3	3
193	конечно не	7	3
194	связи с	4	3
195	отношения к	3	3
196	этом случае	4	3
197	слова о	2	3
198	между тем	5	3
199	в основе	8	3
200	до конца	25	2
201	в отношении	9	2
202	для этого	4	2
203	и вообще	2	2
204	речи не	2	2
205	все то	2	2
206	оценок и	4	2
207	и потому	9	2
208	значительной степени	6	2
209	приходится иметь	2	2
210	которые в	4	2
211	с этим	5	2
212	для всех	2	2
213	слова не	5	2
214	с другими	8	2
215	слове в	4	2
216	из этих	3	2
217	но как	2	2
218	человека и	3	2
219	бы и	6	2
220	должно быть	3	2
221	и нет	3	2
222	к этому	3	2
223	с ней	2	2
224	по отношению	2	2
225	нашего сознания	2	2
226	мы найдем	3	2
227	отношение к	8	2
228	друг друга	3	2
229	есть не	2	2
230	должен быть	3	2
231	на возможность	2	2
232	слово в	18	2
233	речь но	3	2
234	а на	3	2
235	кроме того	6	2
236	но эта	2	2
237	в языке	7	2
238	человека в	5	2
239	этом отношении	2	2
240	речи но	2	2
241	в их	6	2
242	том же	4	2
243	в значительной	6	2
244	ее с	2	2
245	и при	2	2
246	в этих	8	2
247	что он	2	2
248	в идеологическом	2	2
249	по своей	2	2
250	и сам	4	2
251	всех его	9	2
252	связано с	3	2
253	отношению к	2	2
254	стилистическое своеобразие	3	2
255	сих пор	4	2
256	его не	4	2
257	в пределах	27	2
258	в какой	2	2
259	при всем	3	2
260	и кроме	2	2
261	понимание и	2	2
262	одной из	4	2
263	но не	7	2
264	как уже	2	2
265	в него	9	2
266	также и	5	2
267	не должно	3	2
268	к нему	7	2
269	но мы	2	2
270	и ответ	2	2
271	связанные с	7	2
272	высказывания не	2	2
273	не из	2	2
274	еще более	7	2
275	связь с	2	2
276	даже и	4	2
277	ту же	5	2
278	не есть	2	2
279	которые являются	2	2
280	и те	3	2
281	однако в	3	2
282	между собой	3	2
283	место в	2	2
284	для них	2	2
285	смысл его	2	2
286	ли он	4	2
287	не было	4	2
288	здесь не	6	2
289	языка в	21	2
290	но это	3	2
291	голоса и	4	2
292	в своей	8	2
293	или даже	5	2
294	и стилистика	3	2
295	или в	10	2
296	в связи	2	2
297	был бы	2	2
298	войти в	2	2
299	он не	5	2
300	друг другу	2	2
301	с ним	12	2
302	мы говорили	2	2
303	вовсе не	16	2
304	же слово	3	2
305	тем и	3	2
306	как с	2	2
307	языка мы	2	2
