N	2gram	Bakhtin_Pr	VLabPisa
1	таким образом	22	32
2	в этом	40	29
3	не только	26	26
4	и в	59	26
5	творческого процесса	5	23
6	может быть	38	23
7	хотя бы	5	20
8	и не	66	20
9	художественного творчества	3	19
10	в процессе	4	17
11	не может	31	17
12	в том	17	15
13	в его	44	15
14	этом отношении	7	14
15	прежде всего	17	13
16	все это	12	13
17	вот что	2	12
18	в частности	2	12
19	как это	2	12
20	что в	14	11
21	с другой	3	11
22	из них	8	11
23	то же	15	10
24	не могут	6	10
25	но и	22	10
26	о том	5	10
27	в художественном	5	10
28	по этому	2	10
29	к этому	6	9
30	об этом	4	9
31	для него	23	9
32	в своем	12	8
33	том что	15	8
34	творчества в	3	8
35	ни один	5	8
36	могут быть	5	8
37	другой стороны	3	8
38	все эти	12	8
39	было бы	10	8
40	только в	15	8
41	вместе с	2	8
42	это не	13	7
43	из этих	2	7
44	во всех	8	7
45	по отношению	17	7
46	в основном	2	7
47	то что	21	7
48	отношению к	17	7
49	тому что	3	7
50	как и	21	7
51	их в	8	7
52	в нем	38	7
53	произведения в	2	7
54	не было	5	7
55	же в	3	7
56	а не	30	7
57	произведения и	2	7
58	не в	10	6
59	в то	15	6
60	в себе	9	6
61	это и	10	6
62	все же	9	6
63	у него	9	6
64	идеи и	2	6
65	в искусстве	2	6
66	так и	13	6
67	приводит к	4	6
68	один из	4	6
69	в зависимости	5	6
70	и его	21	6
71	бы и	6	6
72	между тем	5	6
73	никогда не	19	5
74	даже в	7	5
75	сказать что	9	5
76	в плане	5	5
77	в одном	14	5
78	перед нами	8	5
79	в результате	6	5
80	в пределах	13	5
81	зависимости от	5	5
82	в их	5	5
83	не является	2	5
84	одним из	11	5
85	он говорит	3	5
86	как бы	40	5
87	в них	5	5
88	в целом	8	5
89	вот почему	3	5
90	же время	10	5
91	и есть	6	5
92	художественный образ	2	5
93	по поводу	2	4
94	одна из	4	4
95	в сознании	4	4
96	и ее	5	4
97	одном из	3	4
98	только что	3	4
99	замысла и	2	4
100	роль в	2	4
101	в виду	2	4
102	ее в	2	4
103	что он	16	4
104	в романе	12	4
105	по существу	5	4
106	что все	5	4
107	что для	4	4
108	для его	4	4
109	в единстве	7	4
110	их и	3	4
111	в самом	19	4
112	как раз	9	4
113	в ее	4	4
114	с ними	3	4
115	в своей	17	4
116	является не	3	4
117	них не	2	4
118	можно сказать	3	4
119	в этой	5	4
120	из его	4	4
121	чем же	2	4
122	с его	14	4
123	и от	3	3
124	никак не	3	3
125	например в	5	3
126	и к	5	3
127	с этим	2	3
128	мы имеем	2	3
129	так же	10	3
130	но как	4	3
131	и он	3	3
132	всех этих	3	3
133	бы в	7	3
134	в форме	8	3
135	в конце	9	3
136	его в	6	3
137	и как	10	3
138	тому как	5	3
139	если бы	12	3
140	творчества и	2	3
141	это делает	2	3
142	подобно тому	5	3
143	как он	5	3
144	него в	2	3
145	для того	3	3
146	и их	7	3
147	у нас	2	3
148	как на	4	3
149	его не	2	3
150	того что	4	3
151	образом в	2	3
152	мы видели	3	3
153	нет и	4	3
154	далеко не	3	3
155	этот вопрос	3	3
156	что у	5	3
157	она не	9	3
158	а в	9	3
159	в котором	6	3
160	в творчестве	6	3
161	именно в	8	3
162	в авторской	2	3
163	точки зрения	36	3
164	даже и	2	3
165	мира и	8	3
166	в которых	2	3
167	что оно	2	3
168	со своим	4	3
169	между ними	4	3
170	человека и	2	3
171	что не	6	3
172	жизни и	21	3
173	того чтобы	5	3
174	что и	10	3
175	у тургенева	2	3
176	и мир	4	3
177	и по	4	3
178	или в	2	3
179	что они	3	3
180	же и	2	3
181	данного произведения	2	3
182	вовсе не	13	3
183	в противоположность	3	3
184	не о	3	2
185	относится к	2	2
186	в книге	4	2
187	да и	3	2
188	на это	2	2
189	или иной	3	2
190	и потому	9	2
191	как например	2	2
192	которые в	2	2
193	к этим	2	2
194	с другими	11	2
195	только у	4	2
196	или наконец	4	2
197	только то	3	2
198	так сказать	8	2
199	крайней мере	3	2
200	можно было	5	2
201	автора как	3	2
202	в каждом	11	2
203	должно быть	4	2
204	что она	6	2
205	о своем	2	2
206	и через	2	2
207	отличается от	3	2
208	а о	4	2
209	и даже	4	2
210	вне его	2	2
211	от того	4	2
212	и у	6	2
213	которая не	2	2
214	от характера	3	2
215	конце концов	7	2
216	ее как	3	2
217	а как	8	2
218	нет ни	5	2
219	бы не	3	2
220	все они	4	2
221	в особенности	2	2
222	его произведений	2	2
223	братьях карамазовых	3	2
224	в области	3	2
225	только для	2	2
226	и наконец	5	2
227	в науке	2	2
228	его художественного	6	2
229	достоевского и	14	2
230	еще не	11	2
231	как у	4	2
232	в которой	6	2
233	не по	3	2
234	например у	2	2
235	по крайней	3	2
236	в чем	2	2
237	сих пор	3	2
238	заключается в	3	2
239	в жизни	7	2
240	от них	3	2
241	они и	3	2
242	к ним	3	2
243	но не	13	2
244	и для	5	2
245	не менее	3	2
246	на него	4	2
247	только с	2	2
248	но в	7	2
249	они не	5	2
250	он может	4	2
251	он в	3	2
252	все его	4	2
253	в своих	5	2
254	ни одна	2	2
255	себе и	3	2
256	в ней	8	2
257	в сфере	4	2
258	на вопрос	2	2
259	говорит об	2	2
260	но для	2	2
261	этой точки	3	2
262	идей в	5	2
263	разобраться в	2	2
264	тогда когда	2	2
265	из которых	3	2
266	идеи в	12	2
267	в образе	4	2
268	он и	9	2
269	не столько	3	2
270	что мы	2	2
271	по себе	13	2
272	и достоевский	3	2
273	всяком случае	3	2
274	ни одного	4	2
275	для них	3	2
276	идеологического творчества	2	2
277	человека в	8	2
278	отметить что	2	2
279	же как	5	2
280	он сам	9	2
281	не об	6	2
282	говорить о	3	2
283	самый факт	2	2
284	он не	11	2
285	и сам	5	2
286	во всей	2	2
287	должна быть	4	2
288	но с	4	2
289	плана в	2	2
290	который в	2	2
291	своих героев	5	2
292	лишь в	4	2
293	во всяком	5	2
294	подчеркнуть что	4	2
295	до сих	3	2
