N	2gram	Vygotskiy_	VLabPisa
1	таким образом	36	32
2	в этом	35	29
3	не только	16	26
4	и в	38	26
5	может быть	25	23
6	хотя бы	2	20
7	и не	16	20
8	в процессе	33	17
9	не может	11	17
10	в том	59	15
11	в его	22	15
12	этом отношении	9	14
13	в силу	9	14
14	прежде всего	6	13
15	все это	8	13
16	в частности	4	12
17	как это	16	12
18	в качестве	25	12
19	что в	31	11
20	с другой	11	11
21	из них	5	11
22	то же	18	10
23	не могут	5	10
24	но и	9	10
25	о том	6	10
26	по этому	6	10
27	к этому	5	9
28	об этом	2	9
29	для него	6	9
30	в своем	9	8
31	том что	44	8
32	на основании	11	8
33	ни один	5	8
34	говорит и	2	8
35	могут быть	9	8
36	другой стороны	5	8
37	все эти	9	8
38	было бы	15	8
39	только в	16	8
40	вместе с	18	8
41	это не	5	7
42	из этих	5	7
43	во всех	3	7
44	по отношению	4	7
45	в основном	6	7
46	то что	27	7
47	отношению к	3	7
48	тому что	3	7
49	как и	20	7
50	их в	6	7
51	в нем	4	7
52	в конечном	2	7
53	главным образом	3	7
54	этому поводу	4	7
55	же в	3	7
56	а не	7	7
57	не в	10	6
58	в то	5	6
59	в себе	9	6
60	или менее	5	6
61	все же	11	6
62	том же	3	6
63	у него	3	6
64	так и	11	6
65	более или	3	6
66	приводит к	5	6
67	один из	8	6
68	в зависимости	6	6
69	и его	5	6
70	бы и	2	6
71	между тем	10	6
72	никогда не	11	5
73	даже в	5	5
74	сказать что	10	5
75	в плане	2	5
76	показывают что	6	5
77	в одном	4	5
78	перед нами	15	5
79	в результате	6	5
80	как говорит	7	5
81	зависимости от	7	5
82	в их	12	5
83	не является	13	5
84	одним из	6	5
85	и при	3	5
86	к тому	8	5
87	как бы	17	5
88	в них	3	5
89	в целом	22	5
90	связи с	14	5
91	на основе	29	5
92	одна из	2	4
93	в нашей	4	4
94	образов и	2	4
95	только что	5	4
96	роль в	5	4
97	в виду	4	4
98	ее в	2	4
99	что он	13	4
100	по существу	4	4
101	с тем	18	4
102	что все	2	4
103	следующим образом	4	4
104	когда он	5	4
105	для его	2	4
106	отнюдь не	6	4
107	в самом	8	4
108	с ними	3	4
109	в своей	9	4
110	является не	6	4
111	в связи	9	4
112	во время	3	4
113	можно сказать	2	4
114	в этой	7	4
115	с его	3	4
116	интеллектуальной деятельности	10	3
117	и от	5	3
118	например в	2	3
119	при помощи	3	3
120	и к	9	3
121	с этим	6	3
122	этой проблемы	2	3
123	мы имеем	6	3
124	так же	26	3
125	но как	4	3
126	вслед за	4	3
127	этот процесс	4	3
128	образом не	2	3
129	всех этих	2	3
130	бы в	5	3
131	та или	3	3
132	в форме	2	3
133	его в	8	3
134	и как	11	3
135	тому как	2	3
136	видеть в	4	3
137	если бы	12	3
138	как он	8	3
139	для того	14	3
140	что говорит	2	3
141	и их	4	3
142	как на	2	3
143	в другую	3	3
144	мы знаем	10	3
145	при всем	2	3
146	моментов в	3	3
147	того что	17	3
148	мы видели	8	3
149	далеко не	2	3
150	этот вопрос	5	3
151	видели что	4	3
152	что у	3	3
153	а в	7	3
154	процесса как	2	3
155	в котором	3	3
156	именно в	6	3
157	точки зрения	27	3
158	в которых	3	3
159	что оно	8	3
160	между ними	6	3
161	или иная	3	3
162	человека и	6	3
163	того чтобы	15	3
164	что и	14	3
165	и отдельных	2	3
166	и по	5	3
167	или в	4	3
168	этой области	2	3
169	что они	23	3
170	же и	2	3
171	в слове	3	3
172	это мы	3	3
173	вовсе не	5	3
174	если в	3	2
175	от его	2	2
176	самого себя	2	2
177	одном и	3	2
178	или иной	3	2
179	образом по	3	2
180	показывает что	9	2
181	и потому	2	2
182	того или	2	2
183	не подлежит	2	2
184	как например	2	2
185	которые в	5	2
186	к этим	2	2
187	еще и	2	2
188	слова не	3	2
189	с другими	3	2
190	только у	2	2
191	другом месте	3	2
192	одной стороны	8	2
193	можно было	10	2
194	который по	2	2
195	в каждом	2	2
196	должно быть	3	2
197	что она	7	2
198	начиная с	2	2
199	отличается от	5	2
200	в другом	3	2
201	этом и	2	2
202	процесса в	7	2
203	и даже	4	2
204	от того	8	2
205	реакции на	2	2
206	и у	7	2
207	связанное с	2	2
208	уже по	2	2
209	которая не	5	2
210	с более	2	2
211	вообще и	2	2
212	мышления в	29	2
213	связана с	3	2
214	а как	2	2
215	все они	2	2
216	в области	9	2
217	у них	3	2
218	понятно что	3	2
219	еще не	6	2
220	как у	2	2
221	нет никаких	6	2
222	в которой	4	2
223	отдельных элементов	5	2
224	не по	2	2
225	в течение	2	2
226	эту же	2	2
227	в чем	2	2
228	сих пор	3	2
229	формы и	3	2
230	с одной	8	2
231	же самое	9	2
232	заключается в	22	2
233	часто не	3	2
234	как известно	7	2
235	в жизни	3	2
236	том чтобы	2	2
237	но не	7	2
238	и для	4	2
239	также и	3	2
240	не менее	8	2
241	на него	2	2
242	но в	4	2
243	они не	4	2
244	на то	7	2
245	могло бы	4	2
246	мы наблюдаем	3	2
247	все его	2	2
248	в своих	3	2
249	в конкретной	2	2
250	себе и	2	2
251	в ней	3	2
252	в сфере	3	2
253	этом же	2	2
254	и заключается	2	2
255	говорит об	2	2
256	том отношении	2	2
257	но для	2	2
258	этой точки	4	2
259	нам остается	2	2
260	на этом	3	2
261	тогда когда	10	2
262	из которых	6	2
263	значит что	6	2
264	не столько	4	2
265	что мы	18	2
266	с нею	2	2
267	смысле слова	5	2
268	только не	2	2
269	представить себе	3	2
270	можно ли	2	2
271	по себе	11	2
272	всяком случае	10	2
