N	2gram	Bakhtin_Pr	NovoeSre
1	а не	30	17
2	и в	59	16
3	не может	31	16
4	нового времени	4	12
5	и не	66	11
6	и есть	6	10
7	что в	14	9
8	жизни и	21	8
9	как не	9	8
10	в том	17	8
11	он не	11	8
12	может быть	38	7
13	как и	21	7
14	в этом	40	7
15	никогда не	19	6
16	в высшей	2	6
17	лишь в	4	6
18	ни в	5	6
19	не в	10	6
20	высшей степени	2	6
21	воля к	2	6
22	не знает	5	6
23	но это	7	6
24	с его	14	6
25	не только	26	5
26	в жизни	7	5
27	все это	12	5
28	в нем	38	5
29	с ее	5	5
30	в ней	8	5
31	и к	5	5
32	не во	3	4
33	должно быть	4	4
34	со всех	2	4
35	в них	5	4
36	и для	5	4
37	не имеет	2	4
38	прежде всего	17	4
39	не менее	3	4
40	не было	5	4
41	и потому	9	4
42	перестает быть	4	4
43	то что	21	4
44	о том	5	4
45	это не	13	4
46	потому что	20	4
47	и все	4	4
48	в мире	10	3
49	тому как	5	3
50	но и	22	3
51	подобно тому	5	3
52	с другой	3	3
53	не значит	4	3
54	в ее	4	3
55	она не	9	3
56	и пр	3	3
57	жизни в	3	3
58	в своей	17	3
59	еще не	11	3
60	к ним	3	3
61	в истории	3	3
62	человека и	2	3
63	должна быть	4	3
64	как в	10	3
65	конечно не	7	3
66	не есть	2	3
67	за пределы	10	3
68	в духе	3	3
69	сказать что	9	3
70	во всех	8	3
71	вопрос о	4	3
72	это было	3	3
73	в основе	6	3
74	время как	2	2
75	в себе	9	2
76	что она	6	2
77	к более	2	2
78	как будто	4	2
79	все они	4	2
80	и с	10	2
81	одна из	4	2
82	для этого	4	2
83	себя в	5	2
84	но не	13	2
85	нет и	4	2
86	и т.п	8	2
87	что все	5	2
88	и от	3	2
89	не могли	3	2
90	роль в	2	2
91	того чтобы	5	2
92	и это	5	2
93	хотя бы	5	2
94	же как	5	2
95	а в	9	2
96	все время	4	2
97	но в	7	2
98	том что	15	2
99	нового типа	2	2
100	мысли в	2	2
101	мир и	6	2
102	и на	15	2
103	с этим	2	2
104	бытия в	3	2
105	есть в	10	2
106	и что	2	2
107	все эти	12	2
108	мы не	3	2
109	на протяжении	3	2
110	в смысле	4	2
111	вот почему	3	2
112	можно было	5	2
113	в свои	2	2
114	это и	10	2
115	ни одна	2	2
116	времени в	2	2
117	мира и	8	2
118	у него	9	2
119	самой жизни	2	2
120	уже не	14	2
121	этот мир	3	2
122	по существу	5	2
123	с их	9	2
124	как это	2	2
125	другой стороны	3	2
126	так же	10	2
127	так и	13	2
128	могут быть	5	2
129	но для	2	2
130	быть в	2	2
131	если нет	2	2
132	в то	15	2
133	который в	2	2
134	мысли и	5	2
135	этом смысле	12	2
136	том и	2	2
137	место в	2	2
138	и даже	4	2
139	вместе с	2	2
140	я не	7	2
