N	2gram	Ircho_Kome	Myslijsy
1	потому что	19	182
2	и в	37	121
3	может быть	14	107
4	в том	24	103
5	то что	5	83
6	для нас	7	75
7	что в	11	73
8	и не	28	73
9	только в	3	72
10	не только	13	67
11	а не	5	67
12	таким образом	16	64
13	том что	22	59
14	так как	16	59
15	в этом	18	59
16	но и	18	59
17	то же	14	56
18	не в	7	54
19	если бы	18	53
20	в себе	4	53
21	не может	9	52
22	в нем	8	45
23	было бы	7	45
24	как и	10	42
25	так что	7	39
26	вместе с	16	39
27	мы не	6	38
28	что и	12	38
29	так и	4	37
30	при этом	11	37
31	как в	4	37
32	что мы	4	36
33	тем что	12	33
34	и что	8	32
35	по отношению	6	30
36	а в	12	30
37	но не	9	29
38	что не	5	29
39	между тем	6	29
40	вовсе не	6	28
41	мы можем	7	28
42	могут быть	3	27
43	с этим	5	27
44	и т	5	26
45	не было	6	26
46	независимо от	4	26
47	отношению к	4	26
48	в то	14	24
49	с тем	6	23
50	от того	2	23
51	того как	5	23
52	как бы	7	23
53	но в	7	22
54	не имеет	6	22
55	с другой	5	22
56	то это	5	22
57	и потому	2	21
58	не менее	9	21
59	в ней	7	20
60	в одном	3	20
61	это не	3	20
62	и как	3	19
63	с ним	10	19
64	сказать что	4	19
65	из этих	2	19
66	тем не	3	19
67	о том	21	19
68	того же	9	19
69	для того	9	18
70	еще не	10	18
71	не могут	2	18
72	бы не	3	18
73	в самом	17	18
74	что я	5	18
75	в таком	2	18
76	в его	12	17
77	со стороны	16	17
78	точки зрения	8	17
79	во всяком	3	17
80	уже в	3	17
81	в своем	9	16
82	к тому	11	16
83	в которой	6	16
84	только что	11	16
85	так же	8	16
86	в них	6	16
87	на то	3	16
88	и на	6	16
89	и по	3	15
90	стало быть	2	15
91	в этих	2	15
92	с одной	5	15
93	и тем	4	15
94	что он	15	15
95	прежде всего	7	15
96	только как	2	15
97	с другими	2	15
98	в свою	12	15
99	свою очередь	10	14
100	и без	2	14
101	связи с	5	14
102	в истории	2	14
103	столь же	5	14
104	в котором	6	14
105	все же	9	14
106	во всех	4	14
107	же время	12	14
108	и все	6	13
109	не следует	2	13
110	т п	5	13
111	образом в	2	13
112	и может	2	13
113	например в	3	13
114	в смысле	2	13
115	из них	11	13
116	и его	10	13
117	есть для	2	13
118	никогда не	5	12
119	от него	2	12
120	человека и	2	12
121	друг друга	7	12
122	одно из	3	12
123	что же	2	12
124	все это	7	12
125	под влиянием	2	12
126	как мы	6	12
127	тем более	9	12
128	сих пор	12	12
129	или менее	2	12
130	в чем	7	12
131	хотя и	6	12
132	все остальные	2	12
133	другой стороны	2	12
134	в каждом	3	12
135	более или	2	12
136	всяком случае	3	12
137	до сих	12	12
138	для человека	2	11
139	в силу	2	11
140	той же	2	11
141	того чтобы	9	11
142	в первом	2	11
143	только для	2	11
144	что для	7	11
145	все что	6	11
146	и если	3	11
147	из себя	3	11
148	его в	9	11
149	если не	7	11
150	к нему	8	11
151	же в	3	11
152	к ней	9	11
153	и это	4	11
154	одной стороны	4	10
155	представить себе	2	10
156	том как	5	10
157	и для	7	10
158	хотя бы	5	10
159	в других	4	10
160	если же	2	10
161	тем же	3	10
162	тому что	5	10
163	тех пор	5	10
164	мы видим	2	10
165	и от	3	10
166	и мы	5	10
167	бы в	5	10
168	он не	11	10
169	если мы	2	10
170	и с	5	10
171	то время	3	10
172	и есть	3	10
173	вопрос о	2	9
174	не будет	2	9
175	до того	4	9
176	никто не	2	9
177	и даже	6	9
178	на него	6	9
179	себе не	2	9
180	и о	3	9
181	далеко не	3	9
182	с точки	6	9
183	от нее	5	9
184	самом деле	13	9
185	один из	6	9
186	в целом	4	9
187	во время	8	9
188	что она	10	9
189	до тех	5	9
190	таким же	2	9
191	то мы	2	8
192	на вопрос	5	8
193	мысли что	2	8
194	такое же	2	8
195	по тому	4	8
196	тот же	11	8
197	не как	2	8
198	что они	3	8
199	все равно	3	8
200	в глазах	10	8
201	но все	5	8
202	их в	3	8
203	в которых	7	8
204	во всем	2	8
205	была бы	2	8
206	от них	2	8
207	между ними	4	8
208	этом случае	2	8
209	не так	4	8
210	остается только	2	8
211	по его	2	8
212	судя по	3	8
213	что по	2	8
214	мы в	3	8
215	говорить о	6	8
216	а как	2	7
217	том же	2	7
218	к мысли	2	7
219	на основании	3	7
220	самого начала	5	7
221	она не	3	7
222	с самого	5	7
223	во втором	2	7
224	и во	3	7
225	себя и	2	7
226	только один	2	7
227	за пределы	3	7
228	и тот	6	7
229	за ним	3	7
230	с этой	5	7
231	что у	2	7
232	в своих	4	7
233	к одной	2	7
234	в другой	5	7
235	как она	2	7
236	и теперь	2	7
237	один и	3	7
238	не всегда	2	7
239	тем как	2	7
240	для понимания	3	7
241	на себе	2	7
242	было в	2	7
243	на это	3	7
244	к этому	11	7
245	не с	2	7
246	видно что	2	7
247	несмотря на	7	7
248	его на	5	6
249	но если	3	6
250	слов в	2	6
251	в виду	3	6
252	таким путем	2	6
253	как он	5	6
254	что ни	7	6
255	на его	5	6
256	в образе	5	6
257	в ее	3	6
258	в своей	6	6
259	должна быть	2	6
260	в этой	7	6
261	никак не	2	6
262	в мире	2	6
263	после того	3	6
264	прежде чем	4	6
265	что между	2	6
266	главным образом	2	6
267	друг другу	3	6
268	образом и	2	6
269	в каждой	2	6
270	и к	4	6
271	в их	5	6
272	его не	3	6
273	себе в	6	6
274	между двумя	2	6
275	что с	4	6
276	и до	2	6
277	в сущности	3	6
278	да и	3	6
279	как например	2	6
280	к ним	5	6
281	хотя в	3	6
282	об этом	12	6
283	ни было	3	6
284	что его	10	6
285	же самое	3	6
286	представляется нам	2	6
287	же и	2	6
288	у него	10	6
289	ни был	2	6
290	но он	3	6
291	из того	3	5
292	от своего	2	5
293	как же	2	5
294	а с	2	5
295	можно было	3	5
296	общего с	2	5
297	они не	2	5
298	состоит в	2	5
299	для создания	2	5
300	не говоря	2	5
301	однако в	5	5
302	если в	4	5
303	нет ничего	4	5
304	как не	2	5
305	отношение к	7	5
306	том чтобы	4	5
307	этот вопрос	2	5
308	чем в	5	5
309	даже в	3	5
310	отношения между	2	5
311	и у	4	5
312	в области	3	5
313	чувства в	2	5
314	ответ на	7	5
315	не столько	3	5
316	начнем с	2	5
317	известной степени	2	5
318	но при	2	5
319	мы имеем	4	5
320	в начале	5	5
321	времени и	2	5
322	по мнению	2	5
323	человека в	4	5
324	одним из	2	5
325	не по	7	5
326	в течение	3	5
327	в какой	4	5
328	время как	3	5
329	на этот	6	5
330	и здесь	11	5
331	в той	2	5
332	к другому	2	5
333	конечно не	4	5
334	его мнению	2	4
335	в другом	2	4
336	не могла	3	4
337	при виде	3	4
338	к своему	4	4
339	а его	2	4
340	в ту	2	4
341	то ни	4	4
342	не на	3	4
343	был бы	4	4
344	иначе как	2	4
345	можно считать	2	4
346	не иначе	2	4
347	более чем	6	4
348	отказаться от	3	4
349	я говорю	2	4
350	не мог	2	4
351	ни в	14	4
352	еще более	4	4
353	равно как	7	4
354	из этого	2	4
355	только после	3	4
356	и хотя	3	4
357	на что	2	4
358	не дает	5	4
359	чтобы не	3	4
360	ничего не	6	4
361	что происходит	2	4
362	не без	2	4
363	не зная	5	4
364	не знает	7	4
365	по своему	3	4
366	что к	4	4
367	он в	2	4
368	все его	2	4
369	в голову	2	4
370	одного из	4	4
371	пока не	2	4
372	по этому	3	4
373	на них	3	4
374	в связи	4	4
375	бы то	3	4
376	с его	6	4
377	стороны и	4	4
378	этом отношении	2	4
379	такой же	2	4
380	что касается	5	4
381	так или	3	4
382	он говорит	3	4
383	из двух	3	4
384	того кто	2	4
385	на этом	3	4
386	я и	2	4
387	отношения к	2	4
388	в свой	2	3
389	как ее	2	3
390	что ему	4	3
391	нисколько не	3	3
392	менее в	2	3
393	и ее	3	3
394	в отношении	4	3
395	и поэтому	5	3
396	что здесь	2	3
397	должно было	3	3
398	должен быть	2	3
399	от себя	2	3
400	или вовсе	2	3
401	от ее	3	3
402	отличие от	5	3
403	мы знаем	2	3
404	одной из	4	3
405	в известной	3	3
406	она и	2	3
407	сама она	2	3
408	для развития	2	3
409	ни малейшего	3	3
410	которой мы	2	3
