N	2gram	Bakhtin_Fr	Komedia
1	и в	105	77
2	и не	34	47
3	в том	17	44
4	том что	9	42
5	в г	3	33
6	о том	5	33
7	но и	20	32
8	может быть	11	30
9	таким образом	5	29
10	из них	7	29
11	в то	5	28
12	и его	24	28
13	в этом	22	27
14	потому что	6	27
15	что он	5	26
16	к тому	3	26
17	не только	24	25
18	так как	11	24
19	как и	15	23
20	что в	4	23
21	что и	2	22
22	в самом	7	22
23	в конце	3	21
24	так и	16	21
25	а в	4	21
26	то же	6	21
27	в его	24	20
28	во время	14	19
29	к этому	2	19
30	в этой	11	18
31	тем что	5	17
32	еще не	8	17
33	и здесь	4	17
34	в нем	16	17
35	же время	5	17
36	все же	10	16
37	у него	2	16
38	не менее	2	16
39	при этом	10	16
40	тот же	4	16
41	до нас	11	16
42	и сам	2	16
43	сих пор	7	16
44	он не	3	16
45	до сих	7	16
46	его в	7	15
47	в своем	11	15
48	не в	4	15
49	точки зрения	10	15
50	между тем	5	15
51	прежде всего	26	15
52	один из	5	15
53	было бы	4	15
54	и на	25	15
55	к нему	5	14
56	все это	16	14
57	об этом	2	14
58	на протяжении	9	14
59	и с	8	14
60	о чем	3	13
61	то что	7	13
62	самом деле	3	13
63	но в	16	13
64	в них	13	13
65	того чтобы	3	13
66	мы можем	2	13
67	в одном	8	13
68	как раз	3	13
69	так же	2	12
70	с другой	3	12
71	для того	2	12
72	уже в	5	12
73	несмотря на	5	12
74	в истории	5	12
75	хотя и	4	12
76	в начале	4	12
77	не может	9	12
78	как в	6	12
79	но не	7	12
80	из которых	2	12
81	нового времени	17	12
82	по отношению	2	11
83	наряду с	2	11
84	в их	6	11
85	в частности	6	11
86	как мы	12	11
87	к ней	2	11
88	и даже	10	11
89	на этот	3	11
90	и для	3	11
91	с ним	6	11
92	в отношении	7	10
93	в целом	3	10
94	к себе	3	10
95	отношение к	9	10
96	ничего не	3	10
97	одной из	3	10
98	и все	7	10
99	в чем	2	10
100	что касается	3	10
101	на его	4	10
102	же в	4	10
103	он был	3	10
104	с его	9	10
105	на него	2	10
106	с одной	2	10
107	как бы	33	10
108	еще в	3	10
109	в тех	5	9
110	отличие от	5	9
111	одной стороны	2	9
112	и особенно	4	9
113	и по	3	9
114	в своей	8	9
115	и еще	5	9
116	отношению к	2	9
117	но все	5	9
118	все что	2	9
119	друг друга	3	9
120	вовсе не	25	9
121	только в	16	9
122	в ней	7	9
123	и других	6	8
124	по своему	9	8
125	место в	4	8
126	не знает	6	8
127	дошедших до	2	8
128	а затем	4	8
129	связи с	5	8
130	да и	5	8
131	по поводу	2	8
132	можно было	4	8
133	бы в	2	8
134	в течение	3	8
135	что для	3	8
136	не было	3	8
137	во всех	13	8
138	до конца	4	7
139	в себе	7	7
140	в другом	2	7
141	и у	7	7
142	это время	2	7
143	и к	7	7
144	себе в	2	7
145	и о	4	7
146	в других	3	7
147	и это	3	7
148	и во	6	7
149	в связи	2	7
150	что они	2	7
151	во всяком	2	7
152	тех же	3	7
153	из этих	7	7
154	мы найдем	2	7
155	хотя бы	2	7
