N	3gram	Vygotskiy_	slovoVRo
1	не может быть	6	19
2	в то же	2	18
3	той или иной	2	15
4	с точки зрения	31	15
5	в отличие от	4	14
6	в большинстве случаев	2	11
7	с одной стороны	7	11
8	в этом случае	15	9
9	в зависимости от	6	8
10	с другой стороны	3	6
11	между словом и	8	5
12	в том что	24	5
13	в этом отношении	7	5
14	не только в	2	5
15	и там где	2	5
16	как мы уже	2	5
17	по отношению к	9	5
18	одной стороны и	4	4
19	в лучшем случае	3	4
20	для того чтобы	24	4
21	прямо и непосредственно	3	4
22	друг с другом	6	4
23	таким образом в	2	4
24	и не может	2	4
25	до сих пор	6	4
26	можно сказать что	7	4
27	в свою очередь	3	4
28	не могут быть	3	4
29	одно и то	3	3
30	до известной степени	2	3
31	как мы видели	7	3
32	там где они	2	3
33	к тому что	10	3
34	свое выражение в	5	3
35	и то же	3	3
36	включает в себя	2	3
37	как и в	4	3
38	в собственном смысле	4	3
39	в данном случае	5	3
40	которых мы говорили	3	2
41	не только не	11	2
42	мы не можем	3	2
43	же как и	3	2
44	точки зрения самого	2	2
45	в первом случае	5	2
46	мы уже говорили	2	2
47	о том что	4	2
48	можно было бы	5	2
49	мышления и речи	6	2
50	в то время	8	2
51	в известном смысле	2	2
52	с самого начала	13	2
53	в том и	3	2
54	тот факт что	2	2
55	и во всех	2	2
56	этой точки зрения	4	2
57	то время как	7	2
58	и в этом	2	2
59	с этой точки	4	2
60	тем не менее	4	2
61	о которых мы	3	2
