N	2gram	Bakhtin_Pr	KFilosof
1	может быть	26	45
2	в его	43	42
3	в нем	15	32
4	не может	27	29
5	и не	42	28
6	и в	38	28
7	по отношению	21	26
8	в котором	2	24
9	отношению к	19	22
10	не есть	6	22
11	в себе	4	21
12	и его	16	18
13	только в	13	18
14	в своем	5	17
15	в ее	4	17
16	а не	5	17
17	в этом	15	15
18	не в	7	13
19	как момент	3	13
20	точки зрения	8	13
21	но не	12	12
22	и это	3	12
23	к нему	10	12
24	ни в	11	12
25	мир в	2	12
26	в своей	7	11
27	во всех	11	11
28	все эти	5	11
29	это не	5	10
30	его целом	5	10
31	в целом	3	10
32	и для	11	10
33	в едином	2	10
34	все это	3	10
35	с точки	6	10
36	и есть	2	10
37	в их	10	9
38	для нее	8	9
39	но и	9	9
40	как бы	22	9
41	и все	3	9
42	момент его	2	9
43	себя в	2	8
44	если бы	3	8
45	не было	2	8
46	лишь в	2	8
47	быть только	5	8
48	в мире	3	8
49	в единстве	12	8
50	было бы	8	8
51	в себя	2	8
52	но лишь	2	7
53	и здесь	2	7
54	должен быть	2	7
55	я должен	2	7
56	совершенно не	7	7
57	то что	8	7
58	отнюдь не	19	7
59	поступка и	9	7
60	конечно не	5	7
61	и только	4	7
62	что и	2	7
63	во всем	2	7
64	вовсе не	2	7
65	на основе	6	7
66	этот момент	2	7
67	должно быть	5	6
68	менее всего	3	6
69	отношение к	10	6
70	в том	8	6
71	лишь момент	3	6
72	не имеет	9	6
73	место в	8	6
74	я не	2	6
75	но это	3	6
76	он не	3	6
77	никогда не	5	5
78	принципиально не	4	5
79	его в	9	5
80	все же	6	5
81	не только	9	5
82	бытия в	3	5
83	мы имеем	2	5
84	но как	2	5
85	его как	3	5
86	хотя бы	4	5
87	и содержание	3	5
88	то же	5	5
89	в событии	3	5
90	еще не	7	5
91	эстетического созерцания	3	5
92	не знает	3	5
93	а в	6	5
94	но в	4	5
95	культуры и	3	5
96	есть лишь	3	5
97	событие в	2	5
98	как и	7	5
99	там где	6	5
100	себя и	3	5
101	с ним	5	5
102	проникает в	2	5
103	в основе	5	5
104	что это	2	4
105	тем самым	4	4
106	изнутри самого	3	4
107	но можно	2	4
108	том что	3	4
109	что в	7	4
110	ценности и	2	4
111	и весь	2	4
112	ни было	3	4
113	чем не	2	4
114	прежде всего	13	4
115	в чем	2	4
116	здесь мы	2	4
117	в эстетическом	3	4
118	в своих	2	4
119	входит в	8	4
120	с ними	4	4
121	при этом	5	4
122	только как	6	4
123	познания и	30	4
124	вне ее	2	4
125	всех своих	2	4
126	должна быть	4	4
127	как его	3	4
128	между тем	7	4
129	или иного	2	3
130	ничего не	6	3
131	и должна	3	3
132	того или	2	3
133	в то	4	3
134	на самом	4	3
135	от него	3	3
136	здесь не	4	3
137	событии бытия	2	3
138	в каждом	2	3
139	в другом	2	3
140	а лишь	2	3
141	тем что	2	3
142	и тем	3	3
143	бы не	2	3
144	для того	2	3
145	в современной	2	3
146	эти моменты	2	3
147	самом деле	6	3
148	тем как	5	3
149	в виду	4	3
150	к чему	2	3
151	лишь как	4	3
152	и пр	2	3
153	в корне	2	3
154	нет и	3	3
155	нем и	2	3
156	не менее	4	3
157	поступающего сознания	2	3
158	независимо от	13	3
159	о том	4	3
160	мы здесь	4	3
161	в ней	4	3
162	в свою	2	3
163	могут быть	5	3
164	этом смысле	3	3
165	и этим	6	3
166	здесь нет	2	3
167	но здесь	3	3
168	и на	3	3
169	в единство	2	3
170	что не	4	3
171	культурной области	2	3
172	того что	2	3
173	той или	2	3
174	войти в	2	3
175	рядом с	5	3
176	но конечно	4	3
177	не дает	2	3
178	ясно что	3	3
179	каждый момент	4	2
180	момент ее	3	2
181	только по	4	2
182	или иной	2	2
183	и потому	4	2
184	может обосновать	3	2
185	для эстетического	6	2
186	в данном	4	2
187	место и	2	2
188	содержание и	2	2
189	своих моментах	2	2
190	можно и	2	2
191	говорить о	3	2
192	и ее	2	2
193	и эта	2	2
194	познавательного акта	2	2
195	дело в	2	2
196	содержание не	2	2
197	то ни	3	2
198	к этому	2	2
199	действительности в	2	2
200	может представиться	2	2
201	события и	2	2
202	к себе	2	2
203	тем не	3	2
204	к содержанию	17	2
205	как к	2	2
206	и как	8	2
207	психический процесс	2	2
208	познания но	2	2
209	суждения и	2	2
210	в виде	2	2
211	то или	2	2
212	к ценности	3	2
213	а как	3	2
214	и других	2	2
215	случае мы	2	2
216	все они	5	2
217	имеют место	2	2
218	в области	11	2
219	не остается	2	2
220	что он	2	2
221	из которых	2	2
222	вследствие этого	3	2
223	нами в	2	2
224	со всеми	3	2
225	или как	3	2
226	всех его	4	2
227	так и	5	2
228	ни к	2	2
229	может иметь	5	2
230	едва ли	3	2
231	как в	4	2
232	в него	2	2
233	она не	2	2
234	дело с	6	2
235	он может	2	2
236	ни одна	2	2
237	оно не	3	2
238	и содержания	3	2
239	не нужно	5	2
240	эстетическая деятельность	2	2
241	и именно	2	2
242	себя как	5	2
243	подхода к	2	2
244	не способна	4	2
245	есть его	3	2
246	события так	2	2
247	раз и	2	2
248	того чтобы	2	2
249	в событие	2	2
250	содержания и	6	2
251	или иное	2	2
252	и мир	2	2
253	познавательный акт	5	2
254	что эта	2	2
255	слова в	7	2
256	не следует	2	2
257	содержания но	3	2
258	же время	3	2
259	бы то	3	2
260	чтобы стать	4	2
261	и поступка	15	2
262	основе своей	3	2
263	с его	2	2
