N	2gram	Voloshinov	TeoriaLi
1	не только	4	24
2	и в	12	24
3	может быть	14	22
4	в том	6	20
5	при этом	6	20
6	и не	10	17
7	но и	3	14
8	так и	4	14
9	а не	5	14
10	в себе	3	14
11	но не	2	13
12	внутренней речи	3	13
13	в этом	4	12
14	то же	5	12
15	но в	5	12
16	в его	2	12
17	том что	5	11
18	точки зрения	14	11
19	и его	13	11
20	по отношению	11	10
21	отношению к	11	10
22	как это	2	10
23	что в	2	10
24	в данном	2	9
25	не в	4	9
26	в душе	2	9
27	с другой	4	9
28	в то	2	9
29	только в	6	9
30	не может	16	8
31	как бы	13	8
32	в своей	3	8
33	в своем	2	7
34	мы имеем	2	7
35	отношение к	4	7
36	в самом	4	7
37	место в	2	7
38	в нем	6	7
39	другой стороны	2	6
40	не менее	3	6
41	героя и	5	6
42	еще не	3	6
43	то что	5	6
44	как и	5	6
45	с другими	2	6
46	уже не	4	6
47	между ними	2	6
48	с его	2	6
49	данном случае	2	5
50	художественного произведения	7	5
51	как в	5	5
52	как к	3	5
53	ни в	3	5
54	в виду	5	5
55	в пределах	3	5
56	для него	3	5
57	между тем	3	5
58	могут быть	2	5
59	в художественном	3	5
60	того что	3	5
61	он не	2	5
62	в себя	2	5
63	можно сказать	5	5
64	художественного творчества	3	5
65	никогда не	5	4
66	сказать что	7	4
67	в отношении	2	4
68	его в	4	4
69	это не	2	4
70	и ее	3	4
71	в форме	2	4
72	в этих	2	4
73	в литературе	4	4
74	совпадает с	2	4
75	отношении к	3	4
76	и что	2	4
77	в нашем	11	4
78	и то	2	3
79	и притом	2	3
80	и потому	2	3
81	одной стороны	2	3
82	и для	3	3
83	тем не	3	3
84	если бы	9	3
85	он должен	3	3
86	художественное произведение	3	3
87	с этой	2	3
88	в момент	2	3
89	была бы	2	3
90	между собой	2	3
91	с одной	2	3
92	и др	5	3
93	в жизни	5	3
94	искусства и	2	3
95	имеем в	2	3
96	прежде всего	8	3
97	к его	2	3
98	и к	4	3
99	к содержанию	6	3
100	отнюдь не	5	3
101	с точки	2	3
102	все эти	3	3
103	и по	3	3
104	таким образом	12	3
105	известной степени	2	3
106	имеет место	2	3
107	одно и	2	2
108	в каком	3	2
109	имеет в	3	2
110	так же	3	2
111	дело в	4	2
112	за пределы	4	2
113	до известной	2	2
114	как уже	2	2
115	и здесь	2	2
116	истории литературы	2	2
117	высказывания как	4	2
118	ни было	4	2
119	только на	3	2
120	и другие	2	2
121	в формах	2	2
122	самом деле	3	2
123	автора и	2	2
124	в чем	2	2
125	вместе с	2	2
126	в какой	2	2
127	к нему	4	2
128	и является	4	2
129	от всех	2	2
130	о том	3	2
131	оно не	2	2
132	и на	4	2
133	этой точки	3	2
134	частной жизни	2	2
135	значения и	2	2
136	к герою	3	2
137	автором и	2	2
138	в них	3	2
139	в поэзии	3	2
140	по себе	3	2
141	здесь не	3	2
142	мы в	2	2
143	что и	2	2
144	высказывания и	2	2
145	то ни	3	2
146	себя и	2	2
147	все это	3	2
148	делает его	2	2
149	бы то	3	2
150	этих двух	2	2
151	быть и	3	2
