N	2gram	Tiupa_Vved	Istorich
1	и в	23	181
2	может быть	25	115
3	не только	32	114
4	что он	2	111
5	мы имеем	8	102
6	что в	6	90
7	но и	31	85
8	в этом	27	81
9	то что	9	73
10	таким образом	6	72
11	вместе с	2	71
12	и не	24	67
13	все же	10	65
14	в этих	5	64
15	еще не	8	63
16	не может	14	61
17	этих случаях	2	60
18	так же	2	57
19	то же	8	56
20	никогда не	6	56
21	в том	21	53
22	том что	16	53
23	с другой	10	52
24	а в	15	52
25	потому что	7	52
26	что и	6	51
27	и что	2	51
28	и здесь	2	51
29	мы видели	3	49
30	о том	7	48
31	а не	31	48
32	не в	12	47
33	другой стороны	3	46
34	но в	14	44
35	это не	7	43
36	и его	9	43
37	в нем	9	42
38	только в	9	42
39	как в	8	42
40	или в	3	39
41	в его	9	38
42	для нас	4	38
43	тем что	2	38
44	и на	5	38
45	так и	14	37
46	он не	6	37
47	уже не	7	37
48	как и	21	37
49	мы можем	2	36
50	здесь мы	2	35
51	что они	2	35
52	мы не	6	35
53	не всегда	2	34
54	во время	3	34
55	что это	2	34
56	но не	9	34
57	а именно	3	34
58	связи с	2	34
59	у него	8	34
60	об этом	5	33
61	в качестве	18	32
62	так в	5	31
63	представляет собой	18	31
64	ничего не	3	31
65	прежде всего	11	31
66	один из	3	31
67	с одной	9	30
68	к нему	2	30
69	как мы	5	29
70	одной стороны	9	29
71	но это	4	29
72	например в	2	28
73	что она	2	28
74	и с	2	28
75	как он	2	27
76	героя в	3	27
77	того что	7	27
78	могут быть	5	27
79	в ней	5	26
80	как это	2	26
81	и др	2	26
82	представляют собой	3	26
83	на него	3	26
84	и он	4	25
85	было бы	4	24
86	если бы	10	24
87	что мы	2	24
88	к этому	3	24
89	не менее	4	24
90	видно что	2	24
91	все это	3	23
92	тем не	3	23
93	в частности	19	23
94	в этой	2	23
95	их в	3	23
96	и это	2	23
97	как бы	8	23
98	при этом	43	22
99	и по	3	22
100	с ним	3	22
101	в одном	5	21
102	с появлением	2	21
103	в другом	2	21
104	должны были	3	21
105	к тому	9	21
106	они не	3	21
107	здесь не	2	21
108	связано с	3	21
109	одна из	5	20
110	в силу	2	20
111	наряду с	2	20
112	из этих	5	20
113	так например	2	19
114	и как	2	19
115	что у	4	19
116	на то	3	19
117	но он	2	19
118	не все	2	18
119	в данном	22	18
120	в то	5	18
121	то и	2	17
122	и только	2	17
123	том как	4	17
124	в них	4	17
125	дело не	2	17
126	не вполне	4	16
127	со стороны	15	16
128	перед нами	13	16
129	и все	8	16
130	между двумя	5	16
131	в котором	11	16
132	во всех	2	16
133	данном случае	15	15
134	в целом	4	15
135	на его	2	15
136	в своей	10	15
137	даже в	3	15
138	в особенности	3	15
139	в пределах	3	15
140	тот кто	2	15
141	и даже	3	15
142	детей в	2	15
143	в которых	2	15
144	как будто	6	15
145	в одной	2	15
146	и тем	3	15
147	отношение к	5	14
148	у нас	4	14
149	с того	3	14
150	должна быть	3	14
151	а также	12	14
152	на смену	2	14
153	в него	2	14
154	должен был	2	14
155	можно было	2	14
156	отношению к	11	14
157	и есть	2	14
158	и ее	2	14
159	по отношению	11	14
160	и наконец	2	14
161	но они	3	14
162	на себя	5	14
163	к своему	2	13
164	своего рода	20	13
165	и для	8	13
166	все что	3	13
167	и от	3	13
168	тогда как	16	13
169	в своем	9	13
170	и у	2	13
171	не имеет	3	13
172	в себе	15	13
173	с ними	2	13
174	не просто	2	13
175	по себе	2	13
176	у нее	4	12
177	в их	2	12
178	ответ на	2	12
179	одним из	5	12
180	хотя бы	2	12
181	к себе	2	12
182	не знает	2	12
183	что не	2	12
184	и вот	3	11
185	и более	5	11
186	хотя и	10	11
187	в этот	3	11
188	уже в	2	11
189	человека в	2	11
190	на нее	2	11
191	далеко не	5	11
192	же в	3	11
193	ясно что	2	11
194	к которому	2	11
195	этого не	2	11
196	по мере	2	11
197	восходит к	2	11
198	что же	6	10
199	указывает на	2	10
200	вслед за	3	10
201	как правило	6	10
202	к ним	4	10
203	начинается с	2	10
204	он и	2	10
205	не мог	2	10
206	на основе	2	10
207	не как	2	10
208	а с	4	10
209	но так	2	10
210	не должен	2	10
211	о чем	4	10
212	а на	4	10
213	от них	2	10
214	не было	5	10
215	еще один	3	10
216	себя в	4	10
217	не можем	2	10
218	и к	2	10
219	бы мы	2	9
220	говорилось выше	2	9
221	в основе	6	9
222	в свою	5	9
223	из него	2	9
224	она в	2	9
225	на этот	2	9
226	более или	2	9
227	зависит от	3	9
228	жизни и	8	9
229	и вновь	3	9
230	героя и	5	9
231	что на	4	9
232	на первый	3	9
233	том чтобы	2	9
234	или менее	2	9
235	только на	2	9
236	в чем	2	9
237	стороны и	4	9
238	в течение	2	9
239	целый ряд	2	9
240	приводит к	2	9
241	ему в	2	9
242	тем самым	6	8
243	должен быть	3	8
244	роль в	2	8
245	у них	3	8
246	не говорится	3	8
247	для этого	2	8
248	что такое	23	8
249	входит в	2	8
250	тому как	3	8
251	во всяком	3	8
252	или даже	2	8
253	в современной	7	8
254	на другой	2	8
255	в жизни	7	8
256	подобно тому	3	8
257	же самое	2	8
258	но она	2	8
259	и потому	2	8
260	тут же	3	8
261	его с	2	8
262	и сам	2	8
263	можно сказать	6	8
264	не с	4	8
265	на самом	5	7
266	в конце	3	7
267	и о	4	7
268	а только	3	7
269	состоит в	23	7
270	однако в	9	7
271	того чтобы	2	7
272	если в	3	7
273	тех же	2	7
274	как у	3	7
275	еще в	3	7
276	о которых	2	7
277	вплоть до	2	7
278	тому что	2	7
279	а то	2	7
280	одного из	3	7
281	в начале	3	7
282	в какой	4	7
283	что я	2	7
284	будто бы	3	7
285	ключ к	2	7
286	всяком случае	3	7
287	между тем	3	7
288	первый взгляд	3	7
289	ее и	2	7
290	совершенно не	2	7
291	те же	2	7
292	между собой	2	7
293	ли это	2	7
294	то он	2	7
295	не есть	2	7
296	в области	5	7
297	самом деле	6	7
298	не столько	5	7
299	о ней	4	7
300	обращается к	2	7
301	не по	4	7
302	для него	5	7
303	отличие от	11	6
304	нет ничего	2	6
305	дело с	4	6
306	он является	2	6
307	от себя	2	6
308	той же	3	6
309	заметить что	2	6
310	быть и	2	6
311	к которой	2	6
312	не на	3	6
313	говорят о	2	6
314	также и	6	6
315	сводится к	6	6
316	и оно	2	6
317	мог бы	2	6
318	к жизни	2	6
319	тому же	6	6
320	это только	3	5
321	такого рода	23	5
322	это уже	2	5
323	тоже не	2	5
324	героя с	2	5
325	ее не	2	5
326	никак не	2	5
327	или не	3	5
328	не имели	2	5
329	в своих	5	5
330	соответствии с	8	5
331	и затем	2	5
332	это время	2	5
333	оттого что	2	5
334	по своей	4	5
335	по своему	3	5
336	мира и	5	5
337	для них	3	5
338	эти слова	2	5
339	но при	7	5
340	хотя в	2	5
341	бы в	4	5
342	с ее	3	5
343	мы узнаем	2	5
344	о котором	5	5
345	несмотря на	2	5
346	она может	2	5
347	в виду	3	5
348	от своего	2	5
349	не могло	2	5
350	еще более	2	5
351	оно не	2	5
352	со своей	4	5
353	или иначе	2	5
354	к своей	2	5
355	мы и	2	5
356	подобного рода	3	5
357	да и	3	5
358	могла бы	3	5
359	до этого	2	5
360	которые не	2	5
361	как о	2	5
362	в таком	2	5
363	обратимся к	2	5
364	в отличие	11	5
365	можно назвать	2	5
366	однако не	2	5
367	здесь может	2	4
368	здесь как	2	4
369	и во	2	4
370	могут служить	3	4
371	тем более	3	4
372	все они	2	4
373	быть только	2	4
374	ни с	2	4
375	столь же	3	4
376	в разных	2	4
377	особенно в	3	4
378	в результате	5	4
379	ведет к	2	4
380	что касается	5	4
381	слова в	3	4
382	не существует	3	4
383	как раз	5	4
384	очевидно что	2	4
385	герой и	3	4
386	для героя	2	4
387	на друга	2	4
388	а его	3	4
389	могло бы	4	4
390	принадлежит к	3	4
391	который в	5	4
392	в литературе	2	4
393	мысль о	2	4
394	отнюдь не	14	4
395	в ответ	2	4
396	и через	2	4
397	еще и	2	4
398	из трех	2	4
399	что смерть	2	4
400	когда в	2	4
401	ни к	3	4
402	по ходу	2	4
403	друг на	2	4
404	не один	2	4
405	есть в	2	4
406	в самом	6	4
407	но на	2	4
408	не могу	2	4
409	быть не	4	4
410	по своим	3	4
411	не хотят	2	3
412	означало бы	2	3
413	обратим внимание	3	3
414	точку зрения	2	3
415	своей жизни	3	3
416	это всегда	2	3
417	точка зрения	3	3
418	которая в	3	3
419	представить себе	2	3
420	речь идет	3	3
421	при всей	3	3
422	так сказать	2	3
423	при таком	2	3
424	еще до	2	3
425	этом направлении	2	3
426	при которой	3	3
427	к одной	2	3
428	о них	4	3
429	и после	2	3
430	первобытного человека	2	3
431	как оно	2	3
432	которые могут	2	3
433	вследствие этого	5	3
434	человек в	4	3
435	всякий раз	2	3
436	к мифу	2	3
437	как его	2	3
438	в соответствии	8	3
439	начиная с	3	3
440	в тексте	11	3
441	могли бы	3	3
442	исходя из	4	3
443	именно к	2	3
444	в обоих	3	3
445	каждого из	2	3
446	все равно	2	3
447	внимание на	4	3
448	раз и	2	3
449	встрече с	3	3
450	к его	5	3
451	едва ли	4	3
452	оказывается в	3	3
453	а мы	2	3
454	это своего	3	3
455	не обязательно	2	3
456	бы не	3	3
457	имеем дело	5	3
458	не о	2	2
459	к ее	3	2
460	в ходе	3	2
461	и конец	2	2
462	свою очередь	5	2
463	друг от	2	2
464	а во	2	2
465	который при	2	2
466	свидетельствует о	5	2
467	все было	2	2
468	этом и	2	2
469	в центре	4	2
470	лишь в	4	2
471	частности в	2	2
472	немного погодя	3	2
473	с человеком	2	2
474	в нашем	9	2
475	событий в	2	2
476	чтобы стать	3	2
477	вместо того	2	2
478	из которой	2	2
479	в сущности	3	2
480	мира а	2	2
481	если она	2	2
482	хочет ее	2	2
483	в мире	9	2
484	в конечном	2	2
485	в предыдущих	3	2
486	не к	4	2
487	к одному	2	2
488	случае это	4	2
489	другого человека	2	2
490	этого персонажа	2	2
491	теперь уже	2	2
492	в изложении	3	2
493	этом не	2	2
494	в приведенном	2	2
495	в данной	2	2
496	или точнее	2	2
497	всех его	2	2
498	сохраняется и	3	2
499	за пределами	3	2
500	от друга	2	2
501	пока еще	6	2
502	не следует	3	2
503	или нескольких	3	2
504	сюжета в	2	2
505	в состав	5	2
506	в рамках	5	2
507	что для	2	2
508	жизни так	2	2
509	и вся	3	2
510	не входит	2	2
511	место в	2	2
512	от этих	2	2
513	обратиться к	2	2
514	в сознании	5	2
515	жизни на	2	2
516	вернуться к	2	2
517	но после	2	2
518	как по	2	2
519	а для	2	2
520	она была	2	2
521	всей своей	4	2
522	важно не	2	2
523	говорить о	5	2
524	древних греков	2	2
525	подчеркнуть что	5	2
