N	2gram	Trubetskoy	Narrotol
1	не только	9	62
2	и не	19	50
3	при этом	5	47
4	но и	10	45
5	а не	2	38
6	в качестве	3	35
7	в частности	2	31
8	может быть	9	30
9	и в	14	30
10	в том	17	29
11	том что	9	28
12	тогда как	2	28
13	в этом	17	28
14	а в	5	27
15	состоит в	2	25
16	только в	5	25
17	в данном	7	24
18	как и	4	24
19	не в	4	23
20	то что	13	23
21	не может	22	20
22	данном случае	3	17
23	в себе	9	17
24	со стороны	4	16
25	в его	4	16
26	но в	2	15
27	к тому	7	15
28	в своем	6	13
29	в своей	5	13
30	то же	11	13
31	у него	2	13
32	о том	7	13
33	уже не	2	13
34	все же	4	12
35	прежде всего	8	12
36	как бы	4	12
37	сводится к	3	12
38	тем самым	2	11
39	по отношению	2	11
40	к себе	2	11
41	и тем	2	11
42	в нем	5	11
43	в этой	4	11
44	если бы	6	11
45	жизни в	5	11
46	в мире	4	11
47	никогда не	5	10
48	в то	10	10
49	и т.д	4	10
50	точки зрения	11	10
51	того что	3	10
52	но не	4	10
53	жизни и	4	10
54	между тем	5	10
55	еще не	3	9
56	что он	6	9
57	что в	4	9
58	отнюдь не	7	9
59	той или	3	9
60	для него	6	9
61	потому что	5	9
62	с ним	2	9
63	или иной	5	8
64	самом деле	7	8
65	того чтобы	8	8
66	одна из	3	8
67	и для	6	8
68	в самом	3	8
69	и к	6	8
70	же время	10	8
71	в таком	2	8
72	он не	5	8
73	в конце	3	7
74	в ней	2	7
75	на себя	2	7
76	и состоит	2	7
77	в силу	2	7
78	в глазах	2	7
79	в котором	2	7
80	и на	5	7
81	или в	3	7
82	в сознании	3	6
83	что и	3	6
84	то в	3	6
85	из этих	3	6
86	в результате	2	6
87	на то	5	6
88	все что	4	6
89	таким образом	11	6
90	на самом	6	5
91	для нее	2	5
92	в другом	3	5
93	точку зрения	4	5
94	и о	2	5
95	о котором	3	5
96	к нему	2	5
97	место в	2	5
98	между собой	5	5
99	было бы	5	5
100	да и	3	5
101	и то	4	5
102	и от	2	5
103	что это	3	5
104	в начале	2	5
105	себя в	4	5
106	этом и	2	5
107	и даже	2	5
108	для того	6	5
109	их в	2	5
110	именно в	3	5
111	в своих	6	5
112	но для	2	5
113	если не	2	5
114	из них	3	5
115	не было	3	5
116	он сам	3	5
117	как будто	2	5
118	не о	2	4
119	в области	2	4
120	только на	2	4
121	друг друга	3	4
122	тому что	2	4
123	она не	2	4
124	на том	3	4
125	не будет	7	4
126	представить себе	2	4
127	и по	3	4
128	что они	3	4
129	быть и	2	4
130	хотя бы	5	4
131	и как	3	4
132	для себя	2	4
133	зависит от	2	4
134	и с	7	4
135	для нас	2	4
136	по себе	2	4
137	несмотря на	3	4
138	всяком случае	6	4
139	которой он	4	4
140	во всяком	9	4
141	не к	2	4
142	вместе с	4	4
143	и потому	3	3
144	не подлежит	2	3
145	так же	2	3
146	а лишь	4	3
147	к чему	2	3
148	в виде	3	3
149	этого не	2	3
150	и вот	2	3
151	а с	2	3
152	одной из	3	3
153	участие в	2	3
154	самим собой	12	3
155	точно так	2	3
156	все эти	2	3
157	связи с	3	3
158	и тогда	2	3
159	во время	2	3
160	и т	3	3
161	речь идет	2	3
162	или иного	2	3
163	того или	2	3
164	но это	2	3
165	можно было	4	3
166	только к	3	3
167	даже если	2	3
168	лишь в	3	3
169	в этих	2	3
170	сих пор	5	3
171	не должен	2	3
172	при отсутствии	2	3
173	приводит к	4	3
174	с точки	9	3
175	и что	2	3
176	говорить о	3	3
177	не просто	2	3
178	и только	5	3
179	как на	8	3
180	или нескольких	2	3
181	до сих	5	3
182	в будущем	3	2
183	она может	3	2
184	даже не	2	2
185	или менее	4	2
186	одному из	2	2
187	говоря о	2	2
188	что с	2	2
189	всю свою	2	2
190	в их	4	2
191	так что	2	2
192	людей и	2	2
193	на основании	2	2
194	что может	3	2
195	указывает на	2	2
196	только с	2	2
197	более или	4	2
198	с нею	3	2
199	можно ли	3	2
200	что же	4	2
201	для них	3	2
202	и во	3	2
203	признать что	6	2
204	если в	6	2
205	чтобы в	2	2
206	в россии	6	2
207	церкви и	9	2
208	время в	2	2
209	это в	2	2
210	должно быть	3	2
211	на это	2	2
212	мы можем	2	2
213	целый ряд	2	2
214	принадлежат к	2	2
215	все это	6	2
216	тем что	3	2
217	не есть	3	2
218	и наконец	2	2
219	и есть	2	2
220	его и	2	2
221	в течение	2	2
222	себе и	4	2
223	во всех	5	2
224	должна быть	2	2
225	и более	2	2
226	и является	2	2
227	а между	5	2
228	в последние	5	2
229	из которых	5	2
230	в других	2	2
231	таким же	3	2
232	ни от	2	2
233	если же	2	2
234	не можем	2	2
235	а потому	5	2
236	ясно что	2	2
