N	2gram	Trubetskoy	EvropaiE
1	и в	24	37
2	точки зрения	14	23
3	что в	9	21
4	не только	10	18
5	с точки	8	17
6	в то	6	16
7	хотя бы	4	15
8	то же	4	15
9	в своем	12	14
10	но в	5	14
11	но и	11	14
12	и не	9	14
13	же время	2	14
14	в этом	13	12
15	в том	31	11
16	в их	4	11
17	в области	4	11
18	так и	10	10
19	так же	8	9
20	не может	18	9
21	земного шара	8	9
22	отнюдь не	2	9
23	в себе	5	9
24	прежде всего	3	9
25	только в	6	9
26	одной стороны	2	8
27	между тем	12	8
28	было бы	3	8
29	и качественной	2	8
30	с одной	3	8
31	к тому	8	8
32	по своему	5	7
33	также и	2	7
34	с другой	6	7
35	как и	10	7
36	так как	7	7
37	равноценности и	2	7
38	между прочим	2	7
39	того что	7	7
40	культурных ценностей	20	6
41	том что	20	6
42	во всех	10	6
43	то есть	2	6
44	может быть	17	6
45	и на	6	6
46	с этой	3	6
47	того чтобы	8	6
48	для того	8	6
49	на то	9	6
50	то что	18	6
51	как бы	10	6
52	качественной несоизмеримости	2	6
53	вовсе не	2	6
54	но не	3	5
55	тем самым	3	5
56	и по	3	5
57	и потому	3	5
58	столь же	5	5
59	но если	2	5
60	как мы	3	5
61	от эгоцентризма	2	5
62	не в	9	5
63	в виде	4	5
64	в частности	2	5
65	в течение	4	5
66	же как	3	5
67	даже в	3	4
68	вопрос о	3	4
69	не имеет	2	4
70	то в	2	4
71	независимо от	2	4
72	культуры в	10	4
73	именно в	5	4
74	в процессе	2	4
75	в самом	8	4
76	но даже	3	4
77	европейской цивилизации	10	4
78	в ней	3	4
79	для нас	3	4
80	несмотря на	6	4
81	тем более	3	4
82	для удовлетворения	2	4
83	ни было	3	4
84	то ни	4	4
85	бы то	3	4
86	чем в	3	4
87	никогда не	4	3
88	свой народ	2	3
89	с тем	4	3
90	и от	5	3
91	этих народов	5	3
92	и для	6	3
93	и только	2	3
94	в культурном	3	3
95	различия в	3	3
96	из всех	5	3
97	европейской культуры	8	3
98	о том	7	3
99	очевидно что	3	3
100	к ним	2	3
101	в данном	3	3
102	в общем	6	3
103	того же	9	3
104	в которых	2	3
105	значительная часть	4	3
106	в свою	2	3
107	и к	5	3
108	в результате	9	3
109	мы можем	6	3
110	но на	2	3
111	народ и	4	3
112	культур и	2	3
113	уже и	3	3
114	от них	2	3
115	не будет	5	3
116	из них	5	3
117	всех культур	2	3
118	данного народа	7	3
119	в них	2	3
120	можно ли	2	3
121	и народов	2	3
122	с более	3	3
123	культурной ценности	2	3
124	всяком случае	2	3
125	мы видели	2	3
126	что и	7	3
127	друг с	9	3
128	и некоторые	2	3
129	является ли	3	3
130	не более	2	3
131	на долю	2	3
132	тех народов	2	3
133	потому что	9	3
134	всеобщей европеизации	3	3
135	в таком	4	3
136	в психологии	4	3
137	народов и	6	3
138	заключает в	2	3
139	с другом	9	3
140	как на	6	3
141	во всяком	2	3
142	всех прочих	2	2
143	культуры но	2	2
144	есть в	2	2
145	именно потому	2	2
146	данном случае	3	2
147	и если	6	2
148	представление о	3	2
149	в мире	6	2
150	в его	5	2
151	не есть	4	2
152	на месте	2	2
153	чем больше	4	2
154	что это	5	2
155	рано или	2	2
156	в эту	2	2
157	европейской культуре	5	2
158	при помощи	3	2
159	и то	4	2
160	что если	3	2
161	к нему	2	2
162	не могут	4	2
163	помнить что	2	2
164	она не	2	2
165	а в	3	2
166	с этим	12	2
167	из того	4	2
168	европейцев над	2	2
169	мы должны	4	2
170	и сейчас	4	2
171	в котором	2	2
172	но как	2	2
173	в сторону	3	2
174	далеко не	5	2
175	в своих	2	2
176	от друга	6	2
177	в англию	2	2
178	с в	3	2
179	или поздно	2	2
180	только те	3	2
181	культуры как	4	2
182	и поэтому	2	2
183	тем меньше	2	2
184	и с	5	2
185	бы в	3	2
186	этот вопрос	2	2
187	что на	2	2
188	во втором	2	2
189	то которое	2	2
190	другой стороны	5	2
191	что все	5	2
192	бороться с	5	2
193	между ними	2	2
194	тогда когда	3	2
195	по своей	7	2
196	в европейской	4	2
197	всеми или	2	2
198	течением времени	4	2
199	этой культуры	4	2
200	ко всему	2	2
201	что же	2	2
202	целый ряд	4	2
203	если бы	8	2
204	отрицательных последствий	4	2
205	иначе говоря	4	2
206	в этих	3	2
207	жизни и	2	2
208	в силу	7	2
209	человеческого рода	3	2
210	как не	2	2
211	и того	3	2
212	и других	3	2
213	культуры с	2	2
214	с течением	4	2
215	народов которые	3	2
216	и что	9	2
217	и наконец	3	2
218	в гораздо	2	2
219	другие народы	4	2
220	культуру в	3	2
221	свою очередь	2	2
222	этот процесс	2	2
223	и все	9	2
224	друг от	6	2
225	по сравнению	5	2
226	таким образом	34	2
227	в истории	3	2
228	он не	4	2
229	культур по	2	2
230	как будто	5	2
231	такой же	2	2
232	только одно	3	2
233	во всей	2	2
234	случаях когда	3	2
235	сравнению с	5	2
236	но по	3	2
237	что эти	2	2
238	же мало	2	2
239	в этой	7	2
240	но с	2	2
241	меньше чем	2	2
242	между собой	4	2
243	хотя и	4	2
244	должна быть	6	2
245	эти последние	2	2
246	к той	2	2
247	вместе с	7	2
248	заключается в	3	2
249	и более	2	2
250	имеет место	2	2
251	при условии	2	2
252	культуры и	11	2
