N	2gram	Medvedev_V	Problema
1	и в	26	182
2	и не	20	152
3	вовсе не	3	145
4	то что	7	144
5	не только	26	104
6	в этом	29	88
7	может быть	23	82
8	том что	8	81
9	в том	15	81
10	только в	8	73
11	сказать что	5	72
12	но и	10	70
13	у нас	3	68
14	также и	2	68
15	и даже	2	66
16	по себе	2	64
17	даже и	3	63
18	не менее	2	58
19	о том	10	57
20	так и	6	56
21	а не	7	56
22	но в	2	55
23	отнюдь не	4	48
24	в себе	6	48
25	при помощи	3	47
26	смысле слова	2	47
27	было бы	8	46
28	в своей	4	45
29	прежде всего	13	45
30	что в	11	44
31	в его	15	44
32	все эти	8	43
33	не в	6	43
34	таким образом	32	42
35	как раз	4	42
36	то же	10	42
37	что мы	2	40
38	что он	4	40
39	не может	17	39
40	в этой	4	39
41	во всяком	2	39
42	как бы	5	39
43	в стихотворении	2	38
44	никак не	3	37
45	хотя бы	20	37
46	того что	3	37
47	в нем	7	37
48	еще не	2	36
49	точки зрения	3	36
50	и т	25	35
51	в виду	4	34
52	как и	7	34
53	не является	5	33
54	или иной	2	33
55	т д	16	33
56	же самое	2	33
57	в то	6	32
58	но не	2	32
59	в своем	8	31
60	в конце	3	31
61	связи с	5	31
62	все это	13	31
63	что такое	2	31
64	так же	3	31
65	с другой	11	30
66	и для	2	30
67	художественный образ	5	29
68	перед нами	5	29
69	все же	6	29
70	об этом	9	29
71	в связи	4	29
72	можно сказать	4	29
73	а в	3	28
74	и как	3	27
75	хотя и	2	27
76	еще и	2	26
77	по крайней	2	26
78	в результате	5	26
79	вместе с	8	26
80	это не	7	26
81	крайней мере	2	26
82	да и	2	26
83	другой стороны	8	26
84	и его	6	26
85	всяком случае	2	25
86	с тем	4	24
87	на то	2	23
88	конце концов	2	23
89	в качестве	12	23
90	никогда не	5	22
91	его в	3	22
92	и есть	5	22
93	значит что	2	22
94	что и	3	22
95	можно ли	2	22
96	и от	3	22
97	всех этих	3	22
98	и к	3	22
99	и ее	4	21
100	в самом	4	21
101	говорить о	2	21
102	и потому	2	20
103	как о	3	20
104	но как	3	20
105	для того	3	20
106	именно в	3	20
107	о чем	2	20
108	можно было	2	20
109	или в	3	20
110	того или	2	19
111	если бы	3	19
112	то это	2	19
113	он не	2	19
114	в них	5	19
115	жизни и	3	19
116	того чтобы	3	18
117	в ее	4	18
118	не было	7	18
119	в ней	2	18
120	пока еще	2	17
121	это и	6	17
122	что они	3	17
123	во всех	7	17
124	но даже	3	16
125	к тому	5	16
126	художественного произведения	6	16
127	же в	7	16
128	между собою	2	16
129	далеко не	3	16
130	как это	12	16
131	что она	2	16
132	будто бы	2	16
133	он и	2	16
134	в чем	2	15
135	в частности	12	15
136	у него	6	15
137	что не	3	15
138	с этим	3	15
139	и сам	2	15
140	что все	4	14
141	говорит о	7	14
142	сих пор	2	14
143	искусства и	2	14
144	в котором	3	14
145	с другими	2	14
146	только о	2	14
147	до сих	2	14
148	который в	2	13
149	в целях	2	13
150	в их	5	13
151	бы и	6	13
152	действительности и	7	13
153	тому что	7	13
154	мы имеем	3	13
155	в области	2	13
156	же и	3	13
157	из них	11	13
158	в которой	2	12
159	в другом	2	12
160	с одной	2	12
161	в целом	5	12
162	для них	2	12
163	он сам	2	12
164	не о	2	11
165	в нашей	4	11
166	только не	2	11
167	у пушкина	2	11
168	не могут	10	11
169	одной стороны	2	11
170	и у	2	11
171	по этому	10	11
172	по поводу	4	11
173	и их	3	11
174	что его	2	11
175	заключается в	2	11
176	в искусстве	6	11
177	один из	6	10
178	отличается от	2	10
179	ни с	2	10
180	что у	3	10
181	что для	4	10
182	в одном	5	10
183	художественного творчества	19	10
184	или менее	6	10
185	он в	2	10
186	что оно	3	10
187	внимание на	2	10
188	относится к	2	10
189	только то	2	10
190	бы не	2	10
191	художественное произведение	7	10
192	более или	6	10
193	в году	7	10
194	из которых	2	10
195	тогда когда	2	9
196	которые в	2	9
197	она не	3	9
198	между прочим	2	9
199	в художественном	10	9
200	этому поводу	7	9
201	представить себе	2	9
202	только для	2	9
203	и наконец	2	9
204	чем же	4	9
205	не вполне	2	9
206	в своих	2	9
207	их в	7	9
208	вообще и	2	9
209	нет и	3	9
210	в которых	3	9
211	что даже	2	9
212	того как	2	9
213	бы в	3	9
214	в жизни	2	9
215	как он	3	8
216	иметь в	2	8
217	и по	3	8
218	для него	9	8
219	если в	2	8
220	только что	4	8
221	в силу	14	8
222	себе и	2	8
223	является не	4	8
224	к его	2	8
225	том как	3	8
226	вплоть до	2	8
227	в сознании	4	8
228	только с	2	8
229	к сожалению	2	8
230	из этих	7	8
231	во всей	2	8
232	и он	3	8
233	и этот	2	8
234	и при	5	8
235	но для	2	8
236	и весь	2	8
237	что при	2	8
238	значит и	3	7
239	это только	4	7
240	одной из	2	7
241	значительной мере	3	7
242	но вот	2	7
243	до нас	2	7
244	в значительной	3	7
245	все они	2	7
246	понимать как	2	7
247	даже в	5	7
248	из себя	2	7
249	в науке	2	7
250	даже не	2	7
251	его от	2	7
252	мира и	3	7
253	образы и	5	7
254	же как	2	7
255	о своем	2	7
256	этой области	3	7
257	ее в	4	7
258	уже по	2	6
259	идеи и	6	6
260	а н	3	6
261	в зависимости	6	6
262	на него	2	6
263	в статье	4	6
264	когда он	4	6
265	этот вопрос	3	6
