N	2gram	Voloshinov	Narrotol
1	не только	6	62
2	и не	8	50
3	при этом	2	47
4	но и	3	45
5	а не	2	38
6	может быть	8	30
7	и в	13	30
8	в том	2	29
9	своего рода	2	28
10	том что	2	28
11	в этом	2	28
12	а в	2	27
13	только в	6	25
14	в данном	2	24
15	как и	3	24
16	не в	3	23
17	то что	6	23
18	не может	8	20
19	данном случае	2	17
20	в себе	3	17
21	так и	3	17
22	а также	2	17
23	в его	7	16
24	но в	4	15
25	к тому	2	15
26	и т.п	7	15
27	и его	12	14
28	в своей	4	13
29	то же	4	13
30	все же	5	12
31	прежде всего	9	12
32	как в	2	12
33	как бы	6	12
34	по отношению	3	11
35	и тем	2	11
36	в нем	2	11
37	если бы	2	11
38	отношению к	3	11
39	никогда не	3	10
40	и т.д	5	10
41	точки зрения	7	10
42	не является	4	10
43	и все	3	10
44	между тем	2	10
45	во времени	2	9
46	что в	3	9
47	для него	2	9
48	самом деле	3	8
49	не менее	2	8
50	и для	3	8
51	в самом	2	8
52	и к	2	8
53	соответствии с	2	8
54	не мог	2	8
55	вслед за	2	7
56	в чем	2	7
57	в ней	2	7
58	в целом	2	7
59	в ее	3	7
60	имеет место	2	7
61	с другой	2	7
62	одной стороны	2	6
63	в сознании	4	6
64	героя и	2	6
65	с одной	2	6
66	таким образом	6	6
67	в другом	2	5
68	точку зрения	3	5
69	не столько	3	5
70	было бы	4	5
71	мы не	4	5
72	да и	3	5
73	и то	3	5
74	с ними	2	5
75	в пределах	3	5
76	в своих	2	5
77	но для	3	5
78	еще в	2	5
79	в одном	3	5
80	и уже	3	5
81	и ее	2	4
82	роль в	2	4
83	в области	2	4
84	в них	2	4
85	не на	2	4
86	что они	2	4
87	хотя бы	5	4
88	не имеет	2	4
89	для себя	2	4
90	мог бы	2	4
91	несмотря на	2	4
92	еще и	4	3
93	так же	2	3
94	с этой	2	3
95	а как	2	3
96	здесь мы	3	3
97	все эти	2	3
98	в связи	2	3
99	или иного	2	3
100	в зависимости	2	3
101	произведения как	4	3
102	того или	2	3
103	в которой	3	3
104	зависимости от	2	3
105	лишь в	4	3
106	всей своей	2	3
107	входит в	2	3
108	собственно говоря	2	3
109	с точки	5	3
110	говорить о	3	3
111	на фоне	4	3
112	к одному	3	2
113	в действительности	2	2
114	т.п и	3	2
115	которое может	2	2
116	наконец в	2	2
117	в их	3	2
118	от своего	2	2
119	иным как	2	2
120	на две	2	2
121	в произведении	2	2
122	в общем	2	2
123	те же	2	2
124	могут быть	2	2
125	в процессе	5	2
126	что же	3	2
127	в двух	4	2
128	вовсе не	2	2
129	чем иным	2	2
130	одно и	3	2
131	другой стороны	2	2
132	сознания и	2	2
133	бы в	2	2
134	в этот	2	2
135	мы можем	4	2
136	слова и	2	2
137	превращается в	3	2
138	все это	4	2
139	тем что	2	2
140	и наконец	5	2
141	что иное	2	2
142	в течение	2	2
143	и наиболее	2	2
144	и является	2	2
145	иное как	2	2
146	с помощью	2	2
