N	2gram	Trubetskoy	Istorich
1	и в	14	181
2	и т	3	160
3	может быть	9	115
4	не только	9	114
5	что он	6	111
6	что в	4	90
7	но и	10	85
8	в этом	17	81
9	так как	4	75
10	то что	13	73
11	таким образом	11	72
12	вместе с	4	71
13	и не	19	67
14	все же	4	65
15	в этих	2	64
16	еще не	3	63
17	не может	22	61
18	так же	2	57
19	то же	11	56
20	никогда не	5	56
21	в том	17	53
22	том что	9	53
23	а в	5	52
24	потому что	5	52
25	что и	3	51
26	и что	2	51
27	о том	7	48
28	а не	2	48
29	его в	4	47
30	не в	4	47
31	мы должны	7	44
32	но в	2	44
33	в нем	5	42
34	только в	5	42
35	или в	3	39
36	в его	4	38
37	для нас	2	38
38	тем что	3	38
39	и на	5	38
40	он не	5	37
41	уже не	2	37
42	как и	4	37
43	мы уже	2	37
44	мы можем	2	36
45	знаем что	3	36
46	с тем	6	35
47	что они	3	35
48	все эти	2	35
49	во время	2	34
50	что это	3	34
51	но не	4	34
52	связи с	3	34
53	у него	2	34
54	сих пор	5	32
55	в качестве	3	32
56	прежде всего	8	31
57	то это	3	31
58	с этим	2	30
59	до сих	5	30
60	к нему	2	30
61	этом случае	3	29
62	но это	2	29
63	и с	7	28
64	так что	2	27
65	того что	3	27
66	в ней	2	26
67	вопрос о	5	25
68	было бы	5	24
69	если бы	6	24
70	в виде	3	24
71	все это	6	23
72	в частности	2	23
73	точно так	2	23
74	в этой	4	23
75	их в	2	23
76	как бы	4	23
77	при этом	5	22
78	и по	3	22
79	с ним	2	22
80	в некоторых	2	22
81	ее в	2	21
82	в другом	3	21
83	к тому	7	21
84	она не	2	20
85	одна из	3	20
86	в других	2	20
87	из них	3	20
88	в силу	2	20
89	из этих	3	20
90	и как	3	19
91	на том	3	19
92	есть и	2	19
93	на то	5	19
94	в данном	7	18
95	в то	10	18
96	по существу	5	17
97	и только	5	17
98	у народов	2	17
99	всех этих	3	16
100	со стороны	4	16
101	в котором	2	16
102	этот вопрос	2	16
103	во всех	5	16
104	данном случае	3	15
105	в своей	5	15
106	и то	4	15
107	его и	2	15
108	друг друга	3	15
109	и даже	2	15
110	как будто	2	15
111	и тем	2	15
112	от него	2	14
113	но мы	3	14
114	должна быть	2	14
115	можно было	4	14
116	из которых	5	14
117	и есть	2	14
118	одной из	3	14
119	по отношению	2	14
120	и наконец	2	14
121	на себя	2	14
122	и для	6	13
123	все что	4	13
124	в таких	2	13
125	и от	2	13
126	тогда как	2	13
127	в своем	6	13
128	и если	7	13
129	в себе	9	13
130	не просто	2	13
131	по себе	2	13
132	таким же	3	13
133	во всем	4	12
134	в их	4	12
135	к этой	4	12
136	хотя бы	5	12
137	к себе	2	12
138	и вот	2	11
139	и более	2	11
140	главным образом	3	11
141	только с	2	11
142	точки зрения	11	11
143	ясно что	2	11
144	на которой	2	11
145	этого не	2	11
146	приходит к	3	10
147	на этой	2	10
148	что же	4	10
149	и тот	2	10
150	но если	3	10
151	указывает на	2	10
152	если не	2	10
153	на земле	4	10
154	их не	2	10
155	а с	2	10
156	не должен	2	10
157	ни в	2	10
158	не было	3	10
159	себя в	4	10
160	не можем	2	10
161	друг с	14	10
162	и к	6	10
163	он должен	5	9
164	так часто	2	9
165	которой он	4	9
166	из этого	3	9
167	не могут	4	9
168	тогда когда	4	9
169	по этому	2	9
170	более или	4	9
171	зависит от	2	9
172	но для	2	9
173	жизни и	4	9
174	с другом	14	9
175	не будет	7	9
176	том чтобы	3	9
177	или менее	4	9
178	только на	2	9
179	и вместе	2	9
180	в течение	2	9
181	целый ряд	2	9
182	приводит к	4	9
183	тем самым	2	8
184	для этого	3	8
185	именно в	3	8
186	что такое	2	8
187	во всяком	9	8
188	именно на	2	8
189	на это	2	8
190	большинстве случаев	2	8
191	но она	2	8
192	и потому	3	8
193	не так	2	8
194	приводят к	2	8
195	от того	4	8
196	конечно не	5	8
197	на самом	6	7
198	в конце	3	7
199	и о	2	7
200	состоит в	2	7
201	того чтобы	8	7
202	если в	6	7
203	себе и	4	7
204	о которых	3	7
205	тому что	2	7
206	в начале	2	7
207	всяком случае	6	7
208	как на	8	7
209	между тем	5	7
210	совершенно не	2	7
211	и при	6	7
212	между собой	5	7
213	во многих	2	7
214	ли это	4	7
215	не есть	3	7
216	в области	2	7
217	самом деле	7	7
