N	3gram	Voloshinov	KulturaY
1	для того чтобы	3	38
2	с точки зрения	15	36
3	в том что	9	33
4	в самом деле	10	29
5	во всяком случае	8	19
6	тем не менее	4	19
7	то обстоятельство что	2	19
8	в зависимости от	4	16
9	до сих пор	3	14
10	по отношению к	11	13
11	в этом отношении	4	11
12	не может быть	14	11
13	о том что	3	10
14	в этом смысле	2	10
15	на самом деле	4	8
16	а с другой	2	7
17	с одной стороны	2	7
18	и тем не	2	7
19	в свою очередь	4	7
20	в то же	6	6
21	хотя бы и	2	6
22	то же время	6	6
23	в отличие от	2	6
24	на этот вопрос	3	5
25	что же касается	3	5
26	то или иное	2	5
27	так и в	3	5
28	в данном случае	4	5
29	и пр и	2	5
30	как мы видели	8	5
31	в конечном счете	3	4
32	пр и пр	2	4
33	сам по себе	4	4
34	том что он	2	4
35	заключается в том	2	4
36	к тому что	2	4
37	только то что	3	4
38	зависимости от того	2	4
39	что все эти	3	4
40	в таких случаях	2	3
41	с помощью которого	2	3
42	в таком случае	4	3
43	не могут быть	4	3
44	ни в какой	2	3
45	как раз и	2	3
46	в конце концов	2	3
47	что и в	2	3
48	мы увидим что	4	3
49	к тому чтобы	3	3
50	и прежде всего	7	2
51	бы то ни	3	2
52	по своему содержанию	2	2
53	в применении к	2	2
54	и той же	3	2
55	вовсе не в	2	2
56	мы знаем что	6	2
57	а следовательно и	2	2
58	у нас в	2	2
59	в большинстве случаев	5	2
60	ни в каком	2	2
61	таким образом в	2	2
62	в другом месте	2	2
63	что же такое	2	2
64	может быть и	6	2
65	и тот же	3	2
66	в собственном смысле	3	2
67	то что мы	2	2
68	мы могли бы	2	2
69	выйти за пределы	3	2
70	одной и той	3	2
71	в узком смысле	2	2
72	один и тот	3	2
73	можно сказать что	5	2
74	в первый период	4	2
75	это вовсе не	4	2
76	в ее целом	4	2
77	а вовсе не	3	2
