N	2gram	Bakhtin_Fr	Literetu
1	а не	6	50
2	и не	23	47
3	не только	23	46
4	и в	67	44
5	может быть	4	43
6	при этом	5	41
7	но и	23	41
8	в том	16	39
9	в этом	27	38
10	своего рода	7	37
11	том что	13	32
12	в частности	4	30
13	то что	9	29
14	в качестве	5	27
15	в году	6	26
16	то же	18	26
17	как и	19	23
18	в то	17	23
19	не в	8	22
20	так и	14	22
21	того что	4	22
22	не может	9	22
23	же время	14	21
24	в себе	3	20
25	и т.п	31	20
26	прежде всего	19	19
27	как бы	18	18
28	то есть	49	17
29	точки зрения	7	17
30	в его	17	17
31	с другой	3	17
32	в этой	13	16
33	в жизни	4	16
34	не менее	4	15
35	в целом	2	15
36	только в	6	15
37	что он	7	14
38	и даже	6	14
39	в своем	13	13
40	как это	5	13
41	с одной	2	13
42	но не	6	13
43	и его	19	13
44	в данном	4	12
45	в своей	6	12
46	а также	4	12
47	еще не	5	12
48	одним из	7	12
49	о том	8	12
50	одной стороны	2	12
51	никогда не	6	11
52	данном случае	4	11
53	это не	5	11
54	в другом	4	11
55	еще в	3	11
56	отличие от	3	11
57	с его	11	11
58	и сам	2	11
59	не столько	5	11
60	как в	4	11
61	в отличие	3	11
62	а в	4	11
63	в основе	6	11
64	вместе с	5	11
65	даже в	5	10
66	этом отношении	7	10
67	в области	2	10
68	что в	14	10
69	в ее	2	10
70	жизни в	3	10
71	из них	5	10
72	и на	12	10
73	потому что	8	10
74	не случайно	3	10
75	жизни и	11	10
76	одно из	2	9
77	к тому	4	9
78	один из	6	9
79	в поэзии	3	9
80	связи с	7	9
81	в начале	2	9
82	лишь в	3	9
83	и т.д	2	9
84	вплоть до	2	8
85	в конце	12	8
86	все же	7	8
87	в искусстве	3	8
88	по существу	4	8
89	но в	20	8
90	того же	6	8
91	что не	4	8
92	для него	4	8
93	и как	7	8
94	слова и	2	8
95	а именно	2	8
96	тем что	3	8
97	соответствии с	2	8
98	той же	6	8
99	с точки	5	8
100	как раз	5	8
101	до конца	2	7
102	для всех	4	7
103	в их	4	7
104	не как	3	7
105	и других	2	7
106	так в	3	7
107	для этого	2	7
108	другой стороны	2	7
109	и для	4	7
110	по преимуществу	2	7
111	перестает быть	3	7
112	у нас	3	7
113	именно в	5	7
114	в самом	7	7
