N	3gram	Losev_Prob	VeschiIm
1	и т д	20	38
2	это значит что	8	25
3	не может быть	5	24
4	то ни было	4	12
5	не что иное	6	12
6	не есть ни	4	12
7	бы то ни	5	12
8	что иное как	6	12
9	и больше ничего	3	12
10	содержит в себе	13	11
11	тем не менее	23	11
12	т д и	5	11
13	по крайней мере	9	10
14	д и т	5	10
15	в том что	17	9
16	есть не что	6	8
17	на то что	2	7
18	сама по себе	11	7
19	по сравнению с	3	7
20	ни в каком	8	6
21	вовсе не есть	12	6
22	с точки зрения	9	6
23	так или иначе	2	6
24	одно и то	4	5
25	и то же	5	5
26	в то же	10	5
27	подобно тому как	2	5
28	не есть просто	4	5
29	не только в	2	5
30	в чем же	2	5
31	и тем не	6	5
32	и то что	8	5
33	не только не	5	4
34	потому что они	2	4
35	более или менее	2	4
36	то время как	6	4
37	этой точки зрения	2	4
38	сам по себе	10	4
39	о том как	4	4
40	что же такое	3	4
41	о том что	8	4
42	тех или других	3	4
43	в то время	6	4
44	дело в том	4	4
45	есть прежде всего	3	4
46	есть то что	3	4
47	то что является	2	4
48	само по себе	5	4
49	в каком случае	5	4
50	это и значит	2	4
51	это и есть	3	4
52	те или другие	3	4
53	в себе в	2	4
54	равно как и	2	4
55	мы не можем	2	3
56	можно ли сказать	3	3
57	и не просто	3	3
58	можно сказать что	2	3
59	то что мы	3	3
60	ли сказать что	2	3
61	той или другой	6	3
62	можно было бы	6	3
63	ту или иную	3	3
64	заключается в том	5	3
65	так что в	2	3
66	не указывает на	2	3
67	с одной стороны	2	3
68	только то что	4	3
69	вообще не есть	2	3
70	с другой стороны	11	3
71	сами по себе	8	3
72	и в то	2	3
73	то это значит	3	3
74	и не в	2	3
75	если мы возьмем	4	3
76	то ясно что	2	2
77	с чем мы	2	2
78	как раз и	5	2
79	мы находим в	2	2
80	во всяком случае	8	2
81	в отдельности и	2	2
82	что он есть	2	2
83	что же касается	5	2
84	для того чтобы	4	2
85	том или другом	3	2
86	хотя бы и	2	2
87	только о том	2	2
88	том что он	2	2
89	на действительность и	2	2
90	с самим собою	2	2
91	чего бы то	2	2
92	или по крайней	6	2
93	в связи с	9	2
94	ничто не мешает	2	2
95	и это вовсе	2	2
96	и есть то	2	2
97	то что у	3	2
98	то или другое	2	2
99	уже не есть	3	2
100	ни о каком	2	2
101	в конце концов	4	2
102	у нас в	2	2
103	так же как	3	2
104	не имеет никакого	3	2
105	для тех или	2	2
106	в данном случае	12	2
107	в том или	2	2
108	никакого отношения к	3	2
109	в этом смысле	5	2
110	каком случае не	4	2
111	и в этом	6	2
112	даже и не	6	2
113	но даже и	7	2
114	и в частности	4	2
115	мы имеем дело	2	2
116	тех или иных	7	2
117	в той или	7	2
