N	2gram	Propp_Isto	DiskursI
1	в качестве	4	72
2	а не	13	60
3	может быть	22	56
4	не только	28	49
5	и в	43	49
6	как и	9	47
7	тогда как	6	47
8	при этом	4	46
9	в том	13	44
10	и не	16	44
11	представляет собой	6	41
12	том что	12	40
13	в этом	25	38
14	в себе	2	37
15	состоит в	4	37
16	в частности	6	36
17	но и	24	35
18	но не	10	31
19	со стороны	3	28
20	так и	6	28
21	но в	15	28
22	не может	8	27
23	как в	6	25
24	еще не	15	23
25	а также	5	20
26	все же	13	19
27	прежде всего	3	19
28	в нем	11	19
29	в своей	4	19
30	далеко не	3	18
31	по отношению	2	17
32	в данном	7	17
33	то же	11	17
34	с другой	10	17
35	отношению к	2	17
36	точки зрения	3	16
37	только в	8	16
38	роль в	2	15
39	в его	7	15
40	то что	20	15
41	о том	4	15
42	это не	10	14
43	не в	9	14
44	не менее	6	14
45	одной стороны	2	14
46	можно сказать	3	14
47	с одной	2	14
48	в целом	4	13
49	как бы	5	13
50	данном случае	6	12
51	в своем	2	12
52	и все	4	12
53	ведет к	2	12
54	и на	7	12
55	что в	29	11
56	и как	6	11
57	как правило	3	11
58	не было	2	11
59	а в	13	10
60	в то	2	9
61	в силу	2	9
62	героя в	6	9
63	между тем	2	9
64	в них	6	9
65	уже не	11	9
66	себя в	2	9
67	человека в	2	8
68	и о	2	8
69	к тому	9	8
70	потому что	8	8
71	не на	2	8
72	хотя и	4	8
73	и даже	4	8
74	в этих	18	8
75	не с	2	8
76	в себя	3	8
77	в котором	5	8
78	в одном	9	8
79	из них	7	8
80	он не	11	8
81	не следует	2	8
82	перед нами	4	7
83	его в	7	7
84	могут быть	9	7
85	и ее	3	7
86	и для	3	7
87	но это	5	7
88	что и	17	7
89	например в	3	7
90	в этой	7	7
91	другой стороны	10	7
92	к этому	10	7
93	в пределах	5	7
94	ни в	2	7
95	в русской	5	7
96	той же	3	7
97	и его	10	7
98	таким образом	15	7
99	тому же	4	7
100	никогда не	9	6
101	в одной	4	6
102	отношение к	4	6
103	что он	17	6
104	не знает	2	6
105	одно из	2	6
106	тому как	3	6
107	одного из	2	6
108	что же	2	6
109	здесь не	6	6
110	и то	4	6
111	одна из	2	6
112	в особенности	3	6
113	в которых	7	6
114	ничего не	12	5
115	к себе	3	5
116	в другом	11	5
117	в виду	2	5
118	не всегда	7	5
119	и потому	2	5
120	того что	8	5
121	о нем	2	5
122	стороны и	3	5
123	один из	7	5
124	исходя из	2	5
125	здесь в	2	5
126	представляют собой	5	5
127	принадлежит к	4	5
128	того как	3	5
129	как будто	2	5
130	сказать что	5	5
131	но она	2	5
132	из этих	5	5
133	с ее	2	5
134	во второй	2	5
135	но они	2	5
136	в свою	5	5
137	подобно тому	3	5
138	на этом	5	5
139	в сторону	3	5
140	не вполне	7	5
141	в ней	3	5
142	при котором	2	5
143	тем что	8	5
144	из того	2	4
145	мире в	2	4
146	а на	5	4
147	вследствие чего	2	4
148	однако это	4	4
149	и тем	2	4
150	одном из	3	4
151	и др	4	4
152	как это	5	4
153	и это	5	4
154	только на	2	4
155	его на	6	4
156	на его	5	4
157	что не	3	4
158	к жизни	2	4
159	между двумя	6	4
160	что они	14	4
161	указать на	4	4
162	в исторической	3	4
163	см в	4	4
164	во всяком	2	4
165	особого рода	3	4
166	мы имеем	24	4
167	с ней	6	4
168	это в	2	4
169	этом случае	8	4
170	по мере	2	4
171	тем не	6	4
172	я не	3	4
173	связи с	9	4
174	а сам	2	4
175	одним из	4	4
176	в жизни	3	4
177	не есть	3	4
178	и к	4	4
179	по себе	3	4
180	или в	14	4
181	и есть	3	4
182	вопрос о	4	3
183	указывает на	6	3
184	в тех	3	3
185	вплоть до	2	3
186	там же	2	3
187	наличие в	2	3
188	к которому	6	3
189	это и	4	3
190	то она	2	3
191	что ни	3	3
192	они и	3	3
193	но как	2	3
194	она не	4	3
195	на том	3	3
196	они не	4	3
197	об этом	8	3
198	заметить что	2	3
199	и было	2	3
200	ему в	2	3
201	которая в	2	3
202	что на	6	3
203	на себя	5	3
204	их с	2	3
205	между собой	2	3
206	но здесь	2	3
207	сказки о	2	3
208	и он	2	3
209	живет в	8	3
210	в сказке	78	3
211	ней в	2	3
212	в мифе	2	3
213	о его	2	3
214	все эти	8	3
215	о ней	2	3
216	было бы	5	3
217	мы не	3	3
218	дело не	3	3
219	должна быть	2	3
220	и герой	3	3
221	как мы	11	3
222	да и	2	3
223	содержит в	2	3
224	и от	3	3
225	или не	3	3
226	тут же	4	3
227	с этим	13	3
228	в начале	2	3
229	особенно в	2	3
230	хотя бы	3	3
231	к ней	4	3
232	и по	6	3
233	не просто	4	3
234	с миром	3	3
235	как не	2	3
236	как у	2	3
237	на смену	7	3
238	дело с	2	3
239	и более	3	3
240	имеет свою	3	3
241	но все	5	3
242	не имеет	3	3
243	не случайно	2	3
244	является в	2	3
245	их в	6	3
246	и сказка	4	3
247	когда он	2	3
248	к чему	2	3
249	всяком случае	2	3
250	жизни и	2	3
251	более поздних	2	3
252	в большинстве	2	3
253	о себе	3	3
254	и что	6	3
255	в главе	2	3
256	однако не	2	3
257	вместе с	12	3
258	можно указать	2	2
259	не происходит	2	2
260	его к	5	2
261	мы должны	9	2
262	вступает в	4	2
263	не имеют	2	2
264	сказки и	2	2
265	должно было	2	2
266	как к	2	2
267	его из	3	2
268	никого не	3	2
269	друг друга	6	2
270	за счет	2	2
271	есть не	2	2
272	быть и	3	2
273	из трех	3	2
274	от своего	3	2
275	и при	2	2
276	в современной	2	2
277	к своему	3	2
278	одной и	2	2
279	здесь можно	10	2
280	представления о	2	2
281	в чем	4	2
282	его не	3	2
283	лицо и	2	2
284	по существу	3	2
285	мы видели	18	2
286	так например	3	2
287	в него	3	2
288	к нему	12	2
289	только с	2	2
290	или по	5	2
291	те же	2	2
292	имеются в	2	2
293	тех случаях	2	2
294	говорит и	2	2
295	так в	8	2
296	большинстве случаев	3	2
297	не то	2	2
298	же не	2	2
299	в особом	3	2
300	как нечто	3	2
301	все это	4	2
302	этого слова	3	2
303	по ходу	2	2
304	и они	4	2
305	же как	8	2
306	приходит в	3	2
307	вовсе не	3	2
308	и и	6	2
309	представление о	3	2
310	он ничего	2	2
311	а герой	2	2
312	это еще	2	2
313	можно усмотреть	2	2
314	право на	2	2
315	тех же	2	2
316	утверждать что	2	2
317	в сказках	12	2
318	его с	2	2
319	что так	2	2
320	всем что	2	2
321	что она	8	2
322	мы можем	10	2
323	на него	4	2
324	за ним	4	2
325	целый ряд	3	2
326	если бы	7	2
327	герой в	6	2
328	и той	2	2
329	что как	2	2
330	это делает	2	2
331	и их	4	2
332	с этой	3	2
