N	2gram	Medvedev_V	VerxiiNi
1	и в	26	26
2	таким образом	32	22
3	с тем	4	18
4	в этом	29	15
5	вместе с	8	15
6	точки зрения	3	13
7	как бы	5	12
8	в том	15	11
9	не только	26	10
10	из этих	7	10
11	может быть	23	10
12	что в	11	9
13	в области	2	9
14	связи с	5	9
15	но и	10	9
16	но не	2	8
17	с другой	11	8
18	в общем	2	8
19	главным образом	7	8
20	и у	2	8
21	и не	20	8
22	как на	3	8
23	одной стороны	2	7
24	из них	11	7
25	то что	7	7
26	с одной	2	7
27	но в	2	7
28	том что	8	7
29	все же	6	6
30	к тому	5	6
31	о том	10	6
32	в себе	6	6
33	в конце	3	6
34	всяком случае	2	6
35	что и	3	6
36	все эти	8	6
37	все это	13	6
38	и потому	2	6
39	так и	6	6
40	во всяком	2	6
41	никогда не	5	5
42	одной из	2	5
43	и для	2	5
44	более или	6	5
45	так же	3	5
46	том числе	2	5
47	и к	3	5
48	в силу	14	5
49	того чтобы	3	5
50	лишь в	2	5
51	в его	15	5
52	крайней мере	2	5
53	для того	3	5
54	а не	7	5
55	по крайней	2	5
56	образом в	3	5
57	сих пор	2	5
58	до сих	2	5
59	или менее	6	5
60	и от	3	4
61	что все	4	4
62	далеко не	3	4
63	а в	3	4
64	с другими	2	4
65	в котором	3	4
66	в самом	4	4
67	в нем	7	4
68	не может	17	4
69	в которых	3	4
70	что оно	3	4
71	из которых	2	4
72	то же	10	4
73	числе и	2	4
74	и по	3	4
75	только в	8	4
76	что он	4	4
77	он не	2	4
78	во время	4	4
79	в течение	2	4
80	в этой	4	4
81	в то	6	4
82	в своем	8	3
83	но с	2	3
84	если в	2	3
85	не вполне	2	3
86	к ним	2	3
87	хотя бы	20	3
88	к этому	9	3
89	в результате	5	3
90	в которой	2	3
91	в значительной	3	3
92	и даже	2	3
93	и как	3	3
94	если бы	3	3
95	же как	2	3
96	конце концов	2	3
97	не менее	2	3
98	как о	3	3
99	у них	2	3
100	когда он	4	3
101	в качестве	12	3
102	и при	5	3
103	в связи	4	3
104	можно сказать	4	3
105	отношению к	7	3
106	к сожалению	2	3
107	в одном	5	3
108	того что	3	3
109	так называемые	3	3
110	для него	9	3
111	мы видели	3	2
112	сказать что	5	2
113	так например	2	2
114	от них	2	2
115	которые в	2	2
116	этой точки	2	2
117	начиная с	2	2
118	некоторые из	3	2
119	или иной	2	2
120	не могут	10	2
121	на то	2	2
122	утверждать что	5	2
123	относится к	2	2
124	ли это	2	2
125	он в	2	2
126	мы имеем	3	2
127	ни один	8	2
128	в процессе	17	2
129	вплоть до	2	2
130	между тем	6	2
131	одним из	5	2
132	только что	4	2
133	к его	2	2
134	из себя	2	2
135	из своих	2	2
136	именно в	3	2
137	отличается от	2	2
138	приводит к	6	2
139	тогда когда	2	2
140	в образе	2	2
141	что мы	2	2
142	в них	5	2
143	только не	2	2
144	еще не	2	2
145	мысль о	2	2
146	жизни и	3	2
147	не было	7	2
148	этом отношении	14	2
149	и мир	3	2
150	не в	6	2
151	не всегда	2	2
152	только для	2	2
153	и наконец	2	2
154	значительной мере	3	2
155	же время	5	2
156	один из	6	2
157	в виду	4	2
158	них не	4	2
159	в пользу	2	2
160	прежде всего	13	2
161	как от	2	2
162	его не	3	2
163	связана с	2	2
164	его от	2	2
165	с его	4	2
166	во всех	7	2
167	всех других	3	2
168	же самое	2	2
169	вслед за	3	2
170	оно является	2	2
171	не с	2	2
172	по существу	4	2
