N	2gram	Vygotskiy_	Formalny
1	и в	55	95
2	т е	3	94
3	и не	24	78
4	может быть	35	66
5	в этом	21	61
6	не может	30	57
7	вовсе не	7	53
8	таким образом	38	52
9	и его	14	51
10	так и	6	50
11	точки зрения	32	47
12	в нем	5	42
13	в его	8	42
14	прежде всего	5	41
15	с точки	12	40
16	как и	25	39
17	и т	36	37
18	художественного произведения	22	36
19	не в	19	35
20	в самом	18	35
21	в процессе	7	34
22	а не	18	34
23	но и	12	33
24	то же	17	32
25	самом деле	19	32
26	не только	25	30
27	в том	55	26
28	отнюдь не	11	26
29	если бы	10	26
30	то что	47	25
31	на самом	6	24
32	при этом	28	24
33	в своей	6	24
34	на почве	3	24
35	в ней	3	23
36	связи с	2	23
37	было бы	14	23
38	в то	8	22
39	и ее	4	22
40	как бы	11	21
41	что в	39	21
42	и с	5	21
43	в их	4	20
44	не менее	9	20
45	между ними	2	20
46	и от	4	20
47	с тем	11	20
48	как мы	2	20
49	же время	2	20
50	не могут	6	19
51	все это	11	19
52	хотя бы	4	19
53	т д	10	19
54	художественное произведение	16	19
55	по себе	21	19
56	т п	24	18
57	все же	9	18
58	и все	8	18
59	все эти	7	18
60	в связи	3	18
61	должна быть	3	18
62	с его	3	18
63	и их	4	18
64	только в	18	18
65	как в	17	17
66	как раз	4	17
67	так же	29	16
68	в искусстве	24	16
69	во всяком	9	16
70	совершенно не	7	16
71	с другой	7	16
72	потому что	27	16
73	всяком случае	7	16
74	его в	3	15
75	все время	6	15
76	но в	5	15
77	в поэзии	5	15
78	бы в	3	15
79	с другими	2	15
80	так как	28	15
81	должно быть	2	15
82	во всех	4	15
83	и на	6	15
84	что он	17	14
85	только на	7	14
86	в целом	8	14
87	в ее	7	14
88	в своем	3	14
89	еще не	2	14
90	в жизни	5	14
91	в этой	5	14
92	если мы	21	14
93	и потому	2	14
94	произведения и	2	14
95	жизни и	5	14
96	вместе с	10	14
97	до конца	9	13
98	в настоящее	2	13
99	настоящее время	2	13
100	со стороны	5	13
101	того что	15	13
102	говорит он	3	13
103	а в	10	13
104	что же	4	13
105	могут быть	15	13
106	что и	27	13
107	сводится к	3	13
108	независимо от	3	13
109	в результате	4	13
110	она не	6	13
111	тем что	7	13
112	ни в	9	13
113	в действительности	4	12
114	как это	8	12
115	того чтобы	13	12
116	там где	5	12
117	и здесь	3	12
118	к тому	8	12
119	и для	9	12
120	оно не	2	12
121	поэтического произведения	3	12
122	уже не	3	12
123	никогда не	13	11
124	этом отношении	7	11
125	это и	3	11
126	произведение как	4	11
127	в общем	2	11
128	в основе	13	11
129	но не	5	11
130	то ни	2	11
131	произведения как	3	11
132	что они	7	11
133	зависимости от	7	11
134	между тем	6	11
135	не есть	4	10
136	не как	3	10
137	в художественном	9	10
138	формы и	11	10
139	в зависимости	6	10
140	мы не	15	10
141	не было	5	10
142	по существу	6	10
143	бы то	3	10
